cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90
n32,10,7,10,2,7,4,2,1,8,4,0,8,3,6,7,1,7,3,1,7,0,10,4,4,5,10,10,9,6,3,9,7,4,8,7,3,7,10,3,2,9,0,10,9,5,2,9,8,7,8,4,3,0,10,7,4,0,6,8,2,0,6,0,3,9,4,3,0,3,7,8,2,9,8,0,1,5,0,10,0,8,8,6,1,8,3,10,10,1,8
n31,10,7,10,2,7,4,2,1,8,4,0,8,3,6,7,1,7,3,1,7,10,10,4,4,5,10,10,9,6,3,9,7,4,8,7,3,7,10,3,2,9,2,10,9,5,2,9,8,0,8,4,3,0,10,7,4,0,6,8,4,6,6,0,3,9,4,3,0,3,7,8,2,9,8,0,1,5,0,10,0,8,8,6,1,8,3,10,10,1,8
n36,10,7,10,2,6,4,5,4,8,4,0,8,3,6,7,0,7,3,1,7,0,10,4,4,5,10,10,9,6,3,9,7,4,8,7,3,6,10,3,2,9,0,10,9,0,8,9,8,0,8,4,3,1,10,7,4,0,6,8,0,7,6,7,3,9,0,3,0,3,0,8,2,9,0,1,1,5,0,10,7,8,8,6,1,8,3,10,10,1,8
n35,10,7,10,2,6,4,5,0,8,4,0,8,0,6,7,0,7,3,1,7,0,10,4,4,5,10,10,9,6,3,9,7,4,8,7,3,6,10,3,2,9,0,10,9,0,8,9,8,0,8,4,3,1,10,7,4,0,6,8,0,0,6,7,3,9,0,3,0,3,0,8,2,9,0,1,1,5,5,10,7,8,8,6,1,8,3,10,10,1,8
n38,10,7,10,2,0,4,5,7,8,4,0,8,10,6,7,0,7,3,1,7,0,10,4,4,5,10,10,9,6,3,9,7,4,8,0,3,6,10,3,2,9,0,10,9,0,8,9,8,0,8,4,3,0,10,7,4,10,6,8,3,0,6,0,3,9,0,3,0,3,0,8,2,9,0,0,1,5,0,10,7,8,8,6,1,8,3,10,10,1,8
n37,10,7,10,2,0,4,5,7,8,4,0,8,0,6,7,0,7,3,1,7,0,10,4,4,5,10,10,9,6,3,9,7,4,8,0,3,6,10,3,2,9,0,10,9,0,8,9,8,0,8,4,3,0,10,7,4,10,6,8,3,0,6,0,3,9,2,3,7,3,0,8,2,9,0,3,1,5,0,10,7,8,8,6,1,8,3,10,10,1,8
n46,4,7,10,2,6,4,5,4,8,4,4,0,10,6,7,3,7,3,1,7,0,10,4,4,5,10,10,9,0,0,2,7,4,8,3,3,7,10,10,2,9,0,10,9,6,6,9,0,5,9,0,3,5,2,7,4,2,6,8,1,0,6,6,0,9,8,3,0,3,1,8,2,9,6,10,1,5,0,10,0,1,8,6,1,8,3,0,10,1,8
n45,4,7,10,2,6,4,5,4,8,4,4,0,0,6,7,0,7,3,1,7,0,10,4,4,5,10,10,9,0,0,2,7,4,8,3,3,7,10,10,2,9,0,10,9,6,0,9,2,5,9,0,3,5,2,7,4,2,6,8,1,0,6,6,7,9,8,3,9,3,1,8,2,9,6,10,1,5,0,10,0,1,8,6,1,8,3,0,10,1,8
n48,4,7,10,2,6,4,5,4,8,4,4,0,0,6,7,0,7,3,1,7,0,10,4,4,5,10,10,9,8,0,2,7,4,8,3,3,0,10,10,2,9,0,10,9,6,0,9,0,5,9,0,3,0,2,7,4,2,6,8,1,0,6,6,6,9,0,3,2,3,1,8,2,9,5,0,1,5,0,10,0,1,8,6,1,8,3,0,10,1,8
n47,4,7,10,2,6,4,5,4,8,4,4,7,0,6,7,0,7,3,1,7,0,10,4,4,5,10,10,9,0,6,2,7,4,8,3,3,0,10,10,2,9,0,10,9,6,0,9,10,5,9,0,3,0,2,7,4,2,6,8,1,0,6,6,0,9,8,3,2,3,1,8,2,9,5,0,1,5,0,10,0,1,8,6,1,8,3,3,10,1,8
n52,4,7,10,2,6,4,5,4,8,4,5,0,0,6,7,2,7,3,1,7,0,10,4,4,5,10,10,9,1,5,7,7,4,8,3,3,1,10,10,2,9,7,10,9,6,10,9,2,5,0,10,3,9,2,7,4,2,6,8,1,0,6,6,0,9,0,3,0,3,1,8,2,9,0,3,1,5,0,10,8,1,3,6,1,8,3,0,10,1,8
n51,4,7,10,2,6,4,5,4,8,4,5,0,0,6,7,0,7,3,1,7,8,10,4,4,5,10,10,9,0,3,7,7,4,8,3,3,1,10,10,2,9,7,10,9,6,10,9,2,5,0,10,3,9,2,7,4,2,6,8,1,0,6,6,3,9,8,3,0,3,1,8,2,9,0,3,1,5,1,10,8,1,3,6,1,8,3,0,10,1,8
n54,4,7,10,2,6,4,5,4,8,4,5,0,10,6,7,10,7,3,1,7,0,10,4,4,5,10,10,9,0,0,7,7,4,8,3,3,1,10,10,2,9,7,10,9,6,7,9,2,5,0,10,3,7,2,7,4,2,6,8,1,10,6,6,0,9,8,3,0,3,1,8,2,9,0,0,1,5,5,10,0,1,3,6,1,8,3,2,10,1,8
n53,4,7,10,2,6,4,5,4,8,4,5,0,0,6,7,4,7,3,1,7,0,10,4,4,5,10,10,9,0,0,7,7,4,8,3,3,1,10,10,2,9,7,10,9,6,0,9,2,5,0,10,3,7,2,7,4,2,6,8,1,0,6,6,0,9,0,3,0,3,1,8,2,9,0,0,1,5,0,10,0,1,3,6,1,8,3,2,10,1,8
n60,0,7,10,2,6,4,10,7,8,4,0,0,0,6,7,0,7,3,1,7,7,10,4,4,5,10,10,9,7,0,0,7,4,8,3,3,5,10,0,2,9,2,10,9,3,0,9,2,7,1,0,3,3,0,7,4,8,6,8,1,10,6,6,0,9,9,3,6,3,8,8,2,9,0,0,1,5,0,10,0,0,5,6,1,8,3,0,10,1,8
n59,0,7,10,2,6,4,0,0,8,4,0,0,0,6,7,10,7,3,1,7,7,10,4,4,5,10,10,9,7,2,0,7,4,8,3,3,0,10,6,2,9,2,10,9,2,0,9,2,7,1,0,3,3,0,7,4,8,6,8,1,10,6,6,0,9,9,3,6,3,8,8,2,9,0,0,1,5,0,10,0,0,5,6,1,8,3,6,10,1,8
n62,0,7,10,2,6,4,0,0,8,4,0,0,0,6,7,0,7,3,1,7,7,10,4,4,5,10,10,9,7,0,0,7,4,8,3,3,0,10,0,2,9,2,10,9,0,0,9,2,7,1,0,3,3,0,7,4,8,6,8,1,0,6,6,0,9,0,3,6,3,8,8,2,9,0,0,1,5,0,10,0,0,10,6,1,8,3,5,10,1,8
n61,0,7,10,2,6,4,0,0,8,4,0,0,0,6,7,0,7,3,1,7,7,10,4,4,5,10,10,9,7,0,0,7,4,8,3,3,0,10,0,2,9,2,10,9,0,0,9,2,0,1,0,3,3,0,7,4,8,6,8,1,0,6,6,0,9,0,3,6,3,8,8,2,9,0,3,1,5,0,10,0,0,0,6,1,8,3,5,10,1,8
n66,6,7,10,2,6,4,5,5,8,4,0,7,0,6,7,0,7,3,1,7,7,10,4,4,5,10,10,9,10,6,5,7,4,8,3,3,0,10,7,2,9,2,10,9,0,6,9,0,0,9,0,3,3,6,7,4,9,6,8,1,0,6,2,0,9,0,3,6,3,8,8,2,9,0,8,1,5,5,10,0,0,0,6,1,8,3,0,10,1,8
n65,6,7,10,2,6,4,0,0,8,4,0,7,0,6,7,0,7,3,1,7,7,10,4,4,5,10,10,9,10,0,5,7,4,8,3,3,0,10,7,2,9,2,10,9,0,6,9,0,0,9,0,3,3,6,7,4,9,6,8,1,0,6,0,0,9,0,3,6,3,8,8,2,9,0,0,1,5,5,10,0,0,0,6,1,8,3,0,10,1,8
n68,0,7,10,2,6,4,0,0,8,4,5,7,0,6,7,4,7,3,1,7,7,10,4,4,5,10,10,9,5,0,0,7,4,8,3,3,0,10,0,2,9,2,10,9,0,8,9,8,0,0,9,3,3,6,7,4,9,6,8,1,7,6,0,0,9,0,3,6,3,8,8,2,9,2,7,1,5,0,10,0,0,0,6,1,8,3,0,10,1,8
n67,0,7,10,2,6,4,0,0,8,4,5,7,0,6,7,4,7,3,1,7,7,10,4,4,5,10,10,9,5,0,0,7,4,8,3,3,8,10,0,2,9,2,10,9,0,8,9,0,0,0,9,3,3,6,7,4,9,6,8,1,0,6,0,0,9,0,3,6,3,8,8,2,9,2,7,1,5,0,10,0,10,0,6,1,8,3,0,10,1,8
n78,4,7,10,2,8,4,4,0,8,4,7,10,0,6,0,10,7,3,1,7,0,10,4,4,5,10,10,9,5,1,5,0,4,8,6,3,2,10,1,2,0,10,10,9,9,3,9,8,6,0,1,3,2,3,7,4,2,6,8,10,7,6,2,7,9,9,0,4,3,4,8,2,9,10,10,1,5,0,10,8,1,2,6,0,4,9,10,6,1,8
n77,0,7,10,2,0,4,4,0,8,4,7,10,0,6,0,10,7,3,1,7,0,10,4,4,5,10,10,9,5,1,5,0,4,8,6,3,2,10,1,2,0,10,10,9,9,3,9,8,6,8,0,3,2,3,7,4,2,6,8,10,0,6,2,0,9,1,2,4,3,4,8,2,9,10,10,1,5,0,10,8,1,2,6,0,4,9,10,6,1,8
n80,0,7,10,2,0,4,4,0,8,4,7,10,0,6,0,10,7,3,1,7,0,10,4,4,5,10,10,9,5,1,5,0,4,8,0,3,2,10,1,2,0,10,10,9,9,3,9,8,6,2,0,3,2,0,7,4,2,6,8,10,0,6,2,0,9,0,0,0,3,4,8,2,9,10,10,1,5,0,10,8,4,2,6,0,4,9,10,6,1,8
n79,0,7,10,2,0,4,4,4,8,4,7,10,0,6,1,10,7,3,1,7,7,10,4,4,5,10,10,9,5,1,5,0,4,8,0,3,2,10,1,2,0,10,10,9,9,3,9,8,6,1,0,3,2,0,7,4,2,6,8,10,0,6,2,0,9,0,0,0,3,4,8,2,9,10,10,1,5,6,10,8,4,2,6,0,4,9,10,6,1,8
n84,0,7,10,2,0,4,4,1,8,4,7,10,2,6,0,10,7,3,1,7,0,10,4,4,5,10,10,9,5,1,5,6,4,8,0,3,2,10,1,2,0,10,10,9,0,3,9,7,0,0,0,3,0,0,7,4,2,6,8,10,5,6,2,6,9,2,0,1,3,4,8,2,9,10,10,1,5,5,10,8,0,2,6,5,4,9,10,6,1,8
n83,0,7,10,2,0,4,4,9,8,4,7,10,2,6,0,10,7,3,1,7,0,10,4,4,5,10,10,9,5,1,5,6,4,8,0,3,2,10,1,2,0,10,10,9,0,3,9,0,0,0,0,3,0,0,7,4,2,6,8,10,5,6,2,6,9,2,0,1,3,4,8,2,9,10,10,1,5,5,10,8,0,2,6,5,4,9,10,6,1,8
n86,0,7,10,2,0,4,4,0,8,4,7,10,2,6,0,10,7,3,1,7,0,10,4,4,5,10,10,9,5,1,5,6,4,8,0,3,2,10,1,2,0,10,10,9,0,3,9,9,4,7,0,3,0,7,7,4,2,6,8,10,5,6,2,6,9,2,3,3,3,4,8,2,9,10,10,1,5,5,10,8,10,2,6,0,4,9,10,6,1,8
n85,0,7,10,2,0,4,4,0,8,4,7,10,2,6,0,10,7,3,1,7,0,10,4,4,5,10,10,9,5,1,5,6,4,8,0,3,2,10,1,2,4,10,10,9,0,3,9,9,6,7,0,3,0,7,7,4,2,6,8,10,5,6,2,6,9,2,3,0,3,4,8,2,9,10,10,1,5,5,10,8,0,2,6,6,4,9,10,6,1,8
n92,0,7,10,2,10,4,0,8,8,4,7,10,5,6,7,10,7,3,1,7,2,10,4,4,5,10,10,9,5,7,5,9,4,8,0,3,2,10,1,2,5,0,10,9,0,3,9,5,5,0,3,3,0,2,7,4,4,6,8,10,0,6,1,0,9,8,5,5,3,4,8,2,9,10,10,1,5,0,10,8,6,9,6,1,4,9,5,6,1,8
n91,6,7,10,2,10,4,0,8,8,4,7,10,5,6,7,10,7,3,1,7,2,10,4,4,5,10,10,9,5,7,5,0,4,8,0,3,2,10,1,2,5,2,10,9,0,3,9,5,5,8,3,3,0,2,7,4,4,6,8,10,0,6,1,0,9,8,5,5,3,4,8,2,9,10,10,1,5,7,10,8,10,0,6,1,4,9,5,6,1,8
n94,0,7,10,2,9,4,0,8,8,4,7,10,0,6,7,10,7,3,1,7,2,10,4,4,5,10,10,9,5,1,5,0,4,8,2,3,2,10,1,2,5,9,10,9,7,3,9,5,0,0,3,3,0,0,7,4,4,6,8,10,0,6,1,0,9,7,0,5,3,4,8,2,9,10,10,1,5,0,10,8,2,0,6,1,4,9,0,6,1,8
n93,0,7,10,2,4,4,8,8,8,4,7,10,0,6,7,10,7,3,1,7,2,10,4,4,5,10,10,9,5,1,5,9,4,8,0,3,2,10,1,2,5,9,10,9,7,3,9,5,0,0,3,3,0,0,7,4,4,6,8,10,0,6,1,0,9,0,0,5,3,4,8,2,9,10,10,1,5,0,10,8,0,0,6,1,4,9,0,6,1,8
n98,10,7,10,2,0,4,7,8,8,4,7,10,0,6,7,10,7,3,1,7,2,10,4,4,5,10,10,9,5,0,5,0,4,8,0,3,2,10,1,2,3,5,10,9,9,3,9,5,4,9,3,3,0,2,7,4,4,6,8,10,1,6,1,0,9,0,0,5,3,4,8,2,9,10,10,1,5,1,10,8,8,0,6,1,4,9,0,6,1,8
n97,10,7,10,2,0,4,7,8,8,4,7,10,0,6,7,10,7,3,1,7,2,10,4,4,5,10,10,9,5,5,5,0,4,8,0,3,2,10,1,2,3,5,10,9,9,3,9,5,0,0,3,3,0,2,7,4,4,6,8,10,1,6,1,0,9,6,0,5,3,4,8,2,9,10,10,1,5,1,10,8,8,0,6,1,4,9,0,6,1,8
n100,10,7,10,2,0,4,8,8,8,4,7,10,0,6,7,10,7,3,1,7,2,10,4,4,5,10,10,9,5,0,5,9,4,8,4,3,2,10,1,2,3,5,10,9,0,3,9,5,9,0,3,3,0,0,7,4,4,6,8,10,0,6,1,0,9,0,6,5,3,4,8,2,9,10,10,1,5,0,10,8,8,0,6,1,4,9,5,6,1,8
n99,10,7,10,2,0,4,0,8,8,4,7,10,7,6,7,10,7,3,1,7,2,10,4,4,5,10,10,9,5,0,5,9,4,8,4,3,2,10,1,2,3,5,10,9,0,3,9,5,9,0,3,3,0,0,7,4,4,6,8,10,0,6,1,0,9,8,0,5,3,4,8,2,9,10,10,1,5,0,10,8,8,0,6,1,4,9,5,6,1,8
n108,0,7,10,2,8,4,0,2,8,4,10,8,0,6,2,10,7,3,1,7,0,10,4,4,5,10,10,9,5,0,5,6,4,8,0,3,2,10,1,2,1,0,10,9,4,3,9,9,0,7,0,3,0,10,7,4,0,6,8,0,2,6,1,0,9,5,10,7,3,4,8,2,9,1,10,1,5,10,10,8,0,0,6,2,0,9,7,6,1,8
n107,0,7,10,2,8,4,0,2,8,4,10,8,0,6,2,10,7,3,1,7,0,10,4,4,5,10,10,9,5,0,5,6,4,8,0,3,2,10,1,2,1,0,10,9,4,3,9,9,0,0,0,3,0,10,7,4,0,6,8,0,2,6,1,0,9,5,10,7,3,4,8,2,9,1,10,1,5,10,10,8,0,9,6,2,0,9,7,6,1,8
n110,0,7,10,2,8,4,0,0,8,4,10,8,0,6,2,10,7,3,1,7,0,10,4,4,5,10,10,9,5,3,5,6,4,8,0,3,2,10,1,2,1,0,10,9,4,3,9,9,3,0,0,3,0,10,7,4,10,6,8,0,2,6,1,5,9,5,10,7,3,4,8,2,9,1,10,1,5,10,10,8,0,0,6,2,0,9,7,6,1,8
n109,0,7,10,2,8,4,0,10,8,4,10,8,1,6,2,10,7,3,1,7,0,10,4,4,5,10,10,9,5,0,5,6,4,8,0,3,2,10,1,2,1,0,10,9,4,3,9,9,0,0,0,3,10,10,7,4,10,6,8,0,2,6,1,5,9,5,10,7,3,4,8,2,9,1,10,1,5,10,10,8,10,10,6,2,0,9,7,6,1,8
n114,0,7,10,2,8,4,1,2,8,4,10,8,0,6,0,10,7,3,1,7,0,10,4,4,5,10,10,9,5,9,5,0,4,8,0,3,2,10,1,2,1,0,10,9,4,3,9,0,5,0,0,3,3,6,7,4,0,6,8,0,2,6,0,0,9,5,10,0,3,0,8,2,9,1,10,1,5,0,10,8,0,6,6,2,9,9,7,6,1,8
n113,0,7,10,2,8,4,1,2,8,4,10,8,0,6,0,10,7,3,1,7,0,10,4,4,5,10,10,9,5,0,5,0,4,8,9,3,2,10,1,2,1,0,10,9,4,3,9,0,5,0,8,3,3,0,7,4,0,6,8,0,2,6,0,1,9,5,10,1,3,0,8,2,9,1,10,1,5,0,10,8,0,0,6,2,9,9,7,6,1,8
n116,0,7,10,2,8,4,0,2,8,4,10,8,7,6,0,10,7,3,1,7,0,10,4,4,5,10,10,9,5,0,5,5,4,8,0,3,2,10,1,2,1,0,10,9,4,3,9,0,5,0,0,3,7,0,7,4,0,6,8,0,2,6,1,0,9,5,10,0,3,8,8,2,9,1,10,1,5,8,10,8,0,0,6,2,9,9,7,6,1,8
n115,4,7,10,2,8,4,0,2,8,4,10,8,7,6,0,10,7,3,1,7,10,10,4,4,5,10,10,9,5,3,5,5,4,8,0,3,2,10,1,2,1,0,10,9,4,3,9,0,5,6,0,3,7,0,7,4,0,6,8,0,2,6,1,6,9,5,10,0,3,8,8,2,9,1,10,1,5,8,10,8,0,0,6,2,9,9,7,6,1,8
n122,4,7,10,2,8,4,8,10,8,4,10,0,1,6,9,10,7,3,1,7,0,10,4,4,5,10,10,9,5,0,5,0,4,8,0,3,2,10,1,2,2,10,10,9,4,3,9,0,1,9,6,3,10,8,7,4,0,6,8,0,0,6,2,8,9,5,0,0,3,7,8,2,9,1,10,1,5,3,10,8,4,3,6,1,5,9,7,6,1,8
n121,4,7,10,2,8,4,8,10,8,4,10,0,1,6,9,10,7,3,1,7,0,10,4,4,5,10,10,9,5,0,5,0,4,8,0,3,2,10,1,2,0,10,10,9,4,3,9,0,1,0,6,3,10,8,7,4,3,6,8,0,0,6,2,0,9,5,0,0,3,7,8,2,9,1,10,1,5,3,10,8,4,0,6,1,5,9,7,6,1,8
n124,4,7,10,2,8,4,8,0,8,4,10,6,1,6,9,10,7,3,1,7,0,10,4,4,5,10,10,9,5,10,5,0,4,8,2,3,2,10,1,2,6,10,10,9,4,3,9,0,0,6,0,3,10,8,7,4,0,6,8,0,0,6,2,0,9,5,0,0,3,7,8,2,9,1,10,1,5,3,10,8,4,0,6,3,5,9,7,6,1,8
n123,4,7,10,2,8,4,8,0,8,4,10,0,1,6,9,10,7,3,1,7,1,10,4,4,5,10,10,9,5,10,5,0,4,8,2,3,2,10,1,2,6,10,10,9,4,3,9,0,0,0,7,3,10,8,7,4,0,6,8,0,0,6,2,0,9,5,0,0,3,7,8,2,9,1,10,1,5,3,10,8,4,1,6,0,5,9,7,6,1,8
n128,4,7,10,2,8,4,8,10,8,4,10,0,0,6,9,10,7,3,1,7,0,10,4,4,5,10,10,9,5,0,5,5,4,8,2,3,2,10,1,2,5,10,10,9,4,3,9,9,0,2,6,3,0,0,7,4,0,6,8,0,9,6,2,5,9,5,4,9,3,7,8,2,9,1,10,1,5,6,10,8,4,0,6,0,0,9,7,6,1,8
n127,4,7,10,2,8,4,8,10,8,4,10,0,10,6,9,10,7,3,1,7,0,10,4,4,5,10,10,9,5,0,5,0,4,8,2,3,2,10,1,2,5,10,10,9,4,3,9,4,2,2,6,3,0,0,7,4,0,6,8,0,9,6,2,5,9,5,4,9,3,7,8,2,9,1,10,1,5,6,10,8,4,0,6,0,0,9,7,6,1,8
n130,4,7,10,2,8,4,8,10,8,4,10,0,7,6,9,10,7,3,1,7,0,10,4,4,5,10,10,9,5,1,5,0,4,8,2,3,2,10,1,2,0,10,10,9,4,3,9,0,0,2,6,3,10,0,7,4,0,6,8,0,9,6,2,0,9,5,4,0,3,7,8,2,9,1,10,1,5,6,10,8,4,0,6,0,0,9,7,6,1,8
n129,4,7,10,2,8,4,8,10,8,4,10,0,7,6,9,10,7,3,1,7,0,10,4,4,5,10,10,9,5,0,5,0,4,8,2,3,2,10,1,2,4,10,10,9,4,3,9,0,0,2,6,3,0,5,7,4,0,6,8,7,9,6,2,0,9,5,4,5,3,7,8,2,9,1,10,1,5,6,10,8,4,3,6,0,0,9,7,6,1,8
n142,6,7,10,0,7,4,1,10,8,4,4,4,1,6,6,0,7,3,1,7,0,0,4,6,8,4,10,9,10,7,3,5,4,0,8,3,1,10,8,2,4,0,10,9,6,5,9,7,8,3,0,3,8,3,7,4,7,8,8,9,7,6,1,8,3,5,5,7,8,2,0,2,4,5,1,1,5,8,10,9,1,0,6,9,0,0,6,3,1,8
n141,6,7,10,0,7,4,1,10,8,4,4,4,2,6,6,0,7,3,1,7,0,0,4,6,8,4,10,9,10,7,3,5,4,4,8,3,1,10,8,2,4,0,10,9,6,5,9,7,8,3,0,3,8,3,7,4,7,8,8,9,7,6,1,8,3,5,5,7,8,2,0,2,4,5,1,1,5,8,10,9,1,0,6,9,0,0,6,3,1,8
n144,6,7,10,0,7,4,1,0,8,4,0,4,0,6,6,10,7,3,1,7,0,0,4,6,8,4,10,9,10,7,3,5,4,0,8,3,1,10,8,2,0,0,10,9,6,5,9,7,8,3,3,3,8,3,7,4,7,8,8,9,0,6,0,8,3,5,5,7,8,2,0,2,4,5,1,1,5,8,10,9,1,0,6,9,0,0,6,3,1,8
n143,6,7,10,0,7,4,1,0,8,4,0,4,0,6,6,0,7,3,1,7,0,0,4,6,8,4,10,9,10,7,3,5,4,0,8,3,1,10,8,2,0,0,10,9,6,5,9,7,8,3,3,3,8,3,7,4,7,8,8,9,0,6,6,8,3,5,5,7,8,2,0,2,4,5,1,1,5,8,10,9,1,6,6,9,0,0,6,3,1,8
n148,6,7,10,5,7,4,1,0,8,4,5,4,0,6,6,6,7,3,1,7,0,0,4,6,8,4,10,9,10,7,10,6,4,0,8,3,1,10,8,2,0,0,10,9,4,5,9,7,8,3,0,3,8,3,7,4,7,8,8,9,5,6,0,8,3,5,5,7,5,2,0,2,4,5,1,1,5,8,10,0,1,0,6,9,9,0,6,3,1,8
n147,6,7,10,5,7,4,1,0,8,4,5,4,0,6,6,6,7,3,1,7,0,7,4,6,8,4,10,9,10,7,10,6,4,5,8,3,1,10,8,2,0,0,10,9,4,5,9,7,8,3,0,3,8,3,7,4,7,8,8,9,6,6,0,8,3,5,5,7,5,2,0,2,4,5,1,1,5,8,10,0,1,5,6,9,9,0,6,3,1,8
n150,6,7,10,5,7,4,1,0,8,4,5,4,0,6,6,0,7,3,1,7,0,7,4,6,8,4,10,9,10,7,10,0,4,0,8,3,1,10,8,2,0,8,10,9,4,5,9,7,8,3,0,3,8,3,7,4,7,8,8,9,0,6,2,8,3,5,5,7,0,2,0,2,4,5,1,1,5,8,10,0,1,0,6,9,0,0,6,3,1,8
n149,6,7,10,5,7,4,1,0,8,4,5,4,0,6,6,0,7,3,1,7,0,7,4,6,8,4,10,9,10,7,10,0,4,0,8,3,1,10,8,2,0,8,10,9,4,5,9,7,8,3,0,3,8,3,7,4,7,8,8,9,0,6,0,8,3,5,5,7,1,2,0,2,4,5,1,1,5,8,10,8,1,0,6,9,8,5,6,3,1,8
n156,6,7,10,0,7,4,1,1,8,4,2,3,7,6,6,0,7,3,1,7,0,0,4,6,8,4,10,9,0,7,4,3,4,0,8,3,1,10,8,2,10,0,10,9,5,0,9,7,8,3,0,3,8,3,7,4,7,8,8,9,0,6,0,0,3,6,5,7,7,0,0,2,4,5,1,1,5,8,10,2,7,1,6,3,2,7,6,8,1,8
