cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90
n53,6,9,10,10,3,4,8,1,2,9,5,9,8,0,3,0,8,7,8,0,8,0,8,9,2,4,3,10,4,2,6,8,6,9,2,3,0,5,0,0,4,0,6,0,9,6,0,9,9,3,1,7,5,0,4,2,8,5,9,5,0,8,1,6,2,2,1,0,1,6,0,5,0,9,3,5,0,10,10,10,6,9,7,9,9,0,2,9,4,8
n60,6,0,10,10,0,4,8,1,2,9,5,9,8,9,3,0,8,7,8,0,8,7,1,9,2,0,3,10,4,2,0,8,6,9,0,3,0,5,4,5,4,1,6,0,9,6,6,9,9,5,1,7,0,7,4,2,8,5,9,5,0,8,1,3,2,2,1,4,1,9,3,5,2,9,3,5,0,10,10,2,6,9,7,9,9,0,0,9,4,9
n59,6,0,10,10,0,4,8,1,2,9,5,9,8,0,3,3,8,7,8,0,8,7,1,9,2,0,3,10,4,2,0,8,6,9,0,3,0,5,1,0,4,1,6,0,9,6,6,9,9,5,1,7,0,0,4,2,8,5,9,5,0,8,1,3,2,2,1,0,1,9,3,5,0,9,3,5,5,10,10,0,6,9,7,9,9,0,0,9,4,9
n62,6,0,10,10,0,4,8,1,2,9,5,9,8,0,3,0,8,7,8,0,8,0,1,9,2,0,3,10,4,2,3,8,6,9,0,3,0,5,0,8,4,1,6,8,9,6,6,9,9,5,1,7,0,0,4,2,8,5,9,5,0,8,1,10,2,2,1,2,1,9,3,5,0,9,3,5,0,10,10,10,6,9,7,9,9,0,3,9,4,9
n61,6,1,10,10,0,4,8,1,2,9,5,9,8,10,3,0,8,7,8,0,8,0,1,9,2,8,3,10,4,2,0,8,6,9,0,3,0,5,0,8,4,1,6,8,9,6,6,9,9,5,1,7,0,0,4,2,8,5,9,5,0,8,1,10,2,2,1,2,1,9,3,5,0,9,3,5,0,10,10,10,6,9,7,9,9,0,3,9,4,9
n66,6,0,10,10,0,4,8,1,2,9,5,9,8,0,3,0,8,7,8,0,8,0,5,9,2,6,3,10,4,2,0,8,6,9,4,3,9,5,3,0,4,1,6,9,9,6,4,9,9,10,1,7,0,2,4,2,8,5,9,5,0,8,1,7,2,2,1,2,1,5,3,5,9,9,3,5,0,10,10,0,6,9,7,9,9,8,1,9,4,9
n65,6,0,10,10,0,4,8,1,2,9,5,9,8,1,3,0,8,7,8,0,8,0,5,9,2,0,3,10,4,2,0,8,6,9,4,3,9,5,3,0,4,1,6,9,9,6,4,9,9,10,1,7,0,2,4,2,8,5,9,5,0,8,1,7,2,2,1,2,1,0,3,5,9,9,3,5,0,10,10,0,6,9,7,9,9,8,1,9,4,9
n68,6,0,10,10,0,4,8,1,2,9,5,9,8,7,3,8,8,7,8,0,8,0,5,9,2,10,3,10,4,2,6,8,6,9,4,3,9,5,3,0,4,1,6,0,9,6,0,9,9,10,1,7,0,0,4,2,8,5,9,5,0,8,1,0,2,2,1,2,1,8,3,5,9,9,3,5,0,10,10,7,6,9,7,9,9,7,0,9,4,9
n67,6,4,10,10,0,4,8,1,2,9,5,9,8,7,3,0,8,7,8,6,8,0,5,9,2,0,3,10,4,2,6,8,6,9,4,3,9,5,3,0,4,1,6,0,9,6,0,9,9,10,1,7,10,0,4,2,8,5,9,5,3,8,1,0,2,2,1,2,1,0,3,5,9,9,3,5,0,10,10,7,6,9,7,9,9,0,0,9,4,9
n78,10,8,10,10,8,4,8,0,5,9,5,4,8,0,3,0,8,7,8,10,8,9,0,9,9,6,3,10,4,2,10,5,6,9,9,3,2,5,9,6,4,0,6,4,9,6,0,9,9,8,1,7,9,5,3,2,8,5,9,5,10,1,1,6,2,2,1,4,1,8,0,5,5,4,3,5,4,10,3,4,0,9,7,9,9,1,1,9,4,8
n77,0,2,10,10,8,4,8,0,5,9,5,4,8,0,3,0,8,7,8,10,8,0,0,9,9,6,3,10,4,2,10,5,6,9,9,3,2,5,9,6,4,0,6,4,9,6,2,9,9,8,1,7,9,5,3,2,8,5,9,5,6,1,1,6,2,2,1,4,1,8,0,5,5,4,3,5,4,10,3,1,5,9,7,9,9,1,1,9,4,8
n80,0,0,10,10,8,4,8,1,5,9,5,0,8,0,3,0,8,7,8,10,8,0,0,9,9,6,3,10,4,2,0,0,6,9,9,3,2,5,9,6,4,0,6,4,9,6,3,9,9,8,1,7,9,5,3,2,8,5,9,5,10,1,1,0,2,2,1,4,1,0,2,5,5,4,3,5,4,10,3,0,0,9,7,9,9,1,1,9,4,8
n79,0,0,10,10,8,4,8,1,5,9,5,0,8,0,3,0,8,7,8,10,8,5,0,9,9,6,3,10,4,2,6,0,6,9,9,3,2,5,9,6,4,0,6,4,9,6,0,9,9,8,1,7,9,5,3,2,8,5,9,5,0,1,1,0,2,2,1,4,1,0,2,5,5,4,3,5,4,10,3,0,0,9,7,9,9,1,1,9,4,8
n84,7,0,10,10,8,4,8,9,5,9,5,8,8,0,3,0,8,7,8,10,8,0,1,9,9,6,3,10,4,2,5,0,6,9,9,3,2,5,9,6,4,0,6,4,9,6,8,9,9,8,1,7,9,5,3,2,8,5,9,5,0,1,1,6,2,2,1,4,1,2,0,5,5,4,3,5,4,10,3,1,0,9,7,9,9,1,1,9,4,8
n83,5,0,10,10,8,4,8,9,5,9,5,8,8,0,3,0,8,7,8,10,8,0,8,9,9,6,3,10,4,2,5,0,6,9,9,3,2,5,9,6,4,0,6,4,9,6,8,9,9,8,1,7,9,5,3,2,8,5,9,5,0,1,1,6,2,2,1,4,1,2,8,5,5,4,3,5,4,10,3,0,0,9,7,9,9,1,1,9,4,8
n86,0,0,10,10,8,4,8,0,5,9,5,8,8,0,3,0,8,7,8,10,8,4,0,9,9,6,3,10,4,2,5,0,6,9,9,3,2,5,9,6,4,8,6,4,9,6,8,9,9,8,1,7,9,5,3,2,8,5,9,5,0,1,1,6,2,2,1,4,1,0,0,5,5,4,3,5,4,10,3,9,0,9,7,9,9,1,1,9,4,8
n85,3,0,10,10,8,4,8,10,5,9,5,8,8,0,3,0,8,7,8,10,8,0,0,9,9,6,3,10,4,2,5,0,6,9,9,3,2,5,9,6,4,0,6,4,9,6,8,9,9,8,1,7,9,5,3,2,8,5,9,5,0,1,1,6,2,2,1,4,1,0,0,5,5,4,3,5,4,10,3,0,8,9,7,9,9,1,1,9,4,8
n92,1,5,10,10,8,4,8,0,0,9,5,1,8,0,3,5,8,7,8,10,8,2,8,9,9,6,3,10,4,2,6,8,6,9,9,3,2,5,0,1,4,7,6,4,9,6,0,9,9,9,1,7,9,5,3,2,8,5,9,5,0,1,1,0,2,2,1,4,1,0,0,5,0,4,3,5,4,10,0,8,0,9,9,9,9,1,1,9,4,8
n91,1,5,10,10,8,4,8,0,0,9,5,1,8,0,3,0,8,7,8,10,8,2,8,9,9,6,3,10,4,2,0,8,6,9,0,3,2,5,0,1,4,7,6,4,9,6,4,9,9,9,1,7,9,5,3,2,8,5,9,5,0,1,1,0,2,2,1,4,1,0,6,5,0,4,3,5,4,10,0,8,0,9,9,9,9,1,1,9,4,8
n94,1,5,10,10,8,4,8,1,0,9,5,1,8,10,3,3,8,7,8,10,8,2,8,9,9,6,3,10,4,2,0,8,6,9,7,3,2,5,8,0,4,0,6,4,9,6,0,9,9,9,1,7,9,5,3,2,8,5,9,5,0,1,1,0,2,2,1,4,1,9,1,5,0,4,3,5,4,10,0,0,0,9,9,9,9,1,1,9,4,8
n93,1,5,10,10,8,4,8,1,0,9,5,1,8,0,3,3,8,7,8,10,8,2,8,9,9,6,3,10,4,2,3,8,6,9,0,3,2,5,8,0,4,0,6,4,9,6,0,9,9,9,1,7,9,5,3,2,8,5,9,5,0,1,1,0,2,2,1,4,1,0,0,5,9,4,3,5,4,10,0,0,4,9,9,9,9,1,1,9,4,8
n98,0,5,10,10,8,4,8,0,3,9,5,0,8,0,3,0,8,7,8,10,8,0,3,9,9,6,3,10,4,2,0,8,6,9,5,3,2,5,0,0,4,3,6,4,9,6,10,9,9,0,1,7,9,5,3,2,8,5,9,5,10,1,1,8,2,2,1,4,1,0,0,5,4,4,3,5,4,10,1,4,0,9,5,9,9,1,1,9,4,8
n97,3,5,10,10,8,4,8,0,0,9,5,5,8,0,3,0,8,7,8,10,8,0,3,9,9,6,3,10,4,2,0,8,6,9,5,3,2,5,6,0,4,3,6,4,9,6,0,9,9,0,1,7,9,5,3,2,8,5,9,5,10,1,1,8,2,2,1,4,1,0,4,5,0,4,3,5,4,10,0,4,0,9,0,9,9,1,1,9,4,8
n100,0,5,10,10,8,4,8,0,0,9,5,5,8,5,3,0,8,7,8,10,8,0,0,9,9,6,3,10,4,2,0,8,6,9,0,3,2,5,0,0,4,3,6,4,9,6,6,9,9,6,1,7,9,5,3,2,8,5,9,5,10,1,1,8,2,2,1,4,1,0,7,5,6,4,3,5,4,10,3,4,0,9,0,9,9,1,1,9,4,8
n99,0,5,10,10,8,4,8,0,0,9,5,0,8,0,3,5,8,7,8,10,8,0,0,9,9,6,3,10,4,2,0,8,6,9,0,3,2,5,0,0,4,3,6,4,9,6,0,9,9,6,1,7,9,5,3,2,8,5,9,5,10,1,1,8,2,2,1,4,1,6,0,5,6,4,3,5,4,10,3,4,1,9,0,9,9,1,1,9,4,8
n108,7,6,10,10,5,4,8,0,0,9,5,8,8,9,3,0,8,7,8,10,8,5,5,9,5,6,3,10,4,2,9,2,6,9,6,3,0,5,10,0,4,1,6,4,9,6,7,9,9,9,1,7,9,5,0,2,8,5,9,5,3,0,1,4,2,2,1,4,1,6,0,5,9,4,3,5,3,10,10,6,2,9,0,9,9,8,1,9,4,3
n107,7,6,10,10,5,4,8,0,0,9,5,8,8,9,3,0,8,7,8,10,8,5,5,9,5,6,3,10,4,2,9,2,6,9,6,3,0,5,10,0,4,1,6,4,9,6,7,9,9,9,1,7,9,5,0,2,8,5,9,5,3,0,1,4,2,2,1,4,1,6,0,5,0,4,3,5,10,10,0,6,2,9,0,9,9,8,1,9,4,2
n110,7,6,10,10,5,4,8,0,6,9,5,8,8,0,3,5,8,7,8,10,8,5,5,9,5,6,3,10,4,2,0,2,6,9,6,3,0,5,10,3,4,0,6,4,9,6,7,9,9,9,1,7,9,5,2,2,8,5,9,5,3,0,1,4,2,2,1,4,1,6,0,5,0,4,3,5,4,10,0,6,2,9,0,9,9,8,1,9,4,3
n109,7,6,10,10,5,4,8,0,9,9,5,8,8,0,3,5,8,7,8,10,8,5,5,9,5,6,3,10,4,2,6,2,6,9,6,3,0,5,10,3,4,0,6,4,9,6,7,9,9,9,1,7,9,5,0,2,8,5,9,5,3,9,1,4,2,2,1,4,1,6,0,5,0,4,3,5,0,10,8,6,2,9,0,9,9,8,1,9,4,3
n114,7,6,10,10,5,4,8,0,0,9,5,8,8,0,3,5,8,7,8,10,8,5,0,9,5,6,3,10,4,2,4,2,6,9,6,3,3,5,10,2,4,0,6,4,9,6,7,9,9,9,1,7,9,5,0,2,8,5,9,5,3,0,1,7,2,2,1,4,1,6,1,5,6,4,3,5,3,10,0,6,3,9,0,9,9,8,1,9,4,5
n113,7,6,10,10,5,4,8,0,0,9,5,8,8,0,3,5,8,7,8,10,8,5,0,9,5,6,3,10,4,2,0,2,6,9,6,3,0,5,10,0,4,0,6,4,9,6,7,9,9,9,1,7,9,5,0,2,8,5,9,5,3,0,1,7,2,2,1,4,1,6,1,5,6,4,3,5,3,10,0,6,3,9,3,9,9,8,1,9,4,5
n116,7,6,10,10,5,4,8,0,0,9,5,8,8,0,3,8,8,7,8,10,8,5,3,9,5,6,3,10,4,2,4,2,6,9,6,3,7,5,10,0,4,9,6,4,9,6,7,9,9,9,1,7,9,5,0,2,8,5,9,5,3,7,1,7,2,2,1,4,1,6,0,5,6,4,3,5,2,10,0,6,3,9,0,9,9,8,1,9,4,5
n115,7,6,10,10,5,4,8,0,0,9,5,8,8,8,3,0,8,7,8,10,8,5,3,9,5,6,3,10,4,2,4,2,6,9,6,3,0,5,10,4,4,9,6,4,9,6,7,9,9,9,1,7,9,5,0,2,8,5,9,5,3,7,1,7,2,2,1,4,1,6,0,5,6,4,3,5,0,10,4,6,3,9,0,9,9,8,1,9,4,5
n122,0,6,10,10,5,4,8,7,0,9,5,8,8,3,3,7,8,7,8,10,8,5,0,9,7,6,3,10,4,2,9,2,6,9,6,3,2,5,0,8,4,0,6,4,9,6,0,9,9,2,1,7,9,5,0,2,8,5,9,5,0,1,1,0,2,2,1,4,1,0,0,5,9,4,3,5,0,10,3,4,10,9,0,9,9,8,1,9,4,0
n121,0,6,10,10,5,4,8,0,0,9,5,8,8,3,3,7,8,7,8,10,8,5,0,9,7,6,3,10,4,2,0,2,6,9,6,3,0,5,0,8,4,0,6,4,9,6,0,9,9,2,1,7,9,5,5,2,8,5,9,5,0,1,1,6,2,2,1,4,1,0,0,5,9,4,3,5,0,10,3,0,10,9,0,9,9,8,1,9,4,0
n124,4,6,10,10,5,4,8,9,0,9,5,8,8,3,3,7,8,7,8,10,8,5,0,9,0,6,3,10,4,2,0,2,6,9,6,3,0,5,0,8,4,0,6,4,9,6,4,9,9,9,1,7,9,5,1,2,8,5,9,5,0,0,1,0,2,2,1,4,1,2,4,5,0,4,3,5,0,10,3,0,0,9,9,9,9,8,1,9,4,7
n123,4,6,10,10,5,4,8,9,0,9,5,8,8,3,3,7,8,7,8,10,8,5,8,9,8,6,3,10,4,2,0,2,6,9,6,3,0,5,0,8,4,6,6,4,9,6,0,9,9,9,1,7,9,5,1,2,8,5,9,5,0,0,1,0,2,2,1,4,1,2,4,5,0,4,3,5,0,10,3,0,0,9,9,9,9,8,1,9,4,7
n128,0,6,10,10,2,4,8,0,0,9,5,8,8,3,3,7,8,7,8,10,8,5,0,9,1,6,3,10,4,2,0,2,6,9,6,3,7,5,1,8,4,4,6,4,9,6,8,9,9,7,1,7,9,5,0,2,8,5,9,5,5,0,1,0,2,2,1,4,1,0,0,5,0,4,3,5,8,10,3,0,0,9,0,9,9,8,1,9,4,2
n127,0,6,10,10,2,4,8,10,0,9,5,8,8,3,3,7,8,7,8,10,8,5,6,9,1,6,3,10,4,2,0,2,6,9,6,3,0,5,1,8,4,4,6,4,9,6,8,9,9,7,1,7,9,5,0,2,8,5,9,5,5,0,1,0,2,2,1,4,1,0,0,5,0,4,3,5,8,10,3,0,0,9,0,9,9,8,1,9,4,2
n130,0,6,10,10,0,4,8,0,0,9,5,8,8,3,3,7,8,7,8,10,8,5,0,9,1,6,3,10,4,2,1,2,6,9,6,3,1,5,1,8,4,4,6,4,9,6,8,9,9,9,1,7,9,5,0,2,8,5,9,5,2,0,1,4,2,2,1,4,1,2,0,5,0,4,3,5,8,10,3,9,0,9,0,9,9,8,1,9,4,2
n129,0,6,10,10,8,4,8,6,0,9,5,8,8,3,3,7,8,7,8,10,8,5,0,9,1,6,3,10,4,2,1,2,6,9,6,3,1,5,1,8,4,4,6,4,9,6,8,9,9,9,1,7,9,5,0,2,8,5,9,5,0,0,1,4,2,2,1,4,1,0,0,5,0,4,3,5,8,10,3,9,10,9,0,9,9,8,1,9,4,2
n142,0,4,4,6,5,0,8,10,0,9,1,8,5,1,3,7,8,7,8,0,8,3,9,9,1,8,3,10,4,2,0,1,6,9,2,2,0,5,5,2,4,6,6,4,9,6,10,9,9,3,1,7,8,1,10,2,8,7,9,3,3,2,1,2,2,2,4,0,9,4,0,5,8,10,3,5,0,10,0,6,1,9,4,9,9,3,9,3,4,8
n141,1,0,4,6,5,0,8,10,0,9,1,8,5,1,3,7,8,7,8,0,8,3,9,9,1,8,3,10,4,2,0,1,6,9,2,2,0,5,5,2,4,6,6,4,9,6,10,9,9,3,1,7,8,1,10,2,8,7,9,3,3,0,1,2,2,2,4,0,9,4,0,5,8,10,3,5,0,10,0,6,1,9,4,9,9,3,9,3,4,8
n144,0,0,4,6,5,0,8,10,0,9,1,8,5,1,3,7,8,7,8,5,8,3,9,9,1,8,3,10,4,2,9,1,6,9,2,2,1,5,5,2,4,6,6,4,9,6,10,9,9,3,1,7,8,1,10,2,8,7,9,3,3,5,1,2,2,2,4,0,9,4,0,5,8,10,3,5,0,10,0,6,1,9,4,9,9,0,9,3,4,8
n143,0,0,4,6,5,7,8,10,0,9,1,8,5,1,3,7,8,7,8,0,8,3,9,9,1,8,3,10,4,2,9,1,6,9,2,2,0,5,5,2,4,6,6,4,9,6,10,9,9,3,1,7,8,1,10,2,8,7,9,3,3,5,1,2,2,2,4,0,9,4,0,5,8,10,3,5,0,10,0,6,1,9,4,9,9,0,9,3,4,8
n148,3,9,4,6,5,6,8,10,0,9,1,1,5,1,3,7,8,7,8,2,8,3,9,9,1,0,3,10,4,2,0,1,6,9,2,2,1,5,5,2,4,3,6,4,9,6,10,9,9,3,1,7,8,1,10,2,8,7,9,3,3,8,1,2,2,2,4,5,9,4,8,5,8,10,3,5,4,10,0,6,1,9,4,9,9,0,9,3,4,8
n147,0,9,4,6,5,6,8,10,0,9,1,1,5,1,3,7,8,7,8,2,8,3,9,9,1,0,3,10,4,2,0,1,6,9,2,2,1,5,5,2,4,3,6,4,9,6,10,9,9,3,1,7,8,1,10,2,8,7,9,3,3,8,1,2,2,2,4,0,9,4,8,5,8,10,3,5,4,10,7,6,1,9,4,9,9,0,9,3,4,8
n150,0,0,4,6,5,6,8,10,5,9,1,9,5,1,3,7,8,7,8,2,8,3,9,9,1,0,3,10,4,2,0,1,6,9,2,2,1,5,5,2,4,7,6,4,9,6,10,9,9,3,1,7,8,1,10,2,8,7,9,3,3,8,1,2,2,2,4,0,9,4,0,5,8,10,3,5,4,10,9,6,1,9,4,9,9,1,9,3,4,8
n149,0,0,4,6,5,6,8,10,0,9,1,0,5,1,3,7,8,7,8,2,8,3,9,9,1,0,3,10,4,2,0,1,6,9,2,2,1,5,5,2,4,7,6,4,9,6,10,9,9,3,1,7,8,1,10,2,8,7,9,3,3,8,1,2,2,2,4,0,9,4,0,5,8,10,3,5,4,10,8,6,1,9,4,9,9,6,9,3,4,8
n156,9,8,4,6,5,2,8,10,0,9,1,5,5,1,3,7,8,7,8,0,8,3,9,9,1,0,3,10,4,2,3,1,6,9,2,2,7,5,5,2,4,6,6,4,9,6,3,9,9,3,1,7,8,0,10,2,8,0,9,3,3,3,1,2,2,2,0,6,9,4,0,5,8,10,3,5,8,10,10,6,1,9,4,9,9,7,9,2,4,8
