cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90
n60,2,6,7,7,8,2,8,2,6,2,0,10,6,6,2,2,0,8,8,4,8,8,6,10,4,3,9,9,1,3,0,0,1,0,9,7,6,1,1,8,0,2,4,8,2,5,0,6,9,5,7,10,5,9,7,8,7,4,6,9,3,6,3,1,4,3,5,8,4,4,5,1,10,1,9,0,1,0,8,0,0,2,3,5,0,0,3,3,0,7
n59,2,6,7,7,8,2,8,2,6,2,0,10,6,6,2,2,0,8,8,4,8,8,6,10,0,3,9,9,0,3,0,0,1,0,9,7,6,1,1,8,0,0,4,8,2,5,0,0,9,5,7,10,5,9,7,8,7,4,6,9,3,6,3,1,4,3,0,8,4,4,5,1,10,1,9,6,1,0,8,10,0,2,0,5,0,0,3,3,0,7
n62,2,0,7,7,8,2,8,0,6,0,0,10,6,6,2,2,0,8,8,4,8,8,6,10,0,3,9,9,9,3,3,0,1,0,0,7,6,1,1,8,9,0,4,8,2,5,7,0,9,5,7,9,5,9,7,8,7,4,9,9,3,6,3,1,4,3,3,0,4,4,5,1,10,1,9,3,1,0,8,0,8,7,5,5,0,0,3,3,0,7
n61,0,0,7,7,8,2,8,0,6,2,0,10,6,6,2,2,0,8,8,4,8,8,6,10,0,3,9,9,9,3,3,8,1,0,1,7,6,1,1,8,9,0,4,8,2,5,7,0,9,5,7,9,5,9,7,8,7,4,0,9,3,6,3,1,4,3,3,0,4,4,5,1,10,1,9,3,1,4,8,0,8,7,7,5,0,0,3,3,0,7
n66,0,0,7,7,8,2,8,0,6,5,5,10,0,6,2,2,0,8,8,4,8,8,6,10,7,5,9,0,0,3,7,9,1,0,0,7,6,1,1,8,0,0,4,8,2,5,0,0,9,5,7,0,5,9,7,0,7,4,6,9,3,6,3,1,4,3,0,3,4,4,5,1,10,1,9,0,1,0,8,8,10,2,10,5,1,0,3,3,5,7
n65,0,0,7,7,8,2,8,0,6,5,5,10,5,6,2,2,8,8,8,4,8,8,6,10,7,5,9,0,0,3,0,0,1,0,0,7,6,1,1,8,8,0,4,8,2,5,0,0,9,5,7,0,5,9,7,0,7,4,6,9,3,6,3,1,4,3,0,3,4,4,5,1,10,1,9,0,1,0,8,8,10,2,0,5,0,0,3,3,5,7
n68,0,3,7,7,8,2,8,0,6,5,0,10,0,6,2,2,0,8,8,4,8,8,6,10,7,0,9,0,7,3,0,0,1,0,0,7,6,1,1,8,0,0,4,8,2,5,7,0,9,5,7,5,5,9,7,0,7,4,7,9,3,6,3,1,4,3,0,6,4,4,5,1,10,1,9,2,1,0,8,0,10,2,0,5,0,0,3,3,0,7
n67,1,0,7,7,8,2,8,4,6,5,10,10,0,6,2,2,3,8,8,4,8,8,6,10,7,0,9,5,0,3,0,0,1,0,0,7,6,1,1,8,6,0,4,8,2,5,7,0,9,5,7,0,5,9,7,0,7,4,7,9,3,6,3,1,4,3,0,6,4,4,5,1,10,1,9,2,1,0,8,0,10,2,0,5,4,0,3,3,0,7
n78,10,2,7,7,8,2,2,6,4,5,0,0,6,10,4,2,1,0,8,4,8,8,8,0,8,4,0,2,10,3,5,6,1,1,9,7,1,1,1,8,10,0,0,0,5,5,0,8,9,5,4,9,5,9,7,5,2,8,0,9,3,0,3,1,4,3,6,8,4,4,4,1,10,1,9,10,1,8,8,0,0,0,1,5,3,1,3,3,9,7
n77,0,2,7,7,8,2,2,6,4,5,0,0,6,10,4,2,1,0,8,4,8,8,0,3,8,4,0,2,10,3,5,6,1,1,9,7,1,1,1,8,10,0,0,0,5,5,0,0,9,5,4,0,5,9,7,5,2,8,0,9,3,0,3,1,4,3,6,8,4,4,4,1,10,1,9,10,1,0,8,0,0,0,1,5,3,8,3,3,9,7
n80,10,2,7,7,8,2,2,6,4,0,0,0,6,10,4,2,0,0,8,4,8,8,10,0,8,4,0,2,10,3,10,6,1,1,0,7,1,1,1,8,10,0,0,0,5,5,0,0,9,5,4,0,5,9,7,5,2,8,2,9,3,0,3,1,4,3,6,8,4,4,7,1,10,1,9,10,1,7,8,0,0,0,1,5,3,0,3,3,9,7
n79,0,2,7,7,8,2,2,6,4,0,0,0,6,10,4,2,0,0,8,4,8,8,10,0,8,4,0,2,10,3,0,6,1,1,0,7,1,1,1,8,10,0,0,3,5,5,7,0,9,5,4,0,5,9,7,5,2,8,2,9,3,0,3,1,4,3,6,8,4,4,7,1,10,1,9,10,1,7,8,0,10,0,1,5,3,0,3,3,9,7
n84,10,4,7,7,8,3,2,6,4,0,7,0,6,0,4,2,4,6,8,4,8,8,7,3,8,4,0,2,10,3,10,6,1,1,1,7,1,1,1,8,0,0,0,2,5,5,8,0,9,5,4,0,5,9,7,5,2,8,0,9,3,0,3,1,4,3,0,8,4,4,0,1,10,1,9,10,1,0,8,0,0,9,8,5,3,0,3,3,9,7
n83,10,4,7,7,8,3,2,6,4,0,7,0,6,0,4,2,4,6,8,4,8,8,0,3,8,4,0,2,10,3,10,6,1,1,0,7,1,1,1,8,0,0,0,2,5,5,8,0,9,5,4,0,5,9,7,5,2,8,0,9,3,0,3,1,4,3,0,8,4,4,0,1,10,1,9,10,1,0,8,0,0,9,3,5,3,0,3,3,9,7
n86,5,0,7,7,8,0,2,6,4,3,7,9,6,0,4,2,4,0,8,4,8,8,0,0,8,4,0,2,10,3,10,6,1,1,0,7,1,1,1,8,0,6,4,2,5,5,8,0,9,5,4,0,5,9,7,5,3,8,0,9,3,0,3,1,4,3,8,8,4,4,0,1,10,1,9,10,1,0,8,0,0,9,0,5,3,0,3,3,9,7
n85,5,0,7,7,8,0,2,6,4,0,7,9,6,0,4,2,4,7,8,4,8,8,0,3,8,4,0,2,10,3,10,6,1,1,10,7,1,1,1,8,0,0,4,2,5,5,8,0,9,5,4,0,5,9,7,5,3,8,0,9,3,5,3,1,4,3,8,8,4,4,0,1,10,1,9,10,1,0,8,0,0,9,0,5,3,0,3,3,9,7
n92,1,0,7,7,8,0,2,6,4,7,4,4,0,10,4,2,0,0,8,4,8,8,0,6,8,5,0,2,10,3,0,6,1,1,0,7,0,1,1,8,6,0,0,0,5,5,7,0,9,5,4,1,5,9,7,5,6,8,0,9,3,0,3,1,4,3,3,8,4,4,7,1,10,1,9,0,1,8,8,0,0,6,4,5,1,5,3,3,9,7
n91,0,0,7,7,8,0,2,6,4,0,4,4,0,10,4,2,0,0,8,4,8,8,0,6,8,5,0,2,10,3,0,6,1,1,0,7,0,1,1,8,6,0,0,0,5,5,7,0,9,5,4,1,5,9,7,5,6,8,0,9,3,10,3,1,4,3,3,8,4,4,7,1,10,1,9,0,1,8,8,0,0,0,4,5,1,5,3,3,9,7
n94,0,10,7,7,8,3,2,6,4,4,0,4,0,10,4,2,0,0,8,4,8,8,0,6,8,5,2,2,10,3,0,6,1,1,0,7,3,1,1,8,6,0,4,3,5,5,7,0,9,5,4,10,5,9,7,5,6,8,5,9,3,0,3,1,4,3,3,8,4,4,7,1,10,1,9,3,1,8,8,0,0,1,8,5,1,5,3,3,9,7
n93,0,0,7,7,8,3,2,6,4,4,10,4,0,10,4,2,0,0,8,4,8,8,0,6,8,5,2,2,10,3,0,6,1,1,0,7,3,1,1,8,6,0,8,3,5,5,7,3,9,5,4,10,5,9,7,5,6,8,0,9,3,0,3,1,4,3,3,8,4,4,7,1,10,1,9,3,1,8,8,0,0,1,0,5,1,5,3,3,9,7
n98,7,3,7,7,8,0,2,6,4,3,0,0,4,10,4,2,10,0,8,4,8,8,3,6,8,10,0,2,10,3,2,6,1,1,0,7,0,1,1,8,6,9,0,0,5,5,7,6,9,5,4,5,5,9,7,5,0,8,3,9,3,8,3,1,4,3,1,8,4,4,6,1,10,1,9,2,1,8,8,0,0,10,3,5,0,0,3,3,9,7
n97,7,3,7,7,8,0,2,6,4,3,0,2,0,10,4,2,10,0,8,4,8,8,3,6,8,10,0,2,10,3,2,6,1,1,0,7,0,1,1,8,6,9,0,0,5,5,7,0,9,5,4,5,5,9,7,5,0,8,3,9,3,8,3,1,4,3,0,8,4,4,6,1,10,1,9,2,1,8,8,0,9,10,3,5,0,0,3,3,9,7
n100,7,3,7,7,8,0,2,6,4,3,0,0,1,10,4,2,0,0,8,4,8,8,0,6,8,10,0,2,10,3,2,6,1,1,10,7,0,1,1,8,6,0,9,0,5,5,7,3,9,5,4,0,5,9,7,5,0,8,3,9,3,9,3,1,4,3,1,8,4,4,6,1,10,1,9,2,1,8,8,0,10,10,0,5,0,0,3,3,9,7
n99,7,3,7,7,8,0,2,6,4,3,0,0,1,10,4,2,5,2,8,4,8,8,0,6,8,10,3,2,10,3,2,6,1,1,10,7,0,1,1,8,6,0,0,0,5,5,7,8,9,5,4,0,5,9,7,5,4,8,3,9,3,9,3,1,4,3,1,8,4,4,6,1,10,1,9,2,1,8,8,0,10,10,9,5,0,0,3,3,9,7
n108,7,8,7,7,8,0,2,6,4,10,0,0,5,1,3,2,0,5,8,4,8,8,9,7,8,0,6,2,10,3,8,1,1,1,10,7,0,1,1,8,0,1,0,8,5,5,0,1,9,5,2,1,5,9,7,5,4,8,10,9,3,0,3,1,4,3,0,8,4,4,4,1,10,1,9,5,1,3,8,7,0,0,2,5,1,1,3,3,4,7
n107,7,8,7,7,8,0,2,6,4,10,0,0,5,1,0,2,0,5,8,4,8,8,0,7,8,5,6,2,10,3,0,1,1,1,10,7,5,1,1,8,8,6,0,8,5,5,0,0,9,5,2,1,5,9,7,5,4,8,10,9,3,0,3,1,4,3,2,8,4,4,4,1,10,1,9,5,1,3,8,7,0,0,2,5,1,1,3,3,1,7
n110,7,8,7,7,8,2,2,6,4,10,0,0,5,1,1,2,9,5,8,4,8,8,0,7,8,10,6,2,10,3,10,1,1,1,10,7,10,1,1,8,0,0,0,8,5,5,0,0,9,5,2,1,5,9,7,5,4,8,10,9,3,0,3,1,4,3,0,8,4,4,2,1,10,1,9,5,1,1,8,7,0,0,2,5,0,1,3,3,1,7
n109,7,8,7,7,8,2,2,6,4,10,0,0,5,1,1,2,9,5,8,4,8,8,3,7,8,0,6,2,10,3,0,1,1,1,10,7,10,1,1,8,9,8,4,8,5,5,0,0,9,5,2,1,5,9,7,5,4,8,10,9,3,9,3,1,4,3,0,8,4,4,2,1,10,1,9,5,1,1,8,7,0,0,2,5,6,1,3,3,1,7
n114,7,8,7,7,8,0,2,6,4,10,0,0,5,3,0,2,3,5,8,4,8,8,0,7,8,0,6,0,10,3,8,10,1,1,10,7,0,1,1,8,3,10,0,8,5,5,9,0,9,5,0,1,5,9,7,5,7,8,10,9,3,0,3,1,4,3,0,8,4,4,0,1,10,1,9,5,1,0,8,7,0,0,2,5,0,1,3,3,0,7
n113,7,8,7,7,8,0,2,6,4,10,0,0,5,3,0,2,3,5,8,4,8,8,0,7,8,1,6,3,10,3,8,0,1,1,10,7,0,1,1,8,3,10,0,8,5,5,0,2,9,5,0,1,5,9,7,5,0,8,10,9,3,0,3,1,4,3,0,8,4,4,7,1,10,1,9,5,1,0,8,7,0,0,2,5,2,1,3,3,0,7
n116,7,8,7,7,8,0,2,6,4,10,6,0,5,3,0,2,3,5,8,4,8,8,10,7,8,9,6,0,10,3,8,9,1,1,10,7,5,1,1,8,3,10,9,8,5,5,0,0,9,5,0,1,5,9,7,5,0,8,10,9,3,0,3,1,4,3,0,8,4,4,5,1,10,1,9,5,1,3,8,7,6,0,2,5,0,1,3,3,9,7
n115,7,8,7,7,8,0,2,6,4,10,0,0,5,3,0,2,3,5,8,4,8,8,10,7,8,9,6,0,10,3,8,0,1,1,10,7,0,1,1,8,0,10,0,8,5,5,0,10,9,5,0,1,5,9,7,5,0,8,10,9,3,0,3,1,4,3,0,8,4,4,0,1,10,1,9,5,1,0,8,7,0,0,2,5,0,1,3,3,9,7
n122,1,4,7,7,8,0,2,6,4,0,2,1,5,0,7,2,0,5,8,4,8,8,0,0,8,8,6,0,10,3,0,6,1,1,2,7,8,1,1,8,4,2,0,8,5,5,0,0,9,5,10,1,5,9,7,5,1,8,10,9,3,10,3,1,4,3,0,8,4,4,0,1,10,1,9,5,1,1,8,7,2,4,2,5,0,1,3,3,0,7
n121,0,4,7,7,8,0,2,6,4,0,0,1,5,0,2,2,0,5,8,4,8,8,0,6,8,0,6,0,10,3,0,6,1,1,2,7,8,1,1,8,4,2,8,8,5,5,0,0,9,5,10,1,5,9,7,5,1,8,10,9,3,10,3,1,4,3,0,8,4,4,0,1,10,1,9,5,1,1,8,7,2,4,2,5,0,1,3,3,0,7
n124,0,2,7,7,8,0,2,6,4,3,0,1,5,0,0,2,0,5,8,4,8,8,0,0,8,0,6,0,10,3,0,6,1,1,2,7,3,1,1,8,5,2,0,8,5,5,8,0,9,5,10,1,5,9,7,5,1,8,10,9,3,0,3,1,4,3,0,8,4,4,2,1,10,1,9,5,1,1,8,7,2,4,2,5,0,1,3,3,0,7
n123,0,0,7,7,8,0,2,6,4,0,1,1,5,0,0,2,0,5,8,4,8,8,1,0,8,0,6,3,10,3,0,6,1,1,2,7,0,1,1,8,0,2,0,8,5,5,8,0,9,5,10,1,5,9,7,5,1,8,10,9,3,0,3,1,4,3,0,8,4,4,2,1,10,1,9,5,1,1,8,7,2,4,2,5,0,1,3,3,0,7
n128,10,10,7,7,8,0,2,6,4,4,0,0,5,0,0,2,9,5,8,4,8,8,0,0,8,0,6,0,10,3,9,8,1,1,0,7,0,1,1,8,10,0,10,8,5,5,1,0,9,5,8,1,5,9,7,5,0,8,10,9,3,0,3,1,4,3,0,8,4,4,0,1,10,1,9,5,1,1,8,7,2,3,2,5,0,1,3,3,0,7
n127,10,10,7,7,8,0,2,6,4,4,0,0,5,9,0,2,9,5,8,4,8,8,0,0,8,0,6,1,10,3,9,0,1,1,0,7,0,1,1,8,0,0,0,8,5,5,1,9,9,5,0,1,5,9,7,5,0,8,10,9,3,0,3,1,4,3,0,8,4,4,0,1,10,1,9,5,1,1,8,7,2,3,2,5,0,1,3,3,0,7
n130,0,10,7,7,8,0,2,6,4,4,0,8,5,0,0,2,9,5,8,4,8,8,0,0,8,0,6,0,10,3,9,0,1,1,0,7,5,1,1,8,0,0,0,8,5,5,1,0,9,5,0,1,5,9,7,5,0,8,10,9,3,0,3,1,4,3,6,8,4,4,0,1,10,1,9,5,1,1,8,7,2,0,2,5,0,1,3,3,4,7
n129,0,10,7,7,8,9,2,6,4,4,0,8,5,0,0,2,9,5,8,4,8,8,0,0,8,0,6,0,10,3,9,0,1,1,0,7,0,1,1,8,0,0,0,8,5,5,1,2,9,5,0,1,5,9,7,5,0,8,10,9,3,0,3,1,4,3,6,8,4,4,5,1,10,1,9,5,1,1,8,7,2,9,2,5,1,1,3,3,4,7
n142,1,9,4,7,8,1,2,5,4,0,2,0,0,0,3,0,10,6,8,4,1,8,6,4,9,0,6,0,2,3,5,7,1,2,2,7,10,8,1,8,8,4,0,0,8,5,5,5,3,0,6,9,9,9,9,0,4,3,0,0,3,0,3,4,10,3,7,7,4,7,0,1,2,2,6,8,0,2,8,8,0,1,6,9,0,4,3,4,8,7
n141,1,9,4,7,8,1,2,5,4,9,2,0,0,6,3,0,10,0,8,4,1,8,6,4,9,0,6,0,2,3,5,7,1,2,2,7,10,8,1,8,6,0,0,2,8,5,5,5,3,0,6,9,9,9,9,0,4,3,0,0,3,0,3,4,10,3,7,7,4,7,0,1,2,2,6,8,8,2,8,8,0,1,6,9,0,4,3,4,8,7
n144,1,9,4,7,8,1,2,5,4,0,2,0,9,0,2,0,10,0,8,4,1,8,6,4,9,0,6,0,2,3,5,1,1,2,0,7,10,8,1,8,0,0,8,3,8,5,7,5,3,3,6,0,9,9,9,5,4,0,0,3,3,0,3,4,8,3,7,7,4,7,0,1,2,2,6,8,0,2,8,8,5,1,6,9,0,4,3,4,8,7
n143,1,9,4,7,8,1,2,5,4,5,2,3,0,0,2,2,10,0,8,4,1,8,6,4,9,0,6,0,2,3,5,1,1,2,0,7,10,8,1,8,0,0,8,3,8,5,0,5,3,3,6,0,9,9,9,5,4,0,0,3,3,0,3,4,8,3,7,7,4,7,0,1,2,2,6,8,0,2,8,8,8,1,6,9,0,4,3,4,8,7
n148,1,9,4,7,8,1,2,5,0,1,2,4,1,0,0,0,0,0,8,4,1,8,6,4,9,0,6,0,2,3,5,10,1,2,0,7,10,0,1,8,10,5,4,4,8,5,0,5,3,0,6,0,9,9,7,0,4,0,2,7,3,4,3,4,9,3,7,7,4,7,0,1,2,2,6,8,0,2,8,8,0,4,6,9,10,4,3,4,8,7
n147,1,9,4,7,8,1,2,5,4,7,2,0,1,0,0,0,8,0,8,4,1,8,6,4,9,0,6,0,2,3,5,0,1,2,0,7,10,9,1,8,10,5,0,4,8,5,0,5,3,0,6,0,9,9,7,0,4,0,2,7,3,0,3,4,9,3,7,7,4,7,0,1,2,2,6,8,0,2,8,8,0,0,6,9,10,4,3,4,8,7
n150,1,9,4,7,8,1,2,5,3,0,2,0,7,0,4,0,0,0,8,4,1,8,6,4,9,6,6,0,2,3,5,4,1,2,0,7,10,5,1,8,10,5,5,0,8,5,0,5,3,0,6,0,9,9,7,3,4,9,2,0,3,6,3,4,0,3,7,7,4,7,0,1,2,2,6,8,0,2,8,8,1,9,6,9,10,4,3,4,8,7
n149,1,9,4,7,8,1,2,5,3,0,2,10,7,0,4,0,0,0,8,4,1,8,6,4,9,0,6,5,2,3,5,0,1,2,0,7,10,5,1,8,10,5,5,0,8,5,0,5,3,3,6,0,9,9,7,3,4,0,2,0,3,0,3,4,0,3,7,7,4,7,0,1,2,2,6,8,0,2,8,8,1,0,6,9,10,4,3,4,8,7
n156,1,9,4,7,8,1,2,5,0,0,0,0,2,0,1,0,3,7,8,4,1,8,6,4,9,0,6,0,2,3,5,3,1,2,2,7,0,0,1,8,0,0,1,0,8,5,0,5,3,0,6,4,9,9,5,0,8,7,1,0,3,3,3,10,0,3,7,7,4,7,0,1,2,2,6,8,9,2,8,8,0,0,6,9,0,4,3,4,8,7
