cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90
n32,10,4,3,8,5,3,6,0,3,7,9,6,9,10,4,10,10,0,1,0,0,3,8,7,0,3,3,2,4,2,6,6,5,2,7,4,9,1,0,10,1,9,8,5,9,6,0,0,2,9,1,3,4,3,10,0,3,2,0,2,0,0,3,9,9,9,6,9,0,3,8,9,10,2,0,9,10,5,0,0,5,0,9,1,6,1,10,5,9,4
n31,10,4,3,8,5,3,6,9,3,7,9,6,9,10,4,10,10,0,1,0,0,3,8,7,0,3,3,0,4,2,6,6,5,2,7,4,9,1,0,10,1,9,8,5,9,6,6,5,2,9,1,3,4,0,10,4,3,2,0,2,0,0,3,9,9,9,6,9,0,3,8,9,10,2,0,9,10,5,0,0,5,0,9,1,6,1,10,5,9,4
n36,10,4,3,8,5,3,7,3,3,7,9,6,9,10,4,10,10,10,4,0,2,3,8,7,0,3,3,0,4,2,10,6,5,2,7,4,9,1,10,10,1,9,8,5,9,6,0,0,2,9,1,3,4,0,10,0,3,2,0,8,0,8,3,9,9,9,0,9,5,3,9,9,0,2,3,9,10,5,3,0,5,0,7,1,6,1,10,5,9,4
n35,10,4,3,8,5,3,7,3,3,7,9,6,9,10,4,10,10,10,0,0,2,3,8,7,0,3,3,0,4,2,10,6,5,2,7,4,9,1,10,10,1,9,8,5,9,6,0,0,2,9,1,3,4,0,10,7,3,2,2,8,0,8,3,9,9,9,0,9,5,3,9,9,0,2,0,9,10,5,3,0,5,0,10,1,6,1,10,5,9,4
n38,10,4,3,8,5,3,0,3,3,7,9,6,9,10,4,10,10,10,9,1,2,3,8,7,0,3,3,0,4,2,10,6,5,2,7,4,9,1,9,10,1,9,8,5,9,6,9,0,2,9,1,3,4,0,10,0,3,2,0,8,0,8,3,9,9,9,2,9,4,3,0,9,0,2,6,9,10,5,0,0,5,0,3,1,6,1,10,5,9,4
n37,10,4,3,8,5,3,0,3,3,7,9,6,9,10,4,10,10,10,8,1,2,3,8,7,7,3,3,0,4,2,10,6,5,2,7,4,9,1,9,10,1,9,8,5,9,6,9,0,2,9,1,3,4,3,10,0,3,2,0,8,0,8,3,9,9,9,0,9,0,3,0,9,3,2,6,9,10,5,0,4,5,0,3,1,6,1,10,5,9,4
n46,10,4,3,8,5,0,0,0,3,7,9,6,7,10,4,10,10,0,0,0,6,0,8,1,1,3,3,0,4,2,6,6,5,2,9,8,9,1,1,0,1,9,0,5,9,6,7,6,2,4,1,3,4,0,10,9,3,0,3,1,0,10,3,9,2,9,0,0,0,5,9,5,4,2,6,9,10,5,3,0,5,8,4,1,6,1,10,5,9,4
n45,10,4,3,8,5,0,8,0,3,7,9,6,7,10,4,10,10,0,0,0,6,0,8,1,0,3,3,0,4,2,6,6,5,2,9,8,9,1,1,0,1,9,0,5,9,6,7,5,2,4,1,3,4,0,10,9,3,0,3,1,0,10,3,9,2,9,2,0,0,5,9,5,4,2,6,9,10,5,3,0,5,8,4,1,6,1,10,5,9,4
n48,10,4,3,8,5,1,10,5,3,7,9,6,7,10,4,10,10,0,0,0,6,0,8,1,0,3,3,0,4,2,6,6,5,2,9,3,9,1,1,0,1,9,5,5,9,6,7,8,2,4,1,3,4,0,10,9,3,0,3,1,6,10,3,9,2,9,0,5,0,0,9,5,4,2,6,9,10,5,3,8,5,8,4,1,6,1,10,5,9,4
n47,10,4,3,8,5,1,10,5,3,7,9,6,7,10,4,10,10,10,5,0,6,4,8,1,0,3,3,0,4,2,6,6,5,2,9,3,9,1,1,0,1,9,0,5,9,6,7,0,2,4,1,3,4,6,10,9,3,7,3,1,6,10,3,9,2,9,0,5,0,0,9,5,4,2,6,9,10,5,3,0,5,8,4,1,6,1,10,5,9,4
n52,10,4,3,8,5,10,6,0,3,7,9,6,7,10,4,10,10,7,0,7,0,2,8,1,0,3,3,9,4,2,9,6,5,2,9,6,9,1,1,9,1,9,0,5,9,6,7,0,2,0,1,3,4,0,10,9,3,0,0,1,1,10,3,9,0,9,0,9,0,0,5,0,4,2,0,9,10,5,3,9,5,8,4,1,6,1,10,5,9,4
n51,10,4,3,8,5,10,6,0,3,7,9,6,7,10,4,10,10,7,0,7,0,6,8,1,8,3,3,9,4,2,0,6,5,2,9,6,9,1,1,9,1,9,0,5,9,6,7,0,2,0,1,3,4,0,10,9,3,0,0,1,1,10,3,9,3,9,0,9,0,0,5,0,4,2,0,9,10,5,3,9,5,8,4,1,6,1,10,5,9,4
n54,10,4,3,8,5,10,6,10,3,7,9,6,7,10,4,10,10,0,0,7,7,2,8,1,0,3,3,0,4,2,0,6,5,2,9,0,9,1,1,9,1,9,1,5,9,6,7,5,2,0,1,3,4,0,10,9,3,7,1,1,0,10,3,9,9,9,0,0,0,0,0,9,4,2,7,9,10,5,3,9,5,8,4,1,6,1,10,5,9,4
n53,10,4,3,8,5,10,6,10,3,7,9,6,7,10,4,10,10,0,0,7,0,0,8,1,0,3,3,0,4,2,0,6,5,2,9,0,9,1,1,9,1,9,6,5,9,6,7,5,2,0,1,3,4,0,10,9,3,0,1,1,0,10,3,9,0,9,0,0,9,4,0,9,4,2,7,9,10,5,3,9,5,8,4,1,6,1,10,5,9,4
n60,10,4,3,8,5,6,0,1,3,7,9,6,7,10,4,10,10,0,0,9,0,0,8,1,0,3,3,2,4,2,3,6,5,2,6,1,9,1,1,0,1,0,8,5,9,6,0,0,2,7,1,3,4,0,10,0,3,7,0,1,0,10,3,9,5,9,3,0,4,4,1,0,3,2,4,9,10,5,0,0,5,8,5,1,6,1,10,5,9,4
n59,10,4,3,8,5,6,0,1,3,7,9,6,7,10,4,10,10,0,0,9,0,5,8,1,0,3,3,2,4,2,3,6,5,2,0,1,9,1,1,0,1,0,0,5,9,6,0,0,2,0,1,3,4,0,10,0,3,7,0,1,0,10,3,9,5,9,3,2,4,0,1,0,0,2,4,9,10,5,0,0,5,8,5,1,6,1,10,5,9,4
n62,10,4,3,8,5,6,0,1,3,7,9,6,7,10,4,10,10,0,0,9,0,0,8,1,0,3,3,2,4,2,3,6,5,2,0,1,9,1,1,0,1,0,6,5,9,6,0,6,2,0,1,3,4,0,10,0,3,2,0,1,0,10,3,9,5,9,3,2,4,2,1,0,1,2,0,9,10,5,0,0,5,8,0,1,6,1,10,5,9,4
n61,10,4,3,8,5,6,10,1,3,7,9,6,7,10,4,10,10,0,0,9,0,1,8,1,0,3,3,2,4,2,3,6,5,2,0,1,9,1,1,4,1,0,5,5,9,6,3,6,2,4,1,3,4,0,10,0,3,2,0,1,0,10,3,9,5,9,3,0,4,0,1,0,1,2,0,9,10,5,0,0,5,8,9,1,6,1,10,5,9,4
n66,10,4,3,8,5,0,0,1,3,7,9,6,7,10,4,10,10,3,0,9,0,0,8,1,1,3,3,0,4,2,3,6,5,2,0,5,9,1,1,10,1,3,1,5,9,6,0,0,2,6,1,3,4,0,10,0,3,1,0,1,4,10,3,9,5,9,3,0,4,0,0,2,8,2,0,9,10,5,0,2,5,8,0,1,6,1,10,5,9,4
n65,10,4,3,8,5,0,0,1,3,7,9,6,7,10,4,10,10,3,0,9,0,0,8,1,1,3,3,0,4,2,3,6,5,2,0,5,9,1,1,10,1,3,0,5,9,6,0,0,2,6,1,3,4,0,10,0,3,0,1,1,4,10,3,9,5,9,3,0,4,0,0,2,8,2,0,9,10,5,2,2,5,8,0,1,6,1,10,5,9,4
n68,10,4,3,8,5,10,10,1,3,7,9,6,7,10,4,10,10,0,2,9,7,8,8,1,2,3,3,4,4,2,3,6,5,2,0,5,9,1,1,0,1,7,0,5,9,6,7,0,2,6,1,3,4,0,10,0,3,0,0,1,0,10,3,9,5,9,3,0,4,5,0,2,5,2,0,9,10,5,8,2,5,8,0,1,6,1,10,5,9,4
n67,10,4,3,8,5,0,10,1,3,7,9,6,7,10,4,10,10,0,0,9,0,0,8,1,2,3,3,4,4,2,3,6,5,2,0,5,9,1,1,1,1,7,0,5,9,6,0,0,2,6,1,3,4,0,10,0,3,9,0,1,0,10,3,9,5,9,3,0,4,10,4,2,5,2,0,9,10,5,8,2,5,8,9,1,6,1,10,5,9,4
n78,10,4,3,8,5,9,3,3,3,7,9,6,0,10,4,10,10,5,1,7,3,1,8,9,10,3,3,0,4,2,8,6,5,2,0,6,9,1,1,5,1,0,9,5,9,6,10,2,2,0,1,6,4,0,10,0,3,3,7,7,10,0,3,9,2,9,7,7,8,3,0,9,7,2,0,9,10,5,5,7,5,7,10,1,6,1,10,5,9,4
n77,10,4,3,8,5,9,3,3,3,7,9,6,0,10,4,10,10,5,1,7,3,1,8,9,10,3,3,0,4,2,8,6,5,2,0,6,9,1,1,0,1,4,0,5,9,6,0,2,2,0,1,6,4,0,10,0,3,3,7,7,10,0,3,9,2,9,0,7,8,3,0,9,7,2,8,9,10,5,5,7,5,7,10,1,6,1,10,5,9,4
n80,10,4,3,8,5,0,0,3,3,7,9,6,0,10,4,10,10,5,1,7,0,1,8,9,10,3,3,1,4,2,0,6,5,2,0,6,9,1,1,0,1,0,0,5,9,6,7,2,2,9,1,6,4,0,10,0,3,3,0,7,10,1,3,9,2,9,4,7,6,3,0,0,7,2,0,9,10,5,5,7,5,7,10,1,6,1,10,5,9,4
n79,10,4,3,8,5,0,0,3,3,7,9,6,0,10,4,10,10,5,1,7,0,1,8,9,10,3,3,1,4,2,0,6,5,2,0,6,9,1,1,0,1,0,0,5,9,6,0,2,2,0,1,6,4,0,10,0,3,3,0,7,10,1,3,9,2,9,0,7,6,3,0,0,7,2,0,9,10,5,5,7,5,7,10,1,6,1,10,5,9,4
n84,10,4,3,8,5,0,8,3,3,7,9,6,4,10,4,10,10,5,1,0,0,2,8,0,0,3,3,0,4,2,0,6,5,2,4,0,9,1,1,2,1,5,0,5,9,6,0,2,2,0,1,6,4,4,10,0,3,3,0,7,10,10,3,9,2,9,0,5,5,3,0,0,7,2,0,9,10,5,5,0,5,7,10,1,6,1,10,5,9,4
n83,10,4,3,8,5,0,0,3,3,7,9,6,4,10,4,10,10,5,1,0,0,0,8,0,0,3,3,9,4,2,0,6,5,2,0,0,9,1,1,2,1,5,0,5,9,6,0,2,2,0,1,6,4,0,10,0,3,3,0,7,10,10,3,9,2,9,0,5,5,3,0,0,7,2,0,9,10,5,5,0,5,7,10,1,6,1,10,5,9,4
n86,10,4,3,8,5,0,10,3,3,7,9,6,4,10,4,10,10,5,1,4,0,1,8,0,8,3,3,6,4,2,0,6,5,2,0,0,9,1,1,2,1,0,2,5,9,6,1,2,2,0,1,6,4,0,10,0,3,3,0,7,10,0,3,9,2,9,10,5,5,3,4,0,7,2,6,9,10,5,5,0,5,7,10,1,6,1,10,5,9,4
n85,10,4,3,8,5,0,10,3,3,7,9,6,4,10,4,10,10,5,1,4,0,1,8,0,3,3,3,0,4,2,0,6,5,2,0,0,9,1,1,2,1,0,0,5,9,6,1,2,2,7,1,6,4,0,10,0,3,3,10,7,10,0,3,9,2,9,10,5,5,3,3,0,7,2,6,9,10,5,5,0,5,7,10,1,6,1,10,5,9,4
n92,10,4,3,8,5,7,0,3,3,7,9,6,0,10,4,10,10,0,0,4,10,7,8,1,3,3,3,10,4,2,7,6,5,2,0,8,9,1,1,7,1,2,0,5,9,6,1,2,2,0,1,6,4,0,10,0,3,3,10,7,10,7,3,9,2,9,2,10,3,0,3,1,7,2,8,9,10,5,5,8,5,7,10,1,6,1,10,5,9,4
n91,10,4,3,8,5,0,0,3,3,7,9,6,0,10,4,10,10,2,0,4,10,0,8,1,3,3,3,0,4,2,7,6,5,2,0,8,9,1,1,7,1,9,0,5,9,6,1,2,2,0,1,6,4,0,10,0,3,3,10,7,10,7,3,9,2,9,0,10,3,0,3,1,7,2,8,9,10,5,5,0,5,7,10,1,6,1,10,5,9,4
n94,10,4,3,8,5,3,0,3,3,7,9,6,3,10,4,10,10,0,0,4,10,8,8,1,0,3,3,1,4,2,0,6,5,2,0,8,9,1,1,7,1,0,0,5,9,6,0,2,2,0,1,6,4,0,10,0,3,3,10,7,10,7,3,9,2,9,0,10,3,0,0,1,7,2,8,9,10,5,5,0,5,7,10,1,6,1,10,5,9,4
n93,10,4,3,8,5,0,0,3,3,7,9,6,0,10,4,10,10,3,0,4,10,0,8,1,0,3,3,0,4,2,0,6,5,2,0,8,9,1,1,7,1,0,0,5,9,6,0,2,2,0,1,6,4,0,10,0,3,3,10,7,10,7,3,9,2,9,0,10,3,0,0,1,7,2,8,9,10,5,5,0,5,7,10,1,6,1,10,5,9,4
n98,10,4,3,8,5,6,0,3,3,7,9,6,0,10,4,10,10,0,3,0,0,0,8,0,0,3,3,0,4,2,10,6,5,2,0,8,9,1,1,7,1,8,0,5,9,6,7,2,2,2,1,6,4,2,10,0,3,3,10,7,10,7,3,9,2,9,0,7,6,4,0,0,7,2,0,9,10,5,5,3,5,7,10,1,6,1,10,5,9,4
n97,10,4,3,8,5,6,2,3,3,7,9,6,0,10,4,10,10,5,3,0,0,0,8,0,0,3,3,0,4,2,10,6,5,2,0,8,9,1,1,7,1,8,0,5,9,6,9,2,2,0,1,6,4,2,10,0,3,3,10,7,10,7,3,9,2,9,0,7,0,4,0,0,7,2,0,9,10,5,5,0,5,7,10,1,6,1,10,5,9,4
n100,10,4,3,8,5,6,0,3,3,7,9,6,0,10,4,10,10,0,3,0,0,0,8,0,0,3,3,7,4,2,0,6,5,2,2,8,9,1,1,7,1,4,0,5,9,6,0,2,2,0,1,6,4,0,10,6,3,3,10,7,10,7,3,9,2,9,10,0,0,4,3,0,7,2,0,9,10,5,5,0,5,7,10,1,6,1,10,5,9,4
n99,10,4,3,8,5,6,0,3,3,7,9,6,8,10,4,10,10,0,3,0,4,0,8,0,8,3,3,7,4,2,0,6,5,2,2,8,9,1,1,7,1,8,0,5,9,6,0,2,2,0,1,6,4,1,10,6,3,3,10,7,10,7,3,9,2,9,0,8,0,4,0,8,7,2,0,9,10,5,5,0,5,7,10,1,6,1,10,5,9,4
n108,10,4,3,8,5,0,8,3,3,7,9,6,0,10,4,10,10,10,0,1,0,0,8,0,0,3,3,6,4,2,3,6,5,2,0,3,9,1,1,0,1,1,0,5,9,6,7,5,2,10,1,6,4,0,10,9,3,3,5,7,10,2,3,9,2,9,5,4,3,0,8,4,7,2,5,9,10,5,0,0,5,7,10,1,6,1,10,5,9,4
n107,10,4,3,8,5,0,8,3,3,7,9,6,7,10,4,10,10,10,0,1,0,0,8,0,7,3,3,6,4,2,3,6,5,2,0,3,9,1,1,0,1,1,0,5,9,6,7,5,2,10,1,6,4,0,10,0,3,3,5,7,10,2,3,9,2,9,5,4,3,0,0,0,7,2,5,9,10,5,1,0,5,7,10,1,6,1,10,5,9,4
n110,10,4,3,8,5,3,8,3,3,7,9,6,2,10,4,10,10,10,0,1,9,1,8,0,8,3,3,6,4,2,7,6,5,2,5,3,9,1,1,6,1,1,0,5,9,6,7,5,2,10,1,6,4,7,10,5,3,3,5,7,10,2,3,9,2,9,5,4,3,0,0,0,7,2,5,9,10,5,0,0,5,7,10,1,6,1,10,5,9,4
n109,10,4,3,8,5,3,8,3,3,7,9,6,2,10,4,10,10,10,4,1,0,1,8,0,8,3,3,6,4,2,7,6,5,2,0,3,9,1,1,6,1,1,0,5,9,6,7,5,2,10,1,6,4,7,10,0,3,3,5,7,10,2,3,9,2,9,5,4,3,9,4,0,7,2,5,9,10,5,0,0,5,7,10,1,6,1,10,5,9,4
n114,10,4,3,8,5,9,8,3,3,7,9,6,2,10,4,10,10,9,7,1,7,0,8,7,7,3,3,6,4,2,5,6,5,2,5,3,9,1,1,2,1,1,4,5,9,6,0,0,2,7,1,6,4,0,10,6,3,3,0,7,10,2,3,9,2,9,5,4,3,3,0,0,7,2,5,9,10,5,0,6,5,7,10,1,6,1,10,5,9,4
n113,10,4,3,8,5,9,8,3,3,7,9,6,2,10,4,10,10,0,7,1,8,0,8,7,7,3,3,6,4,2,5,6,5,2,5,3,9,1,1,0,1,1,4,5,9,6,0,0,2,7,1,6,4,0,10,0,3,3,0,7,10,2,3,9,2,9,5,4,3,3,0,0,7,2,5,9,10,5,0,6,5,7,10,1,6,1,10,5,9,4
n116,10,4,3,8,5,2,8,3,3,7,9,6,2,10,4,10,10,5,7,1,0,0,8,7,1,3,3,6,4,2,5,6,5,2,0,3,9,1,1,0,1,1,0,5,9,6,0,0,2,7,1,6,4,0,10,0,3,3,2,7,10,2,3,9,2,9,5,4,3,2,0,1,7,2,5,9,10,5,0,6,5,7,10,1,6,1,10,5,9,4
n115,10,4,3,8,5,2,8,3,3,7,9,6,2,10,4,10,10,5,7,1,0,10,8,7,0,3,3,6,4,2,5,6,5,2,0,3,9,1,1,4,1,1,0,5,9,6,0,9,2,7,1,6,4,0,10,0,3,3,0,7,10,2,3,9,2,9,5,4,3,0,0,1,7,2,5,9,10,5,0,6,5,7,10,1,6,1,10,5,9,4
n122,10,4,3,8,5,8,8,3,3,7,9,6,0,10,4,10,10,7,9,0,0,4,8,0,0,3,3,6,4,2,0,6,5,2,1,3,9,1,1,10,1,1,0,5,9,6,8,0,2,0,1,6,4,5,10,0,3,3,0,7,10,0,3,9,2,9,4,1,2,6,0,1,7,2,0,9,10,5,9,4,5,7,10,1,6,1,10,5,9,4
n121,10,4,3,8,5,8,8,3,3,7,9,6,0,10,4,10,10,7,9,0,0,4,8,0,0,3,3,6,4,2,0,6,5,2,1,3,9,1,1,0,1,1,0,5,9,6,8,0,2,0,1,6,4,5,10,0,3,3,0,7,10,0,3,9,2,9,4,1,2,6,0,1,7,2,3,9,10,5,0,4,5,7,10,1,6,1,10,5,9,4
n124,10,4,3,8,5,10,8,3,3,7,9,6,0,10,4,10,10,7,9,5,0,4,8,0,0,3,3,6,4,2,9,6,5,2,0,3,9,1,1,2,1,1,0,5,9,6,8,0,2,4,1,6,4,5,10,0,3,3,0,7,10,0,3,9,2,9,4,1,0,5,1,1,7,2,7,9,10,5,0,4,5,7,10,1,6,1,10,5,9,4
n123,10,4,3,8,5,10,8,3,3,7,9,6,0,10,4,10,10,7,9,10,6,4,8,0,0,3,3,6,4,2,0,6,5,2,0,3,9,1,1,2,1,1,0,5,9,6,8,7,2,0,1,6,4,5,10,0,3,3,0,7,10,0,3,9,2,9,4,1,0,5,1,1,7,2,0,9,10,5,1,4,5,7,10,1,6,1,10,5,9,4
n128,10,4,3,8,5,0,8,3,3,7,9,6,1,10,4,10,10,7,0,0,2,0,8,7,0,3,3,6,4,2,1,6,5,2,0,3,9,1,1,10,1,1,4,5,9,6,8,0,2,0,1,6,4,1,10,0,3,3,1,7,10,0,3,9,2,9,0,1,0,0,0,9,7,2,7,9,10,5,3,4,5,7,10,1,6,1,10,5,9,4
n127,10,4,3,8,5,0,8,3,3,7,9,6,1,10,4,10,10,7,9,0,2,0,8,7,1,3,3,6,4,2,0,6,5,2,8,3,9,1,1,8,1,1,4,5,9,6,8,7,2,5,1,6,4,1,10,0,3,3,1,7,10,0,3,9,2,9,1,1,5,0,0,9,7,2,7,9,10,5,0,4,5,7,10,1,6,1,10,5,9,4
n130,10,4,3,8,5,0,8,3,3,7,9,6,0,10,4,10,10,7,0,0,2,0,8,0,0,3,3,6,4,2,0,6,5,2,0,3,9,1,1,2,1,1,4,5,9,6,8,0,2,0,1,6,4,1,10,4,3,3,1,7,10,0,3,9,2,9,0,1,0,0,0,9,7,2,7,9,10,5,0,4,5,7,10,1,6,1,10,5,9,4
n129,10,4,3,8,5,0,8,3,3,7,9,6,0,10,4,10,10,7,0,10,2,0,8,0,0,3,3,6,4,2,0,6,5,2,0,3,9,1,1,0,1,1,4,5,9,6,8,0,2,0,1,6,4,1,10,3,3,3,1,7,10,0,3,9,2,9,0,1,0,0,0,9,7,2,7,9,10,5,0,4,5,7,10,1,6,1,10,5,9,4
n142,3,0,3,4,5,0,8,0,3,7,5,6,0,10,0,8,10,10,5,6,3,0,8,0,8,0,3,10,4,2,10,6,5,0,7,10,0,0,9,7,1,5,0,5,9,6,0,0,2,10,3,3,4,10,10,8,4,9,0,10,0,6,3,9,7,9,0,1,10,5,6,5,5,2,0,9,3,5,0,6,8,0,0,0,6,1,9,4,9,4
n141,0,0,3,4,5,0,1,3,3,7,5,6,4,10,0,8,10,10,5,6,3,2,8,0,8,0,3,10,4,2,10,6,5,0,7,10,0,0,0,7,1,5,0,5,9,6,0,0,2,10,3,3,4,10,10,8,4,9,0,10,0,6,3,9,7,9,0,1,10,5,6,5,5,2,0,9,3,5,5,6,8,0,0,0,6,1,9,4,9,4
n144,0,9,3,4,5,3,0,0,3,7,0,6,1,10,4,8,10,10,5,6,3,2,8,0,8,4,3,10,4,2,6,6,5,2,7,10,0,0,9,7,1,5,3,5,9,6,0,0,2,10,3,3,4,10,10,8,4,9,0,10,0,6,3,9,0,9,0,1,0,5,6,5,5,2,0,9,3,5,1,6,8,0,0,6,6,1,9,4,9,4
n143,0,9,3,4,5,3,0,0,3,7,7,6,0,10,0,8,10,10,5,6,3,6,8,0,8,0,3,10,4,2,6,6,5,0,7,10,0,0,0,7,1,5,3,5,9,6,0,0,2,10,3,3,4,10,10,8,4,9,0,10,1,6,3,9,8,9,7,1,0,5,6,5,5,2,0,9,3,5,0,6,8,0,0,6,6,1,9,4,9,4
n148,2,5,3,4,5,9,6,0,3,7,0,6,0,10,7,8,10,10,5,6,3,0,8,2,8,0,3,10,4,2,0,6,5,0,7,10,0,0,4,6,1,5,3,5,9,6,0,3,2,10,0,3,4,10,10,8,4,9,0,10,0,6,3,9,2,9,6,1,10,5,6,5,5,2,0,9,3,5,3,6,8,0,7,0,6,1,9,4,9,4
n147,2,0,3,4,5,0,6,0,3,7,1,6,0,10,7,8,10,10,5,6,3,0,8,2,8,0,3,10,4,2,0,6,5,0,7,10,0,5,4,0,1,5,3,5,9,6,0,0,2,10,7,3,4,10,10,8,4,9,0,10,0,6,3,9,4,9,6,1,10,5,6,5,5,2,3,9,3,5,3,6,8,0,7,0,6,1,9,4,9,4
n150,2,5,3,4,5,0,6,0,3,7,0,6,0,10,0,8,10,10,5,6,3,0,8,2,8,8,3,10,4,2,0,6,5,4,7,10,0,0,0,0,1,5,9,5,9,6,0,0,2,10,0,3,4,10,10,8,4,9,0,10,7,6,3,9,0,9,6,1,10,5,6,5,5,2,10,9,3,5,3,6,8,0,0,0,6,1,9,4,9,4
n149,2,5,3,4,5,0,6,7,3,7,0,6,0,10,0,8,10,10,5,6,3,0,8,2,8,0,3,10,4,2,0,6,5,0,7,10,0,0,0,0,1,5,9,5,9,6,0,0,2,10,0,3,4,10,10,8,4,9,0,10,0,6,3,9,6,9,6,1,10,5,6,5,5,2,10,9,3,5,3,6,8,0,0,7,6,1,9,4,9,4
n156,1,3,3,4,5,0,9,7,3,7,1,6,2,10,0,0,10,1,5,6,3,4,8,1,8,0,3,10,4,2,0,6,5,6,0,10,0,2,0,5,1,5,0,5,9,6,1,8,2,10,9,8,4,10,10,8,3,9,0,10,1,6,3,9,0,9,3,1,2,5,6,5,5,2,1,9,5,5,4,6,8,0,4,4,6,1,9,4,9,4
