cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90
n36,5,4,8,3,1,6,0,10,3,5,7,5,5,7,0,8,6,5,10,0,10,0,6,10,8,6,10,5,9,0,6,2,5,5,0,8,9,6,5,1,9,7,8,6,0,3,5,4,3,9,9,0,3,5,7,1,4,8,1,4,10,3,4,4,3,3,6,1,6,5,4,0,5,8,0,0,0,6,7,10,2,0,0,4,6,0,1,0,8,8
n35,5,4,8,3,1,6,0,10,3,5,7,5,5,7,0,8,6,5,10,0,10,0,6,10,8,6,10,5,9,0,6,2,5,0,0,8,9,6,5,1,9,7,8,6,0,3,5,4,3,9,9,0,3,5,7,1,4,8,1,4,10,3,4,4,3,3,6,1,6,5,4,0,0,8,0,0,10,6,7,10,2,0,0,4,6,0,1,0,8,8
n38,5,4,8,3,1,6,0,10,1,5,7,5,5,7,5,8,6,5,9,0,10,0,6,10,8,6,10,5,9,7,6,2,5,3,0,0,9,6,5,1,4,0,8,6,0,3,5,4,3,9,0,0,3,5,7,1,4,8,1,4,10,3,4,4,3,3,6,1,6,5,4,8,0,8,1,0,0,6,7,10,2,9,5,4,6,8,1,0,8,8
n37,5,4,8,3,1,6,0,10,0,5,7,5,5,7,5,8,6,5,9,2,10,0,6,10,8,6,10,5,9,7,6,2,5,3,0,10,9,6,5,1,4,0,8,6,0,3,5,4,3,9,0,0,3,5,7,1,4,8,1,4,10,3,4,4,3,3,6,1,6,5,4,0,0,8,6,4,0,6,7,10,2,0,0,4,6,0,1,5,8,8
n46,5,4,8,7,1,6,8,0,9,5,7,5,0,7,8,8,0,5,7,0,10,8,6,10,8,6,2,0,9,3,6,2,5,3,0,2,9,6,5,1,7,0,1,6,0,3,5,10,3,9,9,3,3,5,7,0,4,6,1,4,10,3,4,4,3,3,3,1,6,5,10,5,0,8,9,0,10,6,0,3,10,6,0,4,6,6,1,1,8,9
n45,5,4,8,7,1,6,8,0,9,5,7,5,0,7,8,8,0,5,6,0,10,8,6,10,8,6,2,0,9,3,6,2,5,3,7,2,9,6,5,1,7,0,1,6,0,3,5,10,3,9,9,3,3,5,7,0,4,6,1,4,10,3,4,4,3,3,0,1,6,5,10,5,6,8,9,0,10,6,0,3,10,6,0,4,6,6,1,1,8,9
n48,5,4,8,7,1,6,8,6,9,5,7,5,3,7,0,8,0,5,0,3,10,8,6,10,8,6,2,0,9,3,6,2,5,3,3,2,9,6,5,1,3,5,1,6,5,3,5,10,3,9,9,3,3,5,7,0,4,6,1,4,10,3,4,4,3,3,5,1,6,5,10,4,6,8,9,0,10,6,0,0,10,6,0,4,6,6,1,2,8,9
n47,5,4,8,7,1,6,8,6,9,5,7,5,0,7,0,8,0,5,0,3,10,8,6,10,8,6,2,0,9,3,6,2,5,3,3,2,9,6,5,1,0,5,1,6,0,3,5,10,3,9,9,3,3,5,7,0,4,6,1,4,10,3,4,4,3,3,5,1,6,5,10,4,6,8,9,0,10,6,0,0,10,6,8,4,6,6,1,5,8,9
n52,5,4,8,5,1,6,0,2,9,5,7,5,7,7,0,8,8,5,0,0,10,8,6,10,8,6,2,0,9,3,6,2,5,3,7,0,9,6,5,1,1,0,1,6,8,3,5,10,3,9,9,3,3,5,7,7,4,0,1,4,10,3,4,4,3,3,9,1,6,5,10,0,6,8,9,0,1,6,0,0,10,0,0,4,6,6,1,9,8,9
n51,5,4,8,5,1,6,2,0,9,5,7,5,7,7,0,8,8,5,0,2,10,8,6,10,8,6,2,10,9,3,6,2,5,3,7,0,9,6,5,1,0,0,1,6,8,3,5,10,3,9,9,3,3,5,7,7,4,0,1,4,10,3,4,4,3,3,9,1,6,5,10,0,6,8,9,0,1,6,0,0,10,0,0,4,6,6,1,9,8,9
n54,5,4,8,5,1,6,0,0,9,5,7,5,7,7,0,8,8,5,6,0,10,8,6,10,8,6,2,6,9,3,6,2,5,3,9,0,9,6,5,1,4,0,1,6,1,3,5,10,3,9,9,3,3,5,7,0,4,0,1,4,10,3,4,4,3,3,9,1,6,5,10,0,6,8,9,0,1,6,10,0,10,3,0,4,6,6,1,9,8,9
n53,5,4,8,5,1,6,0,0,9,5,7,5,7,7,0,8,8,5,6,3,10,8,6,10,8,6,2,7,9,3,6,2,5,3,4,2,9,6,5,1,4,0,1,6,1,3,5,10,3,9,9,3,3,5,7,0,4,0,1,4,10,3,4,4,3,3,9,1,6,5,10,0,6,8,9,0,1,6,0,0,10,0,0,4,6,6,1,9,8,9
n60,5,4,8,4,1,6,0,1,9,5,7,5,0,7,0,8,1,5,0,0,10,8,6,10,8,6,2,3,9,3,0,2,5,3,1,2,9,6,5,1,2,4,1,6,6,3,5,10,3,9,3,3,3,5,7,6,4,1,1,4,10,3,3,4,3,3,0,1,6,5,10,0,8,8,9,0,2,6,1,6,10,9,0,4,6,6,1,8,8,9
n59,5,4,8,4,1,6,0,1,9,5,7,5,0,7,0,8,1,5,0,0,10,8,6,10,8,6,2,3,9,3,0,2,5,3,1,2,9,6,5,1,2,4,1,6,6,3,5,10,3,9,3,3,3,5,7,6,4,1,1,4,10,3,3,4,3,3,0,1,6,5,10,0,8,8,9,0,0,6,1,6,10,9,0,4,6,6,1,0,8,9
n62,5,4,8,1,1,6,6,3,9,5,7,5,5,7,5,8,1,5,0,0,10,8,6,10,8,6,2,0,9,3,5,2,5,3,1,2,9,6,5,1,2,4,1,6,6,3,5,10,3,9,3,3,3,5,7,6,4,1,1,4,10,3,3,4,3,3,0,1,6,5,10,0,8,8,9,1,0,6,0,6,10,9,2,4,6,6,1,3,8,9
n61,5,4,8,1,1,6,6,3,9,5,7,5,0,7,0,8,1,5,0,0,10,8,6,10,8,6,2,0,9,3,5,2,5,3,1,2,9,6,5,1,2,4,1,6,6,3,5,10,3,9,3,3,3,5,7,6,4,1,1,4,10,3,3,4,3,3,0,1,6,5,10,6,8,8,9,1,0,6,0,6,10,9,0,4,6,6,1,3,8,9
n66,5,4,8,0,1,6,0,7,9,5,7,5,0,7,0,8,3,5,7,0,10,8,6,10,8,6,2,5,9,3,5,2,5,3,1,5,9,6,5,1,0,4,1,6,6,3,5,10,3,9,3,3,3,5,7,0,4,1,1,4,10,3,3,4,3,3,1,1,6,5,10,9,0,8,0,0,0,6,3,6,10,9,2,4,6,6,1,8,8,0
n65,5,4,8,0,1,6,2,7,9,5,7,5,0,7,4,8,0,5,0,0,10,8,6,10,8,6,2,0,9,3,5,2,5,3,1,5,9,6,5,1,0,4,1,6,6,3,5,10,3,9,3,3,3,5,7,0,4,1,1,4,10,3,3,4,3,3,1,1,6,5,10,0,0,8,0,0,0,6,3,6,10,9,2,4,6,6,1,8,8,0
n68,5,4,8,9,1,6,5,7,9,5,7,5,7,7,0,8,0,5,5,0,10,8,6,10,8,6,2,0,9,3,5,2,5,3,1,0,9,6,5,1,0,4,1,6,6,3,5,10,3,9,3,3,3,5,7,0,4,1,1,4,10,3,3,4,3,3,1,1,6,5,10,0,0,8,0,0,6,6,3,6,10,9,2,4,6,6,1,4,8,0
n67,5,4,8,9,1,6,0,7,9,5,7,5,0,7,0,8,0,5,0,0,10,8,6,10,8,6,2,7,9,3,5,2,5,3,1,0,9,6,5,1,0,4,1,6,6,3,5,10,3,9,3,3,3,5,7,0,4,1,1,4,10,3,3,4,3,3,1,1,6,5,10,1,0,8,0,3,6,6,3,6,10,9,2,4,6,6,1,4,8,0
n78,5,4,8,2,1,6,0,9,8,5,7,5,0,7,2,8,0,5,2,3,10,9,2,10,2,6,3,0,0,9,0,2,5,10,0,1,9,6,5,1,2,10,10,6,8,3,5,0,3,9,7,1,3,5,7,0,4,6,1,6,10,3,8,4,3,3,9,1,6,5,1,0,0,8,2,9,0,6,0,8,0,0,8,4,6,2,5,9,5,4
n77,5,4,8,2,1,6,0,9,8,5,7,5,0,7,2,8,0,5,2,3,10,9,2,10,2,6,3,0,0,9,5,2,5,10,5,1,9,6,5,1,2,10,10,6,8,3,5,8,3,9,7,1,3,5,7,0,4,6,1,6,10,3,8,4,3,3,9,1,6,5,1,0,0,8,0,0,0,6,8,8,0,0,8,4,6,2,5,9,5,4
n80,5,4,8,2,1,6,7,9,8,5,7,5,0,7,0,8,4,5,2,3,10,7,2,10,2,6,3,0,0,9,0,2,5,10,1,1,9,6,5,1,2,10,10,6,8,3,5,3,3,9,7,1,3,5,7,0,4,6,1,6,10,3,8,4,3,3,4,1,6,5,1,0,9,8,0,0,5,6,6,8,2,8,8,4,6,2,5,9,5,4
n79,5,4,8,2,1,6,0,9,8,5,7,5,0,7,0,8,4,5,2,3,10,7,2,10,2,6,3,9,4,9,0,2,5,10,0,1,9,6,5,1,2,10,10,6,8,3,5,3,3,9,7,1,3,5,7,0,4,6,1,6,10,3,8,4,3,3,4,1,6,5,1,0,0,8,0,0,5,6,0,8,0,0,8,4,6,2,0,9,5,4
n84,5,4,8,2,1,6,5,9,8,5,7,5,0,7,10,8,0,5,2,3,10,0,2,10,2,6,3,0,0,9,3,2,5,10,4,1,9,6,5,1,2,10,10,6,0,3,5,0,3,9,7,2,3,5,7,0,4,3,1,6,10,3,3,4,3,3,0,1,6,5,1,9,0,8,5,1,0,6,0,8,0,0,8,4,6,2,0,9,5,4
n83,5,4,8,2,1,6,5,9,8,5,7,5,10,7,10,8,9,5,2,3,10,0,2,10,2,6,3,9,0,9,0,2,5,10,4,1,9,6,5,1,2,10,10,6,8,3,5,0,3,9,7,0,3,5,7,0,4,3,1,6,10,3,0,4,3,3,0,1,6,5,1,9,0,8,0,6,4,6,0,8,0,0,8,4,6,2,0,9,5,4
n86,5,4,8,2,1,6,3,9,8,5,7,5,0,7,10,8,0,5,2,3,10,0,2,10,2,6,3,10,0,9,0,2,5,10,0,1,9,6,5,1,2,10,10,6,0,3,5,0,3,9,7,0,3,5,7,0,4,9,1,6,10,3,0,4,3,3,0,1,6,5,1,9,0,8,5,5,9,6,0,8,0,0,8,4,6,2,0,9,5,4
n85,5,4,8,2,1,6,3,9,8,5,7,5,0,7,10,8,0,5,2,3,10,0,2,10,2,6,3,10,0,9,0,2,5,10,0,1,9,6,5,1,2,10,10,6,0,3,5,7,3,9,7,0,3,5,7,0,4,9,1,6,10,3,0,4,3,3,0,1,6,5,1,9,2,8,5,5,2,6,0,8,0,0,8,4,6,2,0,9,5,4
n92,5,4,8,2,1,6,0,9,8,5,7,5,0,7,8,8,0,5,2,0,10,3,2,10,2,6,3,0,10,8,0,2,5,10,0,1,9,6,5,1,2,10,1,6,0,3,5,1,3,9,7,10,3,5,7,0,4,5,1,0,10,3,3,4,3,3,0,1,6,5,1,0,9,8,10,0,0,6,0,8,0,0,8,4,6,2,1,9,5,4
n91,5,4,8,2,1,6,7,9,8,5,7,5,5,7,8,8,0,5,2,2,10,3,2,10,2,6,3,0,10,8,0,2,5,10,0,1,9,6,5,1,2,10,8,6,0,3,5,0,3,9,7,10,3,5,7,0,4,5,1,0,10,3,3,4,3,3,0,1,6,5,1,0,0,8,2,0,0,6,0,8,0,0,8,4,6,2,1,9,5,4
n94,5,4,8,2,1,6,1,9,8,5,7,5,6,7,8,8,0,5,2,0,10,3,2,10,2,6,3,0,10,8,0,2,5,10,0,1,9,6,5,1,2,10,0,6,1,3,5,0,3,9,7,10,3,5,7,0,4,5,1,0,10,3,4,4,3,3,0,1,6,5,1,7,0,8,4,0,0,6,0,8,0,6,8,4,6,2,1,9,5,4
n93,5,4,8,2,1,6,7,9,8,5,7,5,0,7,8,8,4,5,2,0,10,3,2,10,2,6,3,0,10,8,0,2,5,10,8,1,9,6,5,1,2,10,0,6,1,3,5,0,3,9,7,10,3,5,7,0,4,5,1,0,10,3,4,4,3,3,0,1,6,5,1,0,0,8,4,0,0,6,0,8,1,6,8,4,6,2,1,9,5,4
n98,5,4,8,2,1,6,1,9,8,5,7,5,9,7,8,8,0,5,2,4,10,3,2,10,2,6,3,0,10,8,0,2,5,10,0,1,9,6,5,1,2,10,0,6,0,3,5,0,3,9,7,10,3,5,7,0,4,5,1,0,10,3,5,4,3,3,0,1,6,5,1,0,10,8,0,0,0,6,10,8,0,1,8,4,6,2,1,9,5,4
n97,5,4,8,2,1,6,1,9,8,5,7,5,9,7,8,8,0,5,2,4,10,3,2,10,2,6,3,0,10,8,0,2,5,10,0,1,9,6,5,1,2,10,0,6,0,3,5,0,3,9,7,10,3,5,7,0,4,5,1,3,10,3,5,4,3,3,0,1,6,5,1,0,10,8,0,0,2,6,0,8,0,1,8,4,6,2,1,9,5,4
n100,5,4,8,2,1,6,2,9,8,5,7,5,0,7,8,8,0,5,2,4,10,3,2,10,2,6,3,0,10,8,0,2,5,10,0,1,9,6,5,1,2,10,0,6,0,3,5,0,3,9,7,0,3,5,7,0,4,5,1,0,10,3,5,4,3,3,5,1,6,5,1,0,0,8,0,9,1,6,0,8,0,1,8,4,6,2,1,9,5,4
n99,5,4,8,2,1,6,0,9,8,5,7,5,6,7,8,8,0,5,2,4,10,3,2,10,2,6,3,0,10,8,0,2,5,10,0,1,9,6,5,1,2,10,0,6,0,3,5,0,3,9,7,10,3,5,7,0,4,5,1,0,10,3,5,4,3,3,5,1,6,5,1,0,0,8,5,0,1,6,0,8,0,1,8,4,6,2,1,9,5,4
n108,5,4,8,5,1,6,0,9,8,5,7,5,3,7,0,8,2,5,0,1,10,0,2,10,2,6,0,9,5,0,5,2,5,10,8,0,9,6,5,1,2,10,0,6,0,3,5,5,3,9,7,3,3,5,7,10,4,9,1,0,10,3,9,4,3,3,0,1,6,5,1,8,5,8,0,0,9,6,6,0,3,0,8,4,6,2,3,9,0,4
n107,5,4,8,5,1,6,0,9,8,5,7,5,3,7,0,8,2,5,0,1,10,1,2,10,2,6,2,9,5,0,5,2,5,10,8,0,9,6,5,1,2,10,6,6,0,3,5,0,3,9,7,3,3,5,7,10,4,9,1,1,10,3,9,4,3,3,0,1,6,5,1,8,0,8,0,0,9,6,6,8,0,0,8,4,6,2,3,9,0,4
n110,5,4,8,5,1,6,0,9,8,5,7,5,3,7,6,8,2,5,0,0,10,0,2,10,2,6,0,0,0,0,5,2,5,10,8,9,9,6,5,1,2,10,0,6,7,3,5,0,3,9,7,3,3,5,7,10,4,9,1,0,10,3,9,4,3,3,0,1,6,5,1,8,1,8,5,6,9,6,6,0,0,0,8,4,6,2,3,9,5,4
n109,5,4,8,5,1,6,0,9,8,5,7,5,3,7,6,8,2,5,0,0,10,0,2,10,2,6,0,0,0,8,5,2,5,10,8,9,9,6,5,1,2,10,0,6,7,3,5,0,3,9,7,3,3,5,7,10,4,9,1,0,10,3,9,4,3,3,0,1,6,5,1,8,9,8,0,0,9,6,6,0,0,0,8,4,6,2,3,9,5,4
n114,5,4,8,5,1,6,5,9,8,5,7,5,3,7,5,8,2,5,0,4,10,0,2,10,2,6,0,0,0,0,5,2,5,10,8,0,9,6,5,1,2,10,4,6,0,3,5,0,3,9,7,3,3,5,7,10,4,9,1,5,10,3,9,4,3,3,0,1,6,5,1,8,9,8,5,3,9,6,6,0,6,0,8,4,6,2,3,9,0,4
n113,5,4,8,5,1,6,5,9,8,5,7,5,3,7,6,8,2,5,0,4,10,0,2,10,2,6,0,0,0,0,5,2,5,10,8,0,9,6,5,1,2,10,4,6,0,3,5,0,3,9,7,0,3,5,7,10,4,9,1,5,10,3,9,4,3,3,0,1,6,5,1,8,9,8,5,3,9,6,6,0,6,0,8,4,6,2,3,9,0,4
n116,5,4,8,5,1,6,5,9,8,5,7,5,3,7,0,8,2,5,0,4,10,8,2,10,2,6,0,0,8,0,5,2,5,10,8,0,9,6,5,1,2,10,3,6,0,3,5,0,3,9,7,0,3,5,7,10,4,9,1,1,10,3,9,4,3,3,0,1,6,5,1,8,9,8,5,0,0,6,6,9,0,6,8,4,6,2,3,9,6,4
n115,5,4,8,5,1,6,5,9,8,5,7,5,3,7,9,8,2,5,5,4,10,7,2,10,2,6,0,0,0,1,5,2,5,10,8,0,9,6,5,1,2,10,3,6,0,3,5,0,3,9,7,0,3,5,7,10,4,9,1,0,10,3,9,4,3,3,0,1,6,5,1,8,9,8,5,0,5,6,6,0,0,0,8,4,6,2,3,9,6,4
n122,5,4,8,0,1,6,0,9,8,5,7,5,1,7,6,8,7,5,1,0,10,0,2,10,2,6,0,0,0,1,5,2,5,10,0,0,9,6,5,1,2,10,5,6,0,3,5,0,3,9,7,0,3,5,7,10,4,9,1,0,10,3,5,4,3,3,4,1,6,5,1,0,9,8,9,0,10,6,6,4,0,0,8,4,6,2,3,9,0,4
n121,5,4,8,0,1,6,10,9,8,5,7,5,1,7,6,8,7,5,1,0,10,0,2,10,2,6,0,0,0,1,5,2,5,10,10,0,9,6,5,1,2,10,3,6,0,3,5,0,3,9,7,0,3,5,7,10,4,9,1,0,10,3,5,4,3,3,4,1,6,5,1,0,9,8,9,0,0,6,6,4,0,0,8,4,6,2,3,9,2,4
n124,5,4,8,8,1,6,1,9,8,5,7,5,1,7,6,8,7,5,1,4,10,0,2,10,2,6,0,0,0,1,5,2,5,10,0,0,9,6,5,1,2,10,5,6,0,3,5,6,3,9,7,0,3,5,7,10,4,9,1,7,10,3,5,4,3,3,4,1,6,5,1,0,9,8,0,0,0,6,6,8,0,0,8,4,6,2,3,9,6,4
n123,5,4,8,0,1,6,0,9,8,5,7,5,1,7,6,8,7,5,1,0,10,0,2,10,2,6,0,0,0,1,5,2,5,10,3,0,9,6,5,1,2,10,5,6,0,3,5,6,3,9,7,0,3,5,7,10,4,9,1,7,10,3,5,4,3,3,4,1,6,5,1,0,9,8,0,3,0,6,6,8,4,10,8,4,6,2,3,9,6,4
n128,5,4,8,5,1,6,10,9,8,5,7,5,1,7,6,8,0,5,0,0,10,9,2,10,2,6,9,0,4,3,5,2,5,10,0,0,9,6,5,1,2,10,8,6,3,3,5,0,3,9,7,0,3,5,7,10,4,9,1,10,10,3,5,4,3,3,7,1,6,5,1,5,9,8,0,5,2,6,6,8,0,4,8,4,6,2,3,9,0,4
n127,5,4,8,5,1,6,10,9,8,5,7,5,1,7,6,8,0,5,0,0,10,9,2,10,2,6,9,0,0,3,5,2,5,10,0,5,9,6,5,1,2,10,8,6,8,3,5,0,3,9,7,8,3,5,7,10,4,9,1,10,10,3,5,4,3,3,5,1,6,5,1,5,9,8,8,0,2,6,6,8,0,4,8,4,6,2,3,9,0,4
n130,5,4,8,5,1,6,8,9,8,5,7,5,1,7,6,8,2,5,0,0,10,9,2,10,2,6,9,5,0,3,5,2,5,10,9,0,9,6,5,1,2,10,8,6,0,3,5,10,3,9,7,9,3,5,7,10,4,9,1,0,10,3,5,4,3,3,0,1,6,5,1,5,9,8,0,0,2,6,6,8,0,0,8,4,6,2,3,9,0,4
n129,5,4,8,5,1,6,0,9,8,5,7,5,1,7,6,8,0,5,0,0,10,9,2,10,2,6,9,0,0,3,5,2,5,10,0,0,9,6,5,1,2,10,8,6,0,3,5,10,3,9,7,0,3,5,7,10,4,9,1,0,10,3,5,4,3,3,0,1,6,5,1,5,9,8,0,0,2,6,6,8,0,0,8,4,6,2,3,9,0,4
n142,8,4,8,3,1,6,3,4,0,5,7,1,6,7,1,8,0,9,4,4,10,8,8,10,9,5,8,0,0,7,0,2,5,4,0,4,9,6,5,1,1,0,0,6,1,7,2,0,3,2,10,8,3,5,0,0,4,4,1,9,10,3,0,4,3,9,3,1,6,0,5,9,0,8,10,0,10,6,6,0,9,8,4,4,6,3,9,10,7,8
n141,4,4,8,3,1,6,3,4,0,5,7,1,6,7,1,8,0,9,4,4,10,8,8,10,9,0,8,0,0,0,0,2,5,4,0,0,9,6,5,1,1,0,0,6,1,7,2,0,3,2,10,8,3,5,0,0,4,4,1,9,10,3,9,4,3,9,3,1,6,0,5,9,0,8,0,2,10,6,6,0,9,8,1,4,6,3,9,10,7,8
n144,9,4,8,0,1,6,3,4,0,5,7,0,6,7,1,8,0,9,4,4,10,8,8,10,9,5,8,9,0,2,1,2,5,4,0,0,9,6,5,1,1,5,2,6,1,7,2,0,3,2,10,8,3,5,0,0,4,4,1,9,10,3,8,4,3,9,3,1,6,0,5,9,0,8,6,5,10,6,6,0,9,8,0,4,6,3,9,10,7,8
n143,9,4,8,2,1,6,3,4,0,5,7,0,6,7,1,8,0,9,4,4,10,8,8,10,9,5,8,0,0,2,0,2,5,4,0,0,9,6,5,1,1,5,2,6,1,7,2,0,3,2,10,8,3,5,0,5,4,4,1,9,10,3,0,4,3,9,3,1,6,0,5,9,0,8,0,5,10,6,6,1,9,8,5,4,6,3,9,10,7,8
n148,0,4,8,0,1,6,0,4,4,5,7,0,6,7,1,8,5,0,4,4,10,8,0,10,9,5,8,6,0,3,0,2,5,4,0,8,9,6,5,1,1,0,0,6,9,4,2,0,3,2,10,8,3,5,0,0,4,4,1,9,10,3,0,4,3,0,3,1,6,0,5,9,9,8,0,0,10,6,6,8,9,0,2,4,6,3,9,0,7,8
n147,0,4,8,0,1,6,0,4,0,5,7,3,6,7,1,8,5,5,4,4,10,8,0,10,9,5,8,6,0,0,3,2,5,4,0,8,9,6,5,1,1,0,0,6,3,4,2,0,3,2,10,8,3,5,0,0,4,4,1,9,10,3,0,4,3,0,3,1,6,0,5,9,9,8,0,0,10,6,6,8,9,0,2,4,6,3,9,0,7,8
n150,0,4,8,0,1,6,0,4,0,5,7,0,6,7,1,8,2,0,4,4,10,8,9,10,9,5,8,6,10,0,7,2,5,4,10,8,9,6,5,1,1,2,0,6,2,4,2,0,3,2,10,8,3,5,0,3,4,4,1,9,10,3,7,4,3,0,3,1,6,6,5,9,0,8,0,0,10,6,6,8,9,0,6,4,6,3,9,0,7,8
n149,8,4,8,0,1,6,0,4,0,5,7,0,6,7,1,8,2,0,4,4,10,8,9,10,9,5,8,6,5,0,7,2,5,4,10,8,9,6,5,1,1,2,0,6,2,4,2,0,3,2,10,8,3,5,0,3,4,4,1,9,10,3,7,4,3,0,3,1,6,5,5,9,0,8,0,0,10,6,6,8,9,0,6,4,6,3,9,0,7,8
n156,9,4,8,0,1,6,1,4,0,5,7,1,6,7,1,8,0,0,4,4,10,8,2,10,9,5,8,0,2,10,7,2,5,4,0,0,9,6,5,1,0,0,9,6,4,0,2,5,3,9,0,8,2,5,0,4,4,4,1,9,10,3,0,4,3,10,3,1,6,3,5,9,4,8,0,0,10,6,6,8,1,5,3,4,6,3,9,3,7,8
