cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90
n83,3,0,4,1,6,9,1,1,8,6,3,8,3,4,1,0,1,1,7,4,3,1,3,0,0,1,4,6,4,8,2,4,0,10,8,6,3,9,5,8,5,0,9,4,7,0,0,2,0,6,3,0,9,7,7,1,9,7,0,1,4,2,3,7,7,6,0,7,3,5,6,0,10,0,0,7,8,2,3,8,4,6,10,5,1,0,10,0,2,6
n86,3,1,4,1,6,9,1,1,8,6,3,0,3,4,1,0,1,1,7,4,3,1,3,2,7,1,4,6,4,0,2,4,0,10,8,6,3,9,5,8,5,0,0,4,7,1,0,2,0,6,3,0,9,7,6,1,9,7,0,1,4,2,3,7,7,6,0,7,3,5,6,7,1,0,0,7,8,2,3,8,8,6,10,5,1,0,10,0,2,0
n85,3,8,4,1,6,9,1,1,8,6,3,0,3,4,1,0,1,1,7,4,3,1,3,2,7,1,4,6,4,9,2,4,0,10,8,6,3,9,5,8,5,0,0,4,7,0,0,2,0,6,3,0,9,7,0,1,9,7,9,1,4,2,3,7,7,6,1,7,3,5,6,7,1,0,0,7,8,2,3,8,8,6,10,5,1,0,10,0,2,0
n92,3,8,4,1,6,9,1,1,8,6,3,3,3,4,1,0,0,1,7,4,3,1,3,0,7,1,4,6,4,0,9,4,2,10,8,0,3,9,5,8,5,1,6,4,9,0,0,2,0,6,10,9,9,7,0,1,9,7,0,1,4,2,3,7,7,6,5,7,3,5,6,0,2,0,7,7,8,2,0,8,0,6,10,5,1,9,10,0,2,0
n91,3,8,4,1,6,9,1,1,8,6,3,3,3,4,1,0,6,1,7,4,3,1,3,0,1,1,4,6,4,0,9,4,2,10,8,0,3,9,5,8,5,1,0,4,9,0,0,2,0,6,10,9,9,7,0,1,9,7,0,1,4,2,3,7,7,6,0,7,3,5,6,0,2,0,7,7,8,2,0,8,3,6,10,5,1,9,10,0,2,0
n94,3,8,4,1,6,9,1,1,8,6,3,1,3,4,1,0,0,1,7,4,3,1,3,0,0,1,4,6,4,0,9,4,0,10,8,0,3,9,5,8,5,0,0,4,9,0,0,2,3,6,10,9,9,7,4,1,9,7,0,1,4,2,3,7,7,6,0,7,3,5,6,0,2,4,7,7,8,2,0,8,0,6,10,5,1,0,10,7,2,7
n93,3,8,4,1,6,9,1,1,8,6,3,0,3,4,1,0,0,1,7,4,3,1,3,0,0,1,4,6,4,0,9,4,10,10,8,0,3,9,5,8,5,0,0,4,9,0,0,2,5,6,10,9,9,7,0,1,9,7,0,1,4,2,3,7,7,6,5,7,3,5,6,0,2,4,7,7,8,2,0,8,0,6,10,5,1,0,10,5,2,7
n98,3,10,4,1,6,9,1,1,8,6,3,7,3,4,1,8,8,1,7,4,3,1,3,0,0,1,4,6,4,0,9,4,6,10,8,3,3,9,5,8,5,1,0,4,7,0,9,2,6,6,1,9,9,7,9,1,9,7,0,1,4,2,3,7,7,6,0,7,3,5,6,0,2,0,7,7,8,2,4,8,0,6,10,5,1,1,10,10,2,0
n97,3,10,4,1,6,9,1,1,8,6,3,7,3,4,1,8,8,1,7,4,3,1,3,3,0,1,4,6,4,0,9,4,6,10,8,3,3,9,5,8,5,0,0,4,7,0,9,2,6,6,0,9,9,7,9,1,9,7,0,1,4,2,3,7,7,6,0,7,3,5,6,0,2,0,7,7,8,2,0,8,0,6,10,5,1,1,10,10,2,0
n100,3,10,4,1,6,9,1,1,8,6,3,7,3,4,1,8,8,1,7,4,3,1,3,0,0,1,4,6,4,0,9,4,0,10,8,3,3,9,5,8,5,2,0,4,7,0,8,2,5,6,6,9,9,7,6,1,9,7,0,1,4,2,3,7,7,6,0,7,3,5,6,10,2,0,7,7,8,2,0,8,1,6,10,5,1,5,10,10,2,4
n99,3,10,4,1,6,9,1,1,8,6,3,7,3,4,1,8,8,1,7,4,3,1,3,0,9,1,4,6,4,0,9,4,0,10,8,3,3,9,5,8,5,2,0,4,7,0,8,2,0,6,6,9,9,7,6,1,9,7,0,1,4,2,3,7,7,6,0,7,3,5,6,0,2,5,7,7,8,2,0,8,1,6,10,5,1,5,10,10,2,0
n108,3,0,4,1,0,9,1,4,8,6,3,7,3,4,1,0,0,1,7,0,3,0,3,0,0,1,4,6,4,0,10,4,8,9,8,0,3,6,5,8,6,1,1,4,7,10,9,5,4,6,0,0,9,7,8,9,9,7,0,1,4,2,3,7,7,6,0,7,3,9,6,6,6,7,0,7,8,2,0,8,0,6,10,5,1,0,10,2,2,1
n107,3,0,4,1,0,9,1,4,8,6,3,7,3,4,1,0,0,1,7,0,3,0,3,0,6,1,4,6,4,0,10,4,8,9,8,3,3,0,5,8,6,1,1,4,7,8,9,5,4,6,0,0,9,7,8,9,9,7,0,1,4,2,3,7,7,6,2,7,3,9,6,6,6,7,0,7,8,2,0,8,0,6,10,5,1,0,10,2,2,1
n110,3,0,4,1,0,9,1,4,8,6,3,7,3,4,1,0,0,1,7,0,3,0,3,0,9,1,4,6,4,0,0,4,0,9,8,0,3,0,5,8,6,2,1,4,7,0,9,5,4,6,0,0,9,7,1,9,9,7,9,1,4,2,3,7,7,6,2,7,3,3,6,6,6,7,0,7,8,2,9,8,4,6,10,5,1,0,10,2,2,0
n109,3,0,4,1,0,9,1,4,8,6,3,7,3,4,1,0,0,1,7,0,3,0,3,6,9,1,4,6,4,0,0,4,3,9,8,0,3,8,5,8,6,2,1,4,7,0,9,5,4,6,0,0,9,7,1,9,9,7,0,1,4,2,3,7,7,6,2,7,3,0,6,6,6,7,0,7,8,2,0,8,0,6,10,5,1,0,10,2,2,0
n114,3,0,4,1,0,9,1,0,8,6,3,7,3,4,1,0,0,1,7,1,3,8,3,0,0,1,4,6,4,0,0,4,0,9,8,0,3,0,5,8,6,0,1,4,7,10,3,5,4,6,0,4,9,7,3,0,9,7,8,1,4,2,3,7,7,6,2,7,3,0,6,6,0,7,0,7,8,2,0,8,0,6,10,5,1,0,10,2,2,0
n113,3,0,4,1,0,9,1,0,8,6,3,7,3,4,1,0,0,1,7,0,3,8,3,5,0,1,4,6,4,0,0,4,0,9,8,0,3,6,5,8,6,3,1,4,7,10,3,5,4,6,10,0,9,7,3,0,9,7,8,1,4,2,3,7,7,6,0,7,3,0,6,6,0,7,0,7,8,2,0,8,0,6,10,5,1,0,10,2,2,0
n116,3,5,4,1,9,9,1,0,8,6,3,7,3,4,1,0,0,1,7,1,3,0,3,6,0,1,4,6,4,7,0,4,0,9,8,7,3,7,5,8,6,0,1,4,7,0,3,5,4,6,4,0,9,7,0,9,9,7,8,1,4,2,3,7,7,6,0,7,3,0,6,6,10,7,3,7,8,2,0,8,7,6,10,5,1,0,10,2,2,0
n115,3,0,4,1,9,9,1,0,8,6,3,7,3,4,1,9,0,1,7,1,3,0,3,6,10,1,4,6,4,7,0,4,0,9,8,7,3,3,5,8,6,0,1,4,7,0,3,5,4,6,4,0,9,7,0,0,9,7,8,1,4,2,3,7,7,6,5,7,3,0,6,6,0,7,3,7,8,2,0,8,7,6,10,5,1,0,10,2,2,0
n122,3,7,4,1,8,9,1,6,8,6,3,0,3,4,1,0,0,1,7,2,3,2,3,2,0,1,4,6,4,0,0,4,0,9,8,4,3,1,5,8,6,4,0,4,7,0,8,0,4,6,2,0,9,7,9,9,9,7,1,1,4,2,3,7,7,6,9,7,3,0,6,1,0,9,1,7,8,2,5,8,0,6,10,5,1,1,10,2,2,4
n121,3,7,4,1,8,9,1,0,8,6,3,0,3,4,1,0,0,1,7,2,3,2,3,0,0,1,4,6,4,0,0,4,0,9,8,4,3,1,5,8,6,4,0,4,7,0,8,0,4,6,2,0,9,7,9,9,9,7,1,1,4,2,3,7,7,6,9,7,3,0,6,1,0,9,1,7,8,2,5,8,0,6,10,5,1,10,10,2,2,4
n124,3,7,4,1,8,9,1,6,8,6,3,0,3,4,1,1,0,1,7,2,3,2,3,0,0,1,4,6,4,0,0,4,4,9,8,4,3,0,5,8,6,4,1,4,7,0,8,3,4,6,2,0,9,7,9,9,9,7,0,1,4,2,3,7,7,6,9,7,3,7,6,1,0,9,1,7,8,2,5,8,0,6,10,5,1,0,10,2,2,4
n123,3,7,4,1,8,9,1,6,8,6,3,8,3,4,1,1,0,1,7,2,3,2,3,0,0,1,4,6,4,0,1,4,4,9,8,4,3,0,5,8,6,4,0,4,7,0,8,3,4,6,2,0,9,7,9,9,9,7,0,1,4,2,3,7,7,6,9,7,3,7,6,1,0,9,1,7,8,2,5,8,0,6,10,5,1,4,10,2,2,4
n128,3,2,4,1,0,9,1,0,8,6,3,0,3,4,1,1,0,1,7,2,3,2,3,10,9,1,4,6,4,10,4,4,0,9,8,4,3,5,5,8,6,4,0,4,7,10,8,0,4,6,2,5,9,7,9,9,9,7,0,1,4,2,3,7,7,6,9,7,3,10,6,1,0,0,0,7,8,2,0,8,4,6,10,5,1,0,10,2,2,1
n127,3,0,4,1,0,9,1,0,8,6,3,0,3,4,1,1,0,1,7,2,3,2,3,10,9,1,4,6,4,10,4,4,0,9,8,4,3,5,5,8,6,4,0,4,7,10,8,0,4,6,2,5,9,7,9,9,9,7,0,1,4,2,3,7,7,6,9,7,3,10,6,1,10,0,0,7,8,2,0,8,9,6,10,5,1,0,10,2,2,1
n130,3,0,4,1,4,9,1,0,8,6,3,0,3,4,1,1,0,1,7,2,3,2,3,0,3,1,4,6,4,4,4,4,0,9,8,4,3,10,5,8,6,4,2,4,7,10,8,0,4,6,2,0,9,7,9,9,9,7,4,1,4,2,3,7,7,6,9,7,3,10,6,1,7,0,0,7,8,2,0,8,0,6,10,5,1,0,10,2,2,1
n129,3,0,4,1,0,9,1,3,8,6,3,0,3,4,1,1,0,1,7,2,3,2,3,0,3,1,4,6,4,4,4,4,0,9,8,4,3,0,5,8,6,4,0,4,7,10,8,0,4,6,2,6,9,7,9,9,9,7,4,1,4,2,3,7,7,6,9,7,3,10,6,1,0,0,0,7,8,2,0,8,0,6,10,5,1,0,10,2,2,1
n142,0,5,4,10,6,9,10,0,6,6,3,2,10,9,1,7,0,1,10,4,3,7,3,8,4,1,8,6,5,2,0,4,4,8,0,4,7,8,5,0,7,8,8,9,0,0,8,3,0,6,0,3,9,7,5,4,9,7,1,0,4,2,3,5,7,4,10,7,7,7,9,10,1,3,8,7,8,1,4,0,0,6,2,0,1,0,2,6,2,0
n141,0,5,4,10,6,9,10,9,0,6,3,2,10,9,1,7,0,1,10,4,3,7,3,8,0,1,8,6,5,2,0,4,4,8,0,4,7,8,5,0,7,8,0,9,0,5,0,3,0,6,0,3,9,7,5,4,9,7,8,5,4,2,3,5,7,4,10,7,7,7,9,10,1,3,1,7,8,1,4,0,0,6,2,0,1,0,2,6,2,0
n144,6,5,4,10,6,9,10,0,6,6,3,2,10,0,1,7,0,1,10,4,3,7,3,8,0,1,0,6,5,2,1,4,4,8,0,4,7,8,5,0,7,0,5,9,2,0,0,3,10,6,0,3,9,7,5,0,9,7,0,1,4,2,3,5,7,4,10,7,7,7,9,0,1,0,3,7,8,1,4,0,5,6,2,0,1,0,2,6,2,0
n143,6,5,4,10,6,9,10,6,0,6,3,2,10,0,1,7,0,1,10,4,3,7,3,8,0,1,0,6,5,2,1,4,4,8,0,4,7,8,5,5,7,0,5,9,10,4,0,3,0,6,0,3,9,7,5,0,9,7,0,0,4,2,3,5,7,4,10,7,7,7,9,0,1,0,0,7,8,1,4,0,0,6,2,0,1,0,2,6,2,0
n148,0,0,4,10,6,9,10,0,5,6,3,2,10,6,1,7,0,1,10,4,3,7,3,8,0,1,6,6,5,2,0,4,4,8,0,4,7,8,5,9,7,0,0,0,7,8,0,3,5,6,0,8,9,7,5,2,9,7,0,0,4,2,3,0,7,4,10,7,7,0,0,0,1,5,0,7,8,1,4,3,0,6,2,0,1,0,2,6,2,4
n147,2,0,4,10,6,9,10,1,0,6,3,2,10,6,1,7,0,1,10,4,3,7,3,8,0,1,6,6,5,2,0,4,4,8,0,4,7,8,5,0,7,0,0,0,7,8,0,3,5,6,9,5,9,7,5,2,9,7,0,0,4,2,3,0,7,4,10,7,7,0,0,0,1,5,0,7,8,1,4,3,0,6,2,4,1,0,2,6,2,0
n150,8,0,4,10,6,9,10,0,0,6,3,2,10,0,1,7,0,1,10,4,3,7,3,8,0,1,0,6,5,2,0,4,4,8,0,4,7,8,5,0,7,0,0,0,2,8,1,3,5,6,0,0,9,7,5,2,9,7,10,0,4,2,3,0,7,4,10,7,7,0,9,0,1,5,2,7,8,1,4,3,0,6,2,0,1,7,2,6,2,7
n149,0,0,4,10,6,9,10,0,0,6,3,2,10,9,1,7,0,1,10,4,3,7,3,8,0,1,0,6,5,2,1,4,4,8,0,4,7,8,5,0,7,0,9,0,2,8,0,3,5,6,0,2,9,7,5,2,9,7,10,3,4,2,3,0,7,4,10,7,7,0,0,0,1,5,2,7,8,1,4,3,0,6,2,0,1,5,2,6,2,0
n156,9,8,4,10,6,9,10,2,10,6,3,2,10,8,1,7,5,1,10,4,3,7,3,8,0,1,0,6,5,2,4,4,4,8,0,4,7,1,5,7,7,8,0,0,0,0,0,3,4,6,7,0,9,7,5,2,9,7,0,1,4,2,3,0,7,4,10,7,7,0,0,0,1,4,6,7,8,6,4,10,0,6,2,3,1,3,2,0,2,10
