cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50
n85,9,3,4,1,9,9,5,8,0,1,0,7,10,7,2,1,0,5,1,9,8,8,9,8,2,0,2,10,1,6,8,0,0,0,3,5,9,4,0,7,7,1,9,10,0,8,2,6,1,4
n92,0,3,4,1,9,9,5,8,0,7,4,7,0,7,2,10,3,5,7,0,8,8,0,8,2,0,2,10,1,6,1,0,8,0,3,5,9,4,3,7,7,1,0,10,0,1,2,6,1,4
n91,0,3,4,1,9,9,5,8,1,7,4,7,0,7,2,0,0,5,7,0,8,8,0,8,2,0,2,10,1,6,1,10,0,6,3,5,9,4,3,7,7,1,0,10,0,1,2,6,1,4
n94,0,3,4,1,9,9,5,8,0,7,4,7,7,7,2,0,0,5,7,7,8,8,8,8,2,0,2,10,1,6,1,0,0,4,3,5,9,4,3,7,7,1,9,10,0,0,2,6,1,4
n93,0,3,4,1,9,9,5,8,0,7,4,7,7,7,2,0,0,5,7,7,8,8,8,8,2,0,2,10,1,6,1,0,0,4,3,5,9,4,3,7,7,1,0,10,0,0,2,6,1,4
n98,3,3,4,1,9,9,5,8,1,7,0,7,0,7,2,0,7,5,7,0,8,8,0,8,2,8,2,10,1,6,1,3,0,0,3,5,9,4,0,7,7,1,0,10,0,8,2,6,1,4
n97,3,3,4,1,9,9,5,8,1,7,0,7,0,7,2,0,7,5,7,0,8,8,0,8,2,0,2,10,1,6,1,3,0,0,3,5,9,4,0,7,7,1,0,10,0,0,2,6,1,4
n100,0,3,4,1,9,9,5,8,1,7,0,7,3,7,2,4,7,5,7,4,8,8,1,8,2,9,2,10,1,6,1,3,9,0,3,5,9,4,3,7,7,1,10,10,6,0,2,6,1,4
n99,0,3,4,1,9,9,5,8,1,7,0,7,0,7,2,4,7,5,7,0,8,8,0,8,2,9,2,10,1,6,1,3,9,0,3,5,9,4,0,7,7,1,10,10,0,0,2,6,1,4
n108,9,3,4,1,9,0,5,0,2,6,8,7,7,7,2,7,6,5,3,0,8,8,0,8,2,0,0,0,0,6,5,1,0,9,3,1,9,4,0,7,7,1,1,10,0,9,2,6,0,4
n107,9,3,4,1,9,0,5,0,2,6,8,7,7,7,2,7,6,5,3,0,8,8,0,8,2,0,9,0,0,6,5,1,0,0,3,1,9,4,0,7,7,1,1,10,0,9,2,6,0,4
n110,9,3,4,1,9,4,5,0,2,6,8,7,7,7,2,7,6,5,3,0,8,8,2,8,2,6,0,0,0,6,5,1,4,0,3,1,9,4,8,7,7,1,1,10,2,0,2,6,6,4
n109,9,3,4,1,9,0,5,3,2,6,8,7,7,7,2,7,6,5,3,0,8,8,0,8,2,0,0,0,0,6,5,1,4,0,3,1,9,4,8,7,7,1,1,10,6,0,2,6,6,4
n114,9,3,4,1,9,7,5,0,4,6,0,7,7,7,2,7,6,5,3,0,8,8,8,8,2,0,0,0,5,6,5,1,2,0,3,1,9,4,0,7,7,1,1,10,0,0,2,6,4,4
n113,9,3,4,1,9,7,5,0,0,6,0,7,7,7,2,7,6,5,3,0,8,8,8,8,2,0,0,0,5,6,5,1,0,0,3,1,9,4,5,7,7,1,1,10,0,10,2,6,4,4
n116,9,3,4,1,9,7,5,0,0,6,0,7,7,7,2,7,6,5,3,0,8,8,0,8,2,0,0,10,5,6,5,1,0,0,3,1,9,4,9,7,7,1,1,10,0,0,2,6,4,4
n115,9,3,4,1,9,7,5,0,0,6,2,7,7,7,2,7,6,5,3,0,8,8,0,8,2,8,0,0,5,6,5,1,0,0,3,1,9,4,9,7,7,1,1,10,8,0,2,6,4,4
n122,9,3,4,1,9,0,5,4,5,6,9,7,0,7,2,7,3,5,3,0,8,8,0,8,2,5,0,0,0,6,3,1,2,1,3,1,9,4,0,7,7,1,1,10,0,0,2,6,0,4
n121,9,3,4,1,9,9,5,4,5,6,9,7,0,7,2,7,3,5,3,0,8,8,8,8,2,5,0,0,0,6,3,1,0,1,3,1,9,4,0,7,7,1,1,10,0,0,2,6,0,4
n124,9,3,4,1,9,1,5,4,5,6,9,7,0,7,2,7,3,5,1,0,8,8,0,8,2,5,0,0,0,6,3,1,0,1,3,1,9,4,0,7,7,1,1,10,8,0,2,6,0,4
n123,9,3,4,1,9,1,5,4,5,6,9,7,0,7,2,7,3,5,1,0,8,8,0,8,2,5,0,6,0,6,3,1,10,1,3,1,9,4,0,7,7,1,1,10,0,0,2,6,0,4
n128,9,3,4,1,9,0,5,4,0,6,9,7,2,7,2,7,3,5,10,0,8,8,0,8,2,5,0,3,6,6,3,1,4,1,3,1,9,4,1,7,7,1,1,10,0,0,2,6,0,4
n127,9,3,4,1,9,0,5,4,0,6,9,7,2,7,2,7,3,5,0,0,8,8,0,8,2,5,9,0,6,6,3,1,4,1,3,1,9,4,9,7,7,1,1,10,0,0,2,6,0,4
n130,9,3,4,1,9,0,5,4,0,6,9,7,2,7,2,7,3,5,4,8,8,8,9,8,2,5,9,0,6,6,3,1,4,1,3,1,9,4,1,7,7,1,1,10,0,6,2,6,10,4
n129,9,3,4,1,9,0,5,4,0,6,9,7,2,7,2,7,3,5,4,0,8,8,0,8,2,5,9,0,6,6,3,1,4,1,3,1,9,4,0,7,7,1,1,10,0,0,2,6,0,4
n142,5,6,4,0,9,6,5,0,1,10,7,7,3,7,2,5,9,7,1,0,8,10,3,7,2,0,4,2,3,6,10,9,4,4,3,1,9,6,2,7,10,1,0,0,9,3,5,1,8,4
n141,5,6,4,9,9,6,5,0,1,10,7,7,3,7,2,5,9,7,1,0,8,10,3,7,2,4,4,2,3,6,10,9,4,4,3,1,9,6,2,7,10,1,0,0,9,3,5,1,8,4
n144,0,6,4,0,9,6,5,4,1,10,7,7,3,7,2,5,4,7,1,0,8,10,3,7,2,0,4,2,3,6,10,9,0,4,3,1,9,6,2,7,10,1,0,0,9,3,5,1,8,4
n143,0,6,4,8,9,6,5,0,1,10,7,7,3,7,2,5,4,7,1,0,8,10,3,7,2,0,4,2,3,6,10,9,0,4,3,1,9,6,2,7,10,1,0,0,9,3,5,1,8,4
n148,0,6,4,7,9,6,5,0,1,10,7,7,3,7,2,5,7,7,1,10,8,10,3,7,2,0,4,2,3,6,10,9,0,4,3,1,9,0,2,7,10,1,0,8,9,3,0,1,8,4
n147,0,6,4,0,9,6,5,0,1,10,7,7,3,7,2,5,7,7,1,0,8,10,3,7,2,0,4,2,3,6,10,9,0,4,3,1,9,0,2,7,10,1,0,8,9,3,0,1,8,4
n150,0,6,4,0,9,6,5,0,1,10,7,7,3,7,2,5,7,7,1,0,8,10,3,7,2,0,4,2,3,6,10,9,1,4,3,1,9,0,2,7,10,1,0,0,9,3,0,1,8,4
n149,3,6,4,0,9,6,5,5,1,10,7,7,3,7,2,5,7,7,1,0,8,10,3,7,2,0,4,2,3,6,10,9,0,4,3,1,9,0,2,7,10,1,0,0,9,3,0,1,8,4
n156,0,0,4,4,9,3,5,0,1,10,7,7,3,7,2,5,0,7,1,0,8,10,3,7,2,4,4,2,9,6,10,9,1,4,3,1,9,9,2,7,10,1,10,2,9,3,0,1,8,4
n155,0,0,4,4,9,3,5,0,1,10,7,7,3,7,2,5,0,7,1,0,8,0,3,7,2,4,4,2,10,6,10,9,0,4,3,1,9,9,2,7,10,1,10,0,9,3,0,1,8,4
n158,5,7,4,4,9,3,5,0,1,10,7,7,3,7,2,5,7,7,1,0,8,0,3,7,2,4,4,2,0,6,10,9,0,4,3,1,9,1,2,7,10,1,0,0,9,3,4,1,8,4
n157,5,0,4,4,9,3,5,0,1,10,7,7,3,7,2,5,7,7,1,0,8,0,3,7,2,4,4,2,0,6,10,9,7,4,3,1,9,1,2,7,10,1,0,0,9,3,0,1,8,4
n162,0,0,4,0,9,9,5,1,1,10,7,7,3,7,2,5,2,7,1,4,8,10,3,7,2,4,4,2,8,6,10,9,0,4,3,1,9,0,2,7,10,1,0,2,9,3,3,1,8,4
n161,0,0,4,0,9,9,5,1,1,10,7,7,3,7,2,5,2,7,1,4,8,2,3,7,2,4,4,2,8,6,10,9,0,4,3,1,9,0,2,7,10,1,0,2,9,3,3,1,8,4
n164,0,0,4,0,9,9,5,0,1,10,7,7,3,7,2,5,2,7,1,4,8,0,3,7,2,4,4,2,0,6,10,9,0,4,3,1,9,0,2,7,10,1,2,2,9,3,0,1,8,4
n163,0,3,4,0,9,9,5,0,1,10,7,7,3,7,2,5,2,7,1,4,8,10,3,7,2,4,4,2,0,6,10,9,0,4,3,1,9,0,2,7,10,1,0,2,9,3,0,1,8,4
n172,10,10,4,1,9,5,5,7,10,0,7,7,3,7,2,5,7,6,1,2,8,6,0,7,2,0,5,2,7,6,10,7,0,1,3,0,9,4,8,7,10,1,0,0,9,3,2,1,8,4
n171,10,10,4,1,9,5,5,7,10,0,7,7,3,7,2,5,7,6,1,2,8,6,0,7,2,2,0,2,7,6,10,0,5,1,3,8,9,4,8,7,10,1,0,0,9,3,2,1,8,4
n174,10,10,4,1,9,5,5,7,10,0,7,7,3,7,2,5,7,6,1,2,8,6,0,7,2,9,0,2,7,6,10,8,0,1,3,0,9,4,8,7,10,1,0,0,9,3,2,1,8,4
n173,10,10,4,0,9,5,5,7,10,0,7,7,3,7,2,5,7,6,1,2,8,6,0,7,2,9,0,2,7,6,10,0,0,1,3,0,9,4,8,7,10,1,9,0,9,3,2,1,8,4
n178,10,6,4,3,9,0,5,7,10,4,7,7,3,7,2,5,7,6,1,2,8,0,0,7,2,9,3,2,0,6,10,0,8,1,3,1,9,0,8,7,10,1,1,7,9,3,0,1,8,4
n177,10,6,4,0,9,0,5,7,10,0,7,7,3,7,2,5,7,6,1,2,8,0,0,7,2,9,0,2,0,6,10,0,8,1,3,1,9,0,8,7,10,1,1,7,9,3,10,1,8,4
n180,10,6,4,0,9,5,5,7,10,0,7,7,3,7,2,5,7,6,1,2,8,0,0,7,2,9,3,2,0,6,10,0,0,1,3,1,9,4,8,7,10,1,1,0,9,3,0,1,8,4
n179,10,6,4,0,9,5,5,7,10,0,7,7,3,7,2,5,7,6,1,2,8,5,5,7,2,9,0,2,0,6,10,0,0,1,3,1,9,0,8,7,10,1,1,0,9,3,0,1,8,4
n186,10,0,4,0,9,0,5,7,10,0,0,7,3,7,2,5,7,8,1,2,8,10,8,7,2,0,0,2,6,6,10,9,0,1,3,0,9,10,8,7,10,1,0,0,9,3,0,1,8,4
n185,10,0,4,0,9,0,5,7,10,0,3,7,3,7,2,5,7,0,1,2,8,10,8,7,2,8,0,2,6,6,10,9,7,1,3,0,9,10,8,7,10,1,0,4,9,3,0,1,8,4
n188,10,8,4,0,9,0,5,7,10,0,0,7,3,7,2,5,7,0,1,2,8,0,8,7,2,5,0,2,10,6,10,9,0,1,3,0,9,0,8,7,10,1,0,0,9,3,6,1,8,4
n187,10,8,4,0,9,0,5,7,10,0,0,7,3,7,2,5,7,0,1,2,8,0,8,7,2,5,0,2,10,6,10,9,0,1,3,0,9,0,8,7,10,1,0,0,9,3,6,1,8,4
n192,10,0,4,0,9,0,5,7,10,0,0,7,3,7,2,5,7,4,1,2,8,0,8,7,2,0,10,2,2,6,10,1,2,1,3,0,9,10,8,7,10,1,8,0,9,3,0,1,8,4
n191,10,0,4,0,9,0,5,7,10,0,0,7,3,7,2,5,7,4,1,2,8,0,8,7,2,0,10,2,2,6,10,1,0,1,3,0,9,10,8,7,10,1,8,2,9,3,0,1,8,4
n194,10,0,4,0,9,3,5,7,10,1,1,7,3,7,2,5,7,0,1,2,8,0,0,7,2,5,10,2,9,6,10,1,0,1,3,0,9,10,8,7,10,1,8,0,9,3,0,1,8,4
n193,10,0,4,0,9,3,5,7,10,1,0,7,3,7,2,5,7,0,1,2,8,10,0,7,2,5,10,2,1,6,10,1,8,1,3,0,9,10,8,7,10,1,8,3,9,3,0,1,8,4
n204,5,0,4,0,9,6,5,1,0,5,0,7,5,7,2,5,7,7,1,7,8,10,1,9,2,7,10,2,5,6,4,7,7,0,10,3,9,0,8,7,7,1,9,8,9,3,7,6,8,4
n203,5,0,4,10,9,6,5,1,0,5,8,7,8,7,2,5,7,7,1,7,8,0,1,9,2,7,10,2,5,6,4,7,7,0,10,3,9,0,8,7,7,1,9,8,9,3,7,6,8,4
n206,5,3,4,0,9,6,5,1,0,5,0,7,2,7,2,5,7,7,1,7,8,0,1,9,2,7,10,2,0,6,4,7,0,4,0,3,9,0,8,7,7,1,9,8,9,3,7,6,8,4
n205,5,3,4,0,9,6,5,1,0,5,0,7,2,7,2,5,7,7,1,7,8,0,1,9,2,7,10,2,0,6,4,7,0,0,0,3,9,0,8,7,7,1,9,8,9,3,7,6,8,4
n210,0,3,4,0,9,6,5,1,0,0,3,7,7,7,2,5,7,7,1,7,8,0,1,9,2,7,10,2,0,6,4,7,0,9,0,3,9,1,8,7,7,1,9,8,9,3,0,6,8,4
n209,9,0,4,0,9,6,5,1,0,0,3,7,0,7,2,5,7,7,1,7,8,0,1,9,2,7,10,2,1,6,4,7,0,9,0,3,9,1,8,7,7,1,9,8,9,3,0,6,8,4
n212,2,0,4,7,9,6,5,1,0,0,3,7,0,7,2,5,7,7,1,7,8,0,1,9,2,7,10,2,0,6,4,7,0,9,9,3,9,1,8,7,7,1,9,8,9,3,5,6,8,4
n211,2,9,4,7,9,6,5,1,1,0,3,7,0,7,2,5,7,7,1,7,8,0,1,9,2,7,10,2,0,6,4,7,0,9,9,3,9,1,8,7,7,1,9,8,9,3,0,6,8,4
n218,0,0,4,6,9,5,5,1,0,8,0,7,3,7,2,5,0,7,1,7,8,10,1,0,2,7,10,2,5,6,4,7,0,0,10,3,9,0,8,7,7,1,9,8,9,3,2,6,8,4
n217,0,0,4,0,9,5,5,1,0,8,0,7,3,7,2,5,0,7,1,7,8,10,1,0,2,7,10,2,5,6,4,7,0,7,10,3,9,8,8,7,7,1,9,8,9,3,2,6,8,4
n220,2,0,4,5,9,5,5,1,0,8,0,7,3,7,2,5,0,7,1,7,8,10,1,0,2,7,10,2,10,6,4,7,0,0,10,3,9,1,8,7,7,1,9,8,9,3,2,6,8,4
n219,2,0,4,5,9,5,5,1,0,8,0,7,3,7,2,5,6,7,1,7,8,10,1,3,2,7,10,2,10,6,4,7,0,0,10,3,9,0,8,7,7,1,9,8,9,3,2,6,8,4
n224,8,0,4,0,9,5,5,1,1,0,7,7,3,7,2,5,8,7,1,7,8,10,1,1,2,7,10,2,0,6,4,7,0,5,0,3,9,0,8,7,7,1,9,8,9,3,2,6,8,4
n223,8,0,4,7,9,5,5,1,1,0,0,7,3,7,2,5,8,7,1,7,8,10,1,0,2,7,10,2,0,6,4,7,0,5,2,3,9,0,8,7,7,1,9,8,9,3,2,6,8,4
n226,7,0,4,2,9,5,5,1,1,0,0,7,3,7,2,5,8,7,1,7,8,10,1,0,2,7,10,2,0,6,4,7,1,5,0,3,9,4,8,7,7,1,9,8,9,3,2,6,8,4
n225,7,0,4,0,9,5,5,1,1,0,0,7,3,7,2,5,8,7,1,7,8,10,1,0,2,7,10,2,0,6,4,7,1,5,0,3,9,4,8,7,7,1,9,8,9,3,2,6,8,4
n234,1,1,4,0,9,4,5,7,3,4,5,7,7,7,2,5,0,5,1,7,8,9,1,8,2,7,10,2,1,6,1,3,0,8,8,3,9,10,0,7,7,1,9,8,9,3,6,0,8,4
n233,0,2,4,0,9,4,5,7,3,4,5,7,0,7,2,5,0,5,1,7,8,9,1,8,2,7,10,2,1,6,1,3,10,8,8,3,9,10,0,7,7,1,9,8,9,3,6,0,8,4
n236,0,6,4,6,9,8,5,7,3,4,5,7,0,7,2,5,0,5,1,7,8,9,1,8,2,7,10,2,1,6,1,3,8,8,0,3,9,10,0,7,7,1,9,8,9,3,7,0,8,4
n235,0,0,4,6,9,0,5,7,3,4,5,7,0,7,2,5,1,5,1,7,8,9,1,8,2,7,10,2,1,6,1,3,0,8,0,3,9,10,0,7,7,1,9,8,9,3,0,0,8,4
n240,0,5,4,0,9,7,5,0,3,4,5,7,2,7,2,5,6,5,1,7,8,9,1,8,2,7,10,2,1,6,1,3,5,8,3,3,9,10,0,7,7,1,9,8,9,3,0,1,8,4
n239,0,0,4,0,9,7,5,0,3,4,5,7,9,7,2,5,6,5,1,7,8,9,1,8,2,7,10,2,1,6,1,3,0,8,3,3,9,10,0,7,7,1,9,8,9,3,0,1,8,4
n242,0,3,4,0,9,7,5,3,3,4,5,7,0,7,2,5,4,5,1,7,8,9,1,8,2,7,10,2,1,6,1,3,0,8,0,3,9,10,0,7,7,1,9,8,9,3,5,4,8,4
n241,0,3,4,2,9,7,5,3,3,4,5,7,0,7,2,5,1,5,1,7,8,9,1,8,2,7,10,2,1,6,1,3,0,8,5,3,9,10,0,7,7,1,9,8,9,3,5,0,8,4
n248,0,0,4,6,9,0,5,0,3,4,2,7,0,7,2,5,0,5,1,7,8,9,1,8,2,7,10,2,0,6,1,7,0,9,0,3,9,6,0,7,7,1,9,8,9,3,0,7,8,4
n247,0,0,4,6,9,0,5,9,3,4,0,7,0,7,2,5,0,5,1,7,8,9,1,8,2,7,10,2,0,6,1,7,0,9,6,3,9,6,0,7,7,1,9,8,9,3,0,7,8,4
n250,0,0,4,6,9,0,5,0,3,4,0,7,3,7,2,5,2,5,1,7,8,9,1,8,2,7,10,2,0,6,1,7,4,9,0,3,9,6,2,7,7,1,9,8,9,3,3,5,8,4
n249,0,0,4,6,9,0,5,0,3,4,0,7,3,7,2,5,3,5,1,7,8,9,1,8,2,7,10,2,0,6,1,7,4,9,0,3,9,6,0,7,7,1,9,8,9,3,0,5,8,4
n254,8,7,4,0,9,10,5,9,3,4,1,7,0,7,2,5,0,5,1,7,8,9,1,8,2,7,10,2,0,6,1,5,5,9,8,3,9,0,0,7,7,1,9,8,9,3,0,8,8,4
n253,8,7,4,0,9,10,5,0,3,4,0,7,0,7,2,5,2,5,1,7,8,9,1,8,2,7,10,2,0,6,1,5,5,9,0,3,9,0,0,7,7,1,9,8,9,3,0,8,8,4
n256,8,7,4,0,9,0,5,7,3,4,0,7,5,7,2,5,0,5,1,7,8,9,1,8,2,7,10,2,3,6,1,5,7,9,0,3,9,0,5,7,7,1,9,8,9,3,10,8,8,4
n255,8,7,4,6,9,0,5,0,3,4,0,7,0,7,2,5,0,5,1,7,8,9,1,8,2,7,10,2,3,6,1,5,0,9,0,3,9,2,0,7,7,1,9,8,9,3,0,8,8,4
n270,3,10,0,7,9,8,5,3,1,0,0,8,8,1,2,2,2,7,1,0,1,4,0,3,0,8,0,0,0,6,5,1,4,7,10,3,9,1,10,6,6,0,7,8,9,5,0,9,2,4
n269,3,10,0,7,9,8,5,0,1,0,0,8,8,1,2,2,2,7,1,0,1,4,0,3,0,0,0,5,10,6,5,1,4,7,10,3,9,1,10,6,6,0,7,8,9,5,0,9,2,4
n272,3,10,9,7,9,8,5,2,1,10,0,8,8,1,2,2,2,7,1,0,1,0,9,3,0,0,1,3,4,6,5,1,4,7,10,3,9,1,10,6,6,0,7,8,9,5,0,0,2,4
n271,3,10,9,7,9,8,5,2,1,0,0,8,8,1,2,2,2,7,1,0,1,0,0,3,8,0,1,0,0,6,5,1,4,7,10,3,9,1,10,6,6,0,7,8,9,5,0,0,2,4
