cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70
n32,8,10,9,7,8,3,7,2,0,4,1,6,0,1,6,4,6,0,1,1,8,9,8,7,3,3,5,2,5,9,4,6,5,0,6,10,6,4,4,10,1,3,7,0,6,9,3,5,2,7,6,8,4,8,6,5,0,7,10,8,0,7,4,4,1,5,0,10,8,9
n31,8,10,9,7,8,3,7,2,0,4,1,6,0,1,6,4,6,0,1,1,8,9,8,7,3,0,5,2,5,9,4,6,5,9,6,10,6,4,9,10,1,3,7,0,6,9,3,5,2,7,6,8,4,8,6,5,7,7,10,8,0,7,4,4,1,5,0,10,8,9
n36,8,10,9,7,8,3,7,2,0,3,1,6,0,2,6,4,6,10,1,1,4,9,8,5,3,0,5,2,6,9,4,0,5,1,6,10,6,0,0,10,1,3,7,0,6,9,3,5,2,7,6,8,4,8,6,5,0,7,10,0,0,7,4,4,1,5,0,10,8,0
n35,8,10,9,7,8,3,7,2,0,3,1,6,0,2,6,4,6,10,1,1,4,9,8,5,3,6,5,2,7,9,4,5,5,1,6,10,6,0,0,10,1,3,7,0,6,9,3,5,2,7,6,9,4,8,6,5,0,7,10,0,4,7,4,4,1,5,0,10,8,0
n38,8,10,9,7,8,3,7,2,3,4,1,6,0,10,6,4,6,10,1,1,4,9,8,0,3,0,5,2,5,9,4,2,5,1,6,10,6,0,7,10,1,3,7,0,6,9,3,5,2,7,6,4,4,8,6,5,0,7,10,10,0,7,4,4,1,5,8,10,8,0
n37,8,10,9,7,8,3,7,2,0,4,1,6,10,10,6,4,6,10,1,1,4,9,8,0,3,0,5,2,5,9,4,4,5,1,6,10,6,3,0,10,1,3,7,10,6,9,3,5,2,7,6,0,4,8,6,5,0,7,10,10,0,7,4,4,1,5,8,10,8,0
n46,8,0,9,7,8,3,2,0,0,0,1,6,1,0,6,4,6,3,1,1,2,9,0,0,0,1,5,2,6,9,9,1,5,1,6,10,9,0,10,10,1,3,7,10,6,9,3,6,2,7,6,0,4,8,6,5,4,7,10,0,0,7,4,0,1,5,10,10,8,7
n45,8,8,9,7,8,3,2,1,0,0,1,6,1,0,6,4,6,3,1,1,2,9,0,0,0,1,5,2,6,9,0,1,5,1,6,10,9,0,10,10,1,3,7,9,6,9,3,6,2,7,6,0,4,8,6,5,4,7,10,0,10,7,4,0,1,5,10,10,8,7
n48,8,0,9,7,8,3,2,5,8,0,1,6,1,0,6,4,6,3,1,1,2,9,2,0,0,1,5,2,6,9,0,1,5,1,6,10,9,0,7,10,0,3,7,0,6,9,3,6,2,7,6,2,4,8,6,5,4,7,10,0,0,7,4,0,1,5,10,6,8,7
n47,8,0,9,7,8,3,2,0,8,0,1,6,1,0,6,4,6,3,1,1,2,9,8,0,0,1,5,2,6,9,0,1,5,1,6,10,9,1,7,10,0,3,7,0,6,9,3,6,2,7,6,10,4,8,6,5,4,7,10,0,9,7,4,0,1,5,10,6,8,7
n52,8,8,9,7,8,3,0,1,0,2,1,6,1,10,6,4,6,3,1,1,2,9,0,5,6,1,5,2,6,9,9,1,5,5,6,10,9,2,1,10,9,3,7,0,6,9,3,6,2,7,6,0,4,8,6,5,4,7,10,0,0,7,4,1,1,5,10,3,8,7
n51,8,8,9,7,8,3,0,1,0,2,1,6,1,10,6,4,6,3,1,1,2,9,0,5,0,1,5,2,6,9,9,1,5,5,6,10,9,2,0,10,9,3,7,0,6,9,3,6,2,7,6,0,4,8,6,5,4,7,10,0,0,7,4,0,1,5,10,3,8,7
n54,8,8,9,7,8,3,0,1,5,2,1,6,1,0,6,4,6,3,1,1,2,9,5,5,0,1,5,2,6,9,9,1,5,0,6,10,9,10,4,10,0,3,7,4,6,9,3,6,2,7,6,0,4,8,6,5,4,7,10,0,0,7,4,0,1,5,10,8,8,7
n53,8,8,9,7,8,3,0,1,0,2,1,6,1,0,6,4,6,3,1,1,2,9,5,5,0,1,5,2,6,9,9,1,5,0,6,10,9,10,4,10,9,3,7,4,6,9,3,6,2,7,6,0,4,8,6,5,4,7,10,0,0,7,4,0,1,5,10,8,8,7
n60,8,0,9,7,8,3,0,0,0,3,1,6,1,0,6,4,6,3,1,1,2,9,0,0,4,1,5,2,6,9,0,1,5,9,6,10,0,0,3,10,6,3,7,0,6,9,3,6,2,7,6,0,4,8,6,5,4,7,10,0,8,7,4,0,1,5,10,10,8,7
n59,8,2,9,7,8,3,1,0,0,3,1,6,1,0,6,4,6,3,1,1,2,9,0,0,4,1,5,2,6,9,0,1,5,0,6,10,0,0,3,10,6,3,7,7,6,9,3,6,2,7,6,0,4,8,6,5,4,7,10,5,8,7,4,0,1,5,10,10,8,7
n62,8,0,9,7,8,3,9,4,0,3,1,6,1,9,6,4,6,3,1,1,2,9,0,0,4,1,5,2,6,9,9,1,5,0,6,10,0,2,3,10,6,3,7,0,6,9,3,6,2,7,6,0,4,8,6,5,4,7,10,10,6,7,4,0,1,5,10,10,8,7
n61,8,0,9,7,8,3,0,4,0,3,1,6,1,0,6,4,6,3,1,1,2,9,0,0,4,1,5,2,6,9,9,1,5,0,6,10,0,0,3,10,6,3,7,0,6,9,3,6,2,7,6,0,4,8,6,5,4,7,10,10,6,7,4,0,1,5,10,10,8,7
n66,8,0,9,7,8,3,0,1,7,3,1,6,1,9,6,4,6,3,1,1,2,9,5,0,3,1,5,2,6,9,0,1,5,0,6,10,1,5,2,10,6,3,7,0,6,9,3,6,2,7,6,6,4,8,6,5,4,7,10,0,1,7,4,0,1,5,10,0,8,7
n65,8,4,9,7,8,3,5,1,7,3,1,6,1,9,6,4,6,3,1,1,2,9,5,0,3,1,5,2,6,9,0,1,5,4,6,10,1,5,2,10,6,3,7,0,6,9,3,6,2,7,6,6,4,8,6,5,4,7,10,0,0,7,4,0,1,5,10,5,8,7
n68,8,0,9,7,8,3,0,0,0,3,1,6,1,9,6,4,6,3,1,1,2,9,0,0,0,1,5,2,6,9,0,1,5,2,6,10,0,5,0,10,6,3,7,0,6,9,3,6,2,7,6,6,4,8,6,5,4,7,10,0,10,7,4,0,1,5,10,0,8,7
n67,8,2,9,7,8,3,7,0,0,3,1,6,1,9,6,4,6,3,1,1,2,9,10,0,0,1,5,2,6,9,0,1,5,4,6,10,0,5,9,10,6,3,7,0,6,9,3,6,2,7,6,6,4,8,6,5,4,7,10,0,0,7,4,5,1,5,10,0,8,7
n78,8,4,9,7,6,3,6,0,10,4,1,6,5,2,6,4,6,7,1,1,9,9,5,9,4,4,5,2,0,9,10,9,5,0,6,10,3,2,7,10,5,3,4,6,6,9,3,3,0,7,6,10,4,6,0,5,9,7,10,5,4,7,4,2,1,5,0,9,3,9
n77,8,4,9,7,0,3,6,0,10,4,1,6,5,2,6,4,6,7,1,1,9,9,5,9,4,4,5,2,3,9,10,9,5,0,6,10,3,2,7,10,5,3,0,6,6,9,3,3,0,7,6,10,4,6,0,5,9,7,10,5,4,7,4,2,1,5,0,9,3,9
n80,8,4,9,7,0,3,6,4,10,4,1,6,5,2,6,4,6,7,1,1,9,9,5,9,4,0,5,2,3,9,10,9,5,0,6,10,3,0,7,10,5,3,0,6,6,9,3,3,4,7,6,10,4,6,0,5,9,7,10,5,0,7,4,2,1,5,0,0,3,9
n79,8,4,9,7,8,3,6,4,10,4,1,6,5,2,6,4,6,7,1,1,9,9,5,9,4,0,5,2,3,9,10,9,5,0,6,10,3,0,7,10,5,3,0,6,6,9,3,3,4,7,6,10,4,6,0,5,9,7,10,5,0,7,4,2,1,5,0,0,3,9
n84,8,4,9,7,0,3,0,3,10,4,1,6,0,2,6,4,6,7,1,1,9,9,10,9,4,0,5,2,0,9,10,9,5,9,6,10,3,5,7,10,5,3,0,6,6,9,3,3,9,7,6,10,4,8,0,5,4,7,10,0,0,7,4,2,1,5,8,0,3,4
n83,8,4,9,7,2,3,0,0,10,4,1,6,0,2,6,4,6,7,1,1,9,9,4,9,4,0,5,2,0,9,10,9,5,9,6,10,3,0,7,10,5,3,9,6,6,9,3,3,9,7,6,10,4,8,0,5,4,7,10,0,1,7,4,2,1,5,8,0,3,4
n86,8,4,9,7,0,3,0,6,10,4,1,6,9,2,6,4,6,7,1,1,9,9,1,9,4,0,5,2,0,9,10,9,5,9,6,10,3,0,7,10,5,3,0,6,6,9,3,3,10,7,6,10,4,0,0,5,4,7,10,0,0,7,4,2,1,5,8,0,3,0
n85,8,4,9,7,0,3,0,0,10,4,1,6,9,2,6,4,6,7,1,1,9,9,1,9,4,9,5,2,0,9,10,9,5,9,6,10,3,0,7,10,5,3,3,6,6,9,3,3,10,7,6,10,4,0,0,5,4,7,10,6,0,7,4,2,1,5,8,0,3,0
n92,8,4,9,7,6,3,0,4,10,4,1,6,6,9,6,4,6,7,1,1,9,9,0,9,4,0,5,2,2,9,0,9,5,3,6,10,3,0,7,10,5,3,0,6,6,9,3,3,0,7,6,10,4,0,0,5,5,7,10,6,7,7,4,0,1,5,0,0,3,9
n91,8,4,9,7,6,3,0,4,10,4,1,6,6,9,6,4,6,7,1,1,9,9,0,9,4,0,5,2,2,9,0,9,5,3,6,10,3,0,7,10,5,3,7,6,6,9,3,3,0,7,6,10,4,0,0,5,5,7,10,6,7,7,4,0,1,5,0,0,3,9
n94,8,4,9,7,6,3,0,4,10,4,1,6,6,9,6,4,6,7,1,1,9,9,0,9,4,6,5,2,2,9,0,9,5,3,6,10,3,0,7,10,5,3,0,6,6,9,3,3,0,7,6,10,4,10,8,5,5,7,10,6,7,7,4,0,1,5,10,0,3,9
n93,8,4,9,7,6,3,0,4,10,4,1,6,6,9,6,4,6,7,1,1,9,9,0,9,4,0,5,2,2,9,0,9,5,3,6,10,3,0,7,10,5,3,0,6,6,9,3,3,0,7,6,10,4,0,8,5,5,7,10,6,7,7,4,0,1,5,7,9,3,9
n98,8,4,9,7,0,3,8,4,10,4,1,6,10,9,6,4,6,7,1,1,9,9,0,9,4,9,5,2,2,9,6,9,5,3,6,10,3,4,7,10,5,3,7,6,6,9,3,3,0,7,6,10,4,0,0,5,5,7,10,0,0,7,4,1,1,5,2,2,3,9
n97,8,4,9,7,0,3,0,4,10,4,1,6,10,9,6,4,6,7,1,1,9,9,2,9,4,9,5,2,2,9,0,9,5,3,6,10,3,4,7,10,5,3,7,6,6,9,3,3,0,7,6,10,4,0,4,5,5,7,10,0,9,7,4,0,1,5,0,2,3,9
n100,8,4,9,7,0,3,0,4,10,4,1,6,0,9,6,4,6,7,1,1,9,9,0,9,4,0,5,2,2,9,0,9,5,3,6,10,3,4,7,10,5,3,9,6,6,9,3,3,5,7,6,10,4,6,0,5,5,7,10,0,0,7,4,5,1,5,0,2,3,9
n99,8,4,9,7,0,3,0,4,10,4,1,6,0,9,6,4,6,7,1,1,9,9,0,9,4,0,5,2,2,9,0,9,5,3,6,10,3,4,7,10,5,3,9,6,6,9,3,3,0,7,6,10,4,6,10,5,5,7,10,0,0,7,4,0,1,5,0,2,3,9
n108,8,4,9,7,10,3,0,0,0,4,1,6,5,0,6,4,6,7,1,1,6,9,8,9,1,6,5,2,0,9,0,9,5,6,6,10,3,7,7,10,8,3,7,6,6,9,3,6,9,7,6,3,4,0,5,5,3,7,10,0,5,7,4,9,1,5,4,0,3,8
n107,8,0,9,7,10,3,0,0,10,4,1,6,5,0,6,4,6,7,1,1,6,9,8,9,1,6,5,2,0,9,0,9,5,6,6,10,3,7,7,10,0,3,7,6,6,9,3,6,9,7,6,0,4,0,5,5,3,7,10,0,5,7,4,9,1,5,4,0,3,8
n110,8,0,9,7,10,3,0,0,0,4,1,6,5,5,6,4,6,7,1,1,6,9,8,9,1,0,5,2,2,9,0,9,5,0,6,10,3,0,7,10,0,3,7,6,6,9,3,6,9,7,6,0,4,0,0,5,3,7,10,0,5,7,4,9,1,5,0,1,3,8
n109,8,10,9,7,10,3,1,0,0,4,1,6,0,5,6,4,6,7,1,1,6,9,8,9,1,0,5,2,2,9,0,9,5,0,6,10,3,0,7,10,0,3,7,6,6,9,3,6,9,7,6,0,4,0,0,5,3,7,10,0,5,7,4,9,1,5,0,1,3,8
n114,8,5,9,7,10,3,7,8,0,4,1,6,0,0,6,4,6,7,1,1,6,9,8,9,1,0,5,2,0,9,0,9,5,0,6,10,3,7,7,10,0,3,7,6,6,9,3,0,9,7,6,0,4,0,3,5,3,7,10,0,5,7,4,9,1,5,8,0,3,8
n113,8,6,9,7,10,3,7,0,0,4,1,6,4,1,6,4,6,7,1,1,6,9,8,9,1,0,5,2,0,9,2,9,5,5,6,10,3,7,7,10,0,3,7,6,6,9,3,0,9,7,6,0,4,0,3,5,3,7,10,0,5,7,4,9,1,5,8,0,3,8
n116,8,0,9,7,10,3,7,6,0,4,1,6,0,5,6,4,6,7,1,1,6,9,8,9,1,5,5,2,7,9,0,9,5,0,6,10,3,7,7,10,0,3,7,6,6,9,3,0,9,7,6,5,4,0,3,5,3,7,10,10,5,7,4,9,1,5,8,4,3,8
n115,8,0,9,7,10,3,7,6,0,4,1,6,0,0,6,4,6,7,1,1,6,9,8,9,1,5,5,2,7,9,0,9,5,0,6,10,3,7,7,10,0,3,7,6,6,9,3,0,9,7,6,0,4,1,3,5,3,7,10,10,5,7,4,9,1,5,8,0,3,8
n122,8,0,9,7,10,3,0,9,2,4,1,6,6,10,6,4,6,7,1,1,6,9,8,9,1,0,5,2,6,9,9,9,5,0,6,10,3,0,7,10,2,3,5,6,6,9,3,4,9,7,6,0,4,7,6,5,3,7,10,6,5,7,4,3,1,5,5,8,3,8
n121,8,0,9,7,10,3,0,9,0,4,1,6,6,10,6,4,6,7,1,1,6,9,8,9,1,0,5,2,6,9,9,9,5,0,6,10,3,0,7,10,2,3,5,6,6,9,3,0,9,7,6,0,4,7,6,5,3,7,10,6,5,7,4,3,1,5,5,8,3,8
n124,8,9,9,7,10,3,6,0,6,4,1,6,0,10,6,4,6,7,1,1,6,9,8,9,1,0,5,2,2,9,0,9,5,0,6,10,3,1,7,10,2,3,5,6,6,9,3,0,9,7,6,2,4,7,0,5,3,7,10,6,5,7,4,3,1,5,5,8,3,8
n123,8,6,9,7,10,3,6,0,6,4,1,6,0,10,6,4,6,7,1,1,6,9,8,9,1,0,5,2,0,9,0,9,5,2,6,10,3,1,7,10,2,3,5,6,6,9,3,0,9,7,6,2,4,7,0,5,3,7,10,6,5,7,4,3,1,5,5,8,3,8
n128,8,0,9,7,10,3,10,8,0,4,1,6,5,10,6,4,6,7,1,1,6,9,5,9,1,5,5,2,5,9,5,9,5,2,6,10,3,0,7,10,2,3,5,6,6,9,3,0,9,7,6,4,4,7,0,5,3,7,10,6,5,7,4,3,1,5,0,8,3,8
n127,8,0,9,7,10,3,10,8,8,4,1,6,0,10,6,4,6,7,1,1,6,9,0,9,1,0,5,2,5,9,5,9,5,2,6,10,3,0,7,10,2,3,5,6,6,9,3,0,9,7,6,0,4,7,0,5,3,7,10,6,5,7,4,3,1,5,0,8,3,8
n130,8,9,9,7,10,3,10,8,7,4,1,6,0,10,6,4,6,7,1,1,6,9,0,9,1,0,5,2,5,9,5,9,5,2,6,10,3,0,7,10,2,3,5,6,6,9,3,4,9,7,6,0,4,7,4,5,3,7,10,6,5,7,4,3,1,5,0,8,3,8
n129,8,9,9,7,10,3,10,8,0,4,1,6,0,10,6,4,6,7,1,1,6,9,0,9,1,0,5,2,5,9,5,9,5,2,6,10,3,2,7,10,2,3,5,6,6,9,3,0,9,7,6,0,4,7,4,5,3,7,10,6,5,7,4,3,1,5,10,8,3,8
n142,8,10,9,7,1,3,2,5,1,1,1,6,0,0,6,4,6,2,1,1,2,9,3,7,8,2,5,2,4,9,0,7,5,5,6,10,6,8,0,10,7,3,0,3,6,9,3,4,7,7,7,2,2,7,9,5,1,7,10,0,9,7,4,0,1,5,4,9,10,0
n141,8,0,9,7,1,3,2,5,1,1,1,6,7,0,6,4,6,2,1,1,2,9,3,7,8,2,5,2,4,9,0,7,5,5,6,10,6,8,0,10,7,3,2,3,6,9,3,4,7,7,0,2,2,7,9,5,1,7,10,0,9,7,4,0,1,5,4,9,10,0
n144,8,6,9,7,1,3,2,5,1,1,1,6,9,2,6,4,6,2,1,1,2,9,3,7,8,2,5,2,4,9,2,7,5,5,6,10,6,8,0,10,7,3,5,3,6,9,3,4,7,7,0,2,2,7,9,5,1,7,10,7,9,7,4,0,1,5,4,9,10,2
n143,8,0,9,7,1,3,2,5,1,1,1,6,9,2,6,4,6,2,1,1,2,9,3,7,8,2,5,2,4,9,2,7,5,5,6,10,6,8,0,10,7,3,0,3,6,9,3,4,7,7,0,2,2,7,9,5,1,7,10,0,9,7,4,0,1,5,4,9,10,2
n148,8,7,9,7,1,3,2,5,1,1,1,6,0,10,6,4,6,2,1,1,2,9,3,7,8,2,5,2,4,9,0,7,5,5,6,10,6,8,4,10,7,3,2,3,6,9,3,4,1,7,8,2,2,7,9,5,1,7,10,2,9,7,4,0,1,5,4,9,10,8
n147,8,5,9,7,1,3,2,5,1,1,1,6,0,0,6,4,6,2,1,1,2,9,3,7,8,2,5,2,4,9,0,7,5,5,6,10,6,8,4,10,7,3,2,3,6,9,3,4,1,7,0,2,2,7,9,5,1,7,10,2,9,7,4,0,1,5,4,9,10,8
n150,8,5,9,7,1,3,2,5,1,1,1,6,0,5,6,4,6,2,1,1,2,9,3,7,8,2,5,2,4,9,0,7,5,5,6,10,6,8,4,10,7,3,0,3,6,9,3,4,1,7,0,2,2,7,9,5,1,7,10,2,9,7,4,0,1,5,4,9,10,8
n149,8,5,9,7,1,3,2,5,1,1,1,6,0,0,6,4,6,2,1,1,2,9,3,7,8,2,5,2,4,9,0,7,5,5,6,10,6,8,4,10,7,3,0,3,6,9,3,4,1,7,0,2,2,7,9,5,1,7,10,2,9,7,4,0,1,5,4,9,10,8
n156,8,0,9,7,1,3,2,5,1,1,1,6,2,9,6,4,6,1,1,1,2,9,3,7,8,2,5,2,4,9,0,7,5,5,6,10,0,8,0,10,7,3,10,3,6,9,3,4,5,7,0,2,2,7,9,5,0,7,10,5,0,7,4,0,1,5,4,9,10,3
n155,8,0,9,7,1,3,2,5,1,1,1,6,2,9,6,4,6,1,1,1,2,9,3,7,8,2,5,2,4,9,0,7,5,5,6,10,0,8,8,10,7,3,10,3,6,9,3,4,0,7,0,0,2,7,9,5,2,7,10,0,0,7,4,0,1,5,4,9,10,0
n158,8,3,9,7,1,3,2,5,1,1,1,6,0,9,6,4,6,8,1,1,2,9,3,7,8,2,5,2,4,9,0,7,5,5,6,10,0,8,0,10,7,3,10,3,6,9,3,4,10,7,9,0,2,7,9,5,9,7,10,10,0,7,4,9,1,5,4,9,10,0
n157,8,0,9,7,1,3,2,5,1,1,1,6,6,9,6,4,6,8,1,1,2,9,3,7,8,2,5,2,4,9,0,7,5,5,6,10,0,8,0,10,7,3,10,3,6,9,3,4,10,7,0,0,2,7,9,5,0,7,10,10,0,7,4,9,1,5,4,9,10,0
n162,8,0,9,7,1,3,2,5,1,1,1,6,0,0,6,4,6,6,1,1,2,9,3,7,8,2,5,2,4,9,8,7,5,5,6,10,0,8,8,10,7,3,0,3,6,9,3,4,0,7,7,6,2,7,9,5,5,7,10,0,0,7,4,0,1,5,4,0,10,0
n161,8,0,9,7,1,3,2,5,1,1,1,6,1,0,6,4,6,6,1,1,2,9,3,7,8,2,5,2,4,9,0,7,5,5,6,10,0,8,0,10,7,3,0,3,6,9,3,4,0,7,7,6,2,7,9,5,5,7,10,0,0,7,4,3,1,5,4,0,10,0
n164,8,7,9,7,1,3,2,5,1,1,1,6,0,0,6,4,6,8,1,1,2,9,3,7,8,2,5,2,4,9,0,7,5,5,6,10,0,8,7,10,7,3,0,3,6,9,3,4,0,7,7,0,2,7,9,5,5,7,10,0,6,7,4,8,1,5,4,1,10,0
n163,8,7,9,7,1,3,2,5,1,1,1,6,0,0,6,4,6,8,1,1,2,9,3,7,8,2,5,2,4,9,0,7,5,5,6,10,9,8,4,10,7,3,1,3,6,9,3,4,0,7,7,0,2,7,9,5,5,7,10,0,6,7,4,8,1,5,4,1,10,0
n172,8,9,9,7,1,3,2,5,1,1,1,6,0,0,6,4,6,0,1,1,2,9,7,7,8,2,5,2,4,9,0,0,5,3,6,10,1,8,0,10,7,3,7,3,6,9,3,1,0,7,1,2,0,0,0,5,4,7,10,4,3,7,4,9,1,5,4,0,0,0
n171,8,9,9,7,1,3,2,5,1,1,1,6,0,0,6,4,6,0,1,1,2,9,7,7,8,2,5,2,4,9,0,0,5,3,6,10,1,8,9,10,7,3,7,3,6,9,3,1,0,7,1,2,0,0,0,5,4,7,10,4,3,7,4,9,1,5,4,0,0,0
n174,8,9,9,7,1,3,2,5,1,1,1,6,0,0,6,4,6,0,1,1,2,9,7,7,8,2,5,2,4,9,0,0,5,3,6,10,0,8,4,10,7,3,7,3,6,9,3,0,0,7,1,2,10,0,10,5,4,7,10,6,3,7,4,9,1,5,4,0,0,4
n173,8,9,9,7,1,3,2,5,1,1,1,6,0,6,6,4,6,0,1,1,2,9,7,7,8,2,5,2,4,9,0,4,5,3,6,10,0,8,4,10,7,3,7,3,6,9,3,0,0,7,1,2,10,0,10,5,4,7,10,6,3,7,4,9,1,5,4,0,5,4
n178,8,0,9,7,1,3,2,5,1,1,1,6,0,0,6,4,6,0,1,1,2,9,7,7,8,2,5,2,4,9,0,0,5,3,6,10,5,8,0,10,7,3,7,3,6,9,3,10,8,7,0,0,0,3,8,5,8,7,10,10,9,7,4,6,1,5,4,7,3,8
n177,8,0,9,7,1,3,2,5,1,1,1,6,0,0,6,4,6,3,1,1,2,9,7,7,8,2,5,2,4,9,0,0,5,3,6,10,0,8,0,10,7,3,7,3,6,9,3,10,8,7,0,0,1,3,0,5,8,7,10,10,0,7,4,6,1,5,4,7,3,8
n180,8,2,9,7,1,3,2,5,1,1,1,6,0,0,6,4,6,0,1,1,2,9,7,7,8,2,5,2,4,9,9,0,5,3,6,10,1,8,0,10,7,3,7,3,6,9,3,10,8,7,0,0,0,0,0,5,8,7,10,10,0,7,4,6,1,5,4,7,3,8
n179,8,2,9,7,1,3,2,5,1,1,1,6,0,0,6,4,6,0,1,1,2,9,7,7,8,2,5,2,4,9,9,0,5,3,6,10,1,8,0,10,7,3,7,3,6,9,3,10,8,7,0,0,0,0,5,5,8,7,10,10,10,7,4,6,1,5,4,7,3,8
n186,8,8,9,7,1,3,2,5,1,1,1,6,0,8,6,4,6,0,1,1,2,9,7,7,8,2,5,2,4,9,9,7,5,0,6,10,0,8,3,10,7,3,7,3,6,9,3,0,0,7,9,6,7,1,0,5,0,7,10,3,0,7,4,0,1,5,4,3,7,8
n185,8,10,9,7,1,3,2,5,1,1,1,6,0,8,6,4,6,0,1,1,2,9,7,7,8,2,5,2,4,9,9,9,5,0,6,10,0,8,0,10,7,3,7,3,6,9,3,0,0,7,0,6,7,1,1,5,6,7,10,3,0,7,4,0,1,5,4,3,7,8
n188,8,2,9,7,1,3,2,5,1,1,1,6,0,1,6,4,6,0,1,1,2,9,7,7,8,2,5,2,4,9,9,0,5,0,6,10,5,8,0,10,7,3,7,3,6,9,3,0,0,7,0,6,0,8,0,5,4,7,10,3,0,7,4,0,1,5,4,3,0,0
n187,8,2,9,7,1,3,2,5,1,1,1,6,0,1,6,4,6,0,1,1,2,9,7,7,8,2,5,2,4,9,9,0,5,0,6,10,5,8,0,10,7,3,7,3,6,9,3,0,0,7,0,6,0,9,0,5,4,7,10,3,0,7,4,0,1,5,4,3,0,4
n192,8,0,9,7,1,3,2,5,1,1,1,6,0,0,6,4,6,0,1,1,2,9,7,7,8,2,5,2,4,9,8,7,5,0,6,10,2,8,5,10,7,3,7,3,6,9,3,0,10,7,5,0,5,2,0,5,0,7,10,3,0,7,4,0,1,5,4,0,4,0
n191,8,0,9,7,1,3,2,5,1,1,1,6,7,0,6,4,6,0,1,1,2,9,7,7,8,2,5,2,4,9,8,8,5,0,6,10,2,8,5,10,7,3,7,3,6,9,3,0,10,7,5,0,5,7,0,5,2,7,10,3,0,7,4,4,1,5,4,0,4,0
