cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70
n54,2,5,9,9,10,8,6,0,2,5,7,1,4,3,2,6,2,1,0,3,4,9,10,0,8,4,6,8,0,4,9,3,9,3,0,7,3,1,10,5,9,5,0,1,9,4,2,6,9,3,0,7,10,1,7,7,9,8,10,1,5,2,0,2,1,3,10,0,7,8
n53,2,5,9,9,10,8,6,6,2,5,7,1,4,3,2,6,2,1,0,3,4,9,10,8,8,4,6,8,0,4,9,3,9,3,0,7,3,1,10,5,9,5,6,1,9,4,2,6,9,3,0,7,10,1,7,0,9,8,10,1,5,2,0,2,1,3,10,0,7,8
n60,2,5,9,9,10,8,6,10,2,5,7,1,4,3,2,6,2,1,9,3,0,9,6,0,0,4,8,0,4,4,9,3,0,3,1,7,0,1,10,5,9,5,6,1,8,4,2,6,9,3,8,7,10,1,7,10,9,8,10,1,5,0,0,2,1,5,10,0,7,8
n59,2,5,9,9,10,8,6,10,2,5,7,1,4,3,2,6,2,1,9,3,0,9,6,9,6,4,8,2,4,4,9,3,5,3,1,7,0,1,10,5,9,5,0,1,8,4,2,6,9,3,8,7,10,1,7,10,9,8,10,1,5,0,0,2,1,5,10,0,7,8
n62,2,5,9,9,10,8,6,10,2,5,7,1,4,3,2,6,2,1,0,3,0,9,6,0,9,4,8,0,4,4,9,3,0,3,1,7,0,1,10,5,9,5,0,1,8,4,2,6,9,3,8,7,10,1,7,10,9,8,10,1,5,0,3,2,1,5,10,0,7,8
n61,2,5,9,9,10,8,6,10,2,5,7,1,4,3,2,6,2,1,0,3,9,9,6,8,9,4,8,0,4,4,9,3,0,3,1,7,0,1,10,5,9,5,8,1,8,4,2,6,9,3,8,7,10,1,7,10,9,8,10,1,5,3,0,2,1,5,10,0,7,8
n66,2,5,9,9,10,8,6,2,2,5,7,1,4,3,2,6,2,1,0,3,0,9,9,1,1,4,9,3,0,4,9,3,0,3,1,7,5,1,10,5,9,5,0,1,0,4,2,6,9,3,6,7,10,1,7,0,9,0,10,1,5,0,5,2,1,5,10,5,7,8
n65,2,5,9,9,10,8,6,2,2,5,7,1,4,3,2,6,2,1,0,3,0,9,9,0,1,4,0,3,0,4,9,3,0,3,1,7,5,1,10,5,9,5,0,1,0,4,2,6,9,3,6,7,10,1,7,0,9,0,10,1,5,0,5,2,1,5,10,5,7,8
n68,2,5,9,9,10,8,6,0,2,5,7,1,4,3,2,6,2,1,0,3,8,9,9,0,1,4,1,0,0,4,9,3,0,3,1,7,5,1,10,5,9,5,10,1,0,4,2,6,9,3,6,7,10,1,7,6,9,6,10,1,5,3,5,2,1,5,10,0,7,8
n67,2,5,9,9,10,8,6,0,2,5,7,1,4,3,2,6,2,1,0,3,0,9,9,0,1,4,1,0,0,4,9,3,0,3,1,7,5,1,10,5,9,5,10,1,0,4,2,6,9,3,6,7,10,1,7,6,9,6,10,1,5,0,5,2,1,5,10,0,7,8
n78,2,5,9,9,10,8,6,2,2,5,7,1,4,3,7,6,2,1,7,3,0,0,4,0,2,4,9,0,3,4,9,3,2,3,10,7,0,3,10,5,9,5,0,1,5,4,2,2,1,3,0,7,10,0,1,0,9,7,10,1,5,8,9,0,1,4,0,6,7,8
n77,2,5,9,9,10,8,6,2,2,5,7,1,4,3,7,6,2,1,7,3,6,0,4,0,2,4,9,1,3,4,9,3,2,3,10,7,0,3,10,5,9,5,0,1,5,4,2,2,0,3,0,7,10,0,1,0,9,7,10,1,5,8,9,0,1,4,0,6,7,8
n80,2,5,9,9,10,8,6,2,2,5,7,1,4,3,7,6,2,1,8,3,0,0,4,0,2,4,1,0,3,4,9,3,2,3,10,7,0,3,10,5,9,5,0,1,0,4,2,2,7,3,0,7,10,5,1,0,9,7,10,1,5,8,9,0,1,4,0,6,7,8
n79,2,5,9,9,10,8,6,2,2,5,7,1,4,3,7,6,2,1,9,3,3,5,4,0,2,4,0,0,3,4,9,3,2,3,10,7,1,3,10,5,9,5,0,1,10,4,2,2,7,3,0,7,10,5,1,0,9,7,10,1,5,8,9,0,1,4,0,6,7,8
n84,2,5,9,9,10,8,6,2,2,5,7,1,4,3,7,6,2,1,0,3,0,0,4,0,2,4,2,0,3,4,9,3,2,3,10,7,8,3,10,5,9,5,0,1,5,4,2,2,1,3,0,7,10,0,1,0,9,7,10,1,5,8,9,7,1,4,9,0,7,8
n83,2,5,9,9,10,8,6,2,2,5,7,1,4,3,7,6,2,1,0,3,2,0,4,0,2,4,2,0,3,4,9,3,2,3,10,7,8,3,10,5,9,5,0,1,5,4,2,2,1,3,7,7,10,10,1,0,9,7,10,1,5,8,9,7,1,4,9,0,7,8
n86,2,5,9,9,10,8,6,2,2,5,7,1,4,3,7,6,2,1,0,3,0,0,4,10,2,4,2,6,3,4,9,3,2,3,10,7,8,3,10,5,9,5,5,1,0,4,2,2,1,3,5,7,10,0,1,0,9,7,10,1,5,8,9,7,1,4,1,0,7,8
n85,2,5,9,9,10,8,6,2,2,5,7,1,4,3,7,6,2,1,0,3,0,0,4,10,2,4,2,6,3,4,9,3,2,3,10,7,8,3,10,5,9,5,5,1,0,4,2,2,1,3,1,7,10,8,1,0,9,7,10,1,5,8,9,7,1,4,1,0,7,8
n92,2,5,9,9,10,8,6,0,2,5,7,1,4,3,0,6,2,1,0,3,6,0,4,0,2,4,4,1,8,4,9,3,2,3,10,7,8,3,10,5,9,5,3,1,10,4,2,2,0,3,2,7,10,0,0,0,9,7,10,1,5,8,3,0,1,4,0,8,7,8
n91,2,5,9,9,10,8,6,0,2,5,7,1,4,3,0,6,2,1,7,3,6,0,4,0,2,4,4,1,8,4,9,3,2,3,10,7,1,3,10,5,9,5,3,1,10,4,2,2,0,3,2,7,10,0,0,0,9,7,10,1,5,8,3,0,1,4,0,8,7,8
n94,2,5,9,9,10,8,6,6,2,5,7,1,4,3,0,6,2,1,0,3,6,0,4,1,2,4,4,1,0,4,9,3,2,3,10,7,0,3,10,5,9,5,3,1,10,4,2,2,0,3,2,7,10,9,0,2,9,7,10,1,5,8,3,0,1,4,0,8,7,8
n93,2,5,9,9,10,8,6,6,2,5,7,1,4,3,0,6,2,1,4,3,6,0,4,0,2,4,4,1,0,4,9,3,2,3,10,7,0,3,10,5,9,5,3,1,10,4,2,2,0,3,2,7,10,0,0,2,9,7,10,1,5,8,3,5,1,4,0,8,7,8
n98,2,5,9,9,10,8,6,0,2,5,7,1,4,3,2,6,2,1,6,3,0,7,4,2,2,4,0,1,0,4,9,3,2,3,10,7,10,3,10,5,9,5,10,1,9,4,2,2,0,3,2,7,10,1,5,3,9,7,10,1,5,8,10,3,1,4,8,8,7,8
n97,2,5,9,9,10,8,6,0,2,5,7,1,4,3,2,6,2,1,6,3,0,7,4,2,2,4,0,1,0,4,9,3,2,3,10,7,10,3,10,5,9,5,10,1,9,4,2,2,0,3,2,7,10,1,0,3,9,7,10,1,5,8,8,3,1,4,8,8,7,8
n100,2,5,9,9,10,8,6,0,2,5,7,1,4,3,2,6,2,1,6,3,0,2,4,2,2,4,0,1,0,4,9,3,2,3,10,7,10,3,10,5,9,5,0,1,9,4,2,2,0,3,2,7,10,1,6,10,9,7,10,1,5,8,8,0,1,4,8,8,7,8
n99,2,5,9,9,10,8,6,0,2,5,7,1,4,3,2,6,2,1,6,3,5,2,4,2,2,4,0,1,1,4,9,3,2,3,10,7,10,3,10,5,9,5,0,1,9,4,2,2,0,3,2,7,10,1,0,10,9,7,10,1,5,8,8,0,1,4,8,8,7,8
n108,2,5,9,9,10,8,6,0,2,5,7,1,4,3,4,6,2,1,7,3,0,5,4,4,2,4,6,0,0,4,9,3,10,3,2,7,0,0,10,5,9,5,5,1,1,4,2,2,3,3,3,7,10,5,7,0,9,7,10,1,5,8,0,3,1,4,0,0,7,8
n107,2,5,9,9,10,8,6,2,2,5,7,1,4,3,4,6,2,1,7,3,0,0,4,4,2,4,6,0,0,4,9,3,10,3,2,7,8,2,10,5,9,5,5,1,1,4,2,2,3,3,3,7,10,5,7,0,9,7,10,1,5,8,0,3,1,4,0,0,7,8
n110,2,5,9,9,10,8,6,0,2,5,7,1,4,3,4,6,2,1,0,3,0,0,4,0,2,4,6,0,0,4,9,3,3,3,2,7,6,0,10,5,9,5,5,1,1,4,2,2,3,3,3,7,10,5,7,1,9,7,10,1,5,8,2,3,1,4,0,4,7,8
n109,2,5,9,9,10,8,6,0,2,5,7,1,4,3,4,6,2,1,0,3,0,0,4,0,2,4,6,9,2,4,9,3,3,3,2,7,6,8,10,5,9,5,5,1,1,4,2,2,3,3,3,7,10,5,7,1,9,7,10,1,5,8,2,3,1,4,3,4,7,8
n114,2,5,9,9,10,8,6,5,2,5,7,1,4,3,4,6,2,1,0,3,0,8,4,3,2,4,6,3,10,4,9,3,0,3,2,7,6,0,10,5,9,5,5,1,1,4,2,2,0,3,0,7,10,5,7,0,9,7,10,1,5,8,6,3,1,4,0,2,7,8
n113,2,5,9,9,10,8,6,5,2,5,7,1,4,3,4,6,2,1,9,3,0,8,4,3,2,4,6,0,10,4,9,3,0,3,2,7,6,0,10,5,9,5,5,1,1,4,2,2,0,3,0,7,10,5,7,0,9,7,10,1,5,8,6,3,1,4,0,2,7,8
n116,2,5,9,9,10,8,6,0,2,5,7,1,4,3,4,6,2,1,0,3,0,8,4,3,2,4,6,0,10,4,9,3,0,3,2,7,6,5,10,5,9,5,5,1,1,4,2,2,0,3,0,7,10,5,7,0,9,7,10,1,5,8,6,3,1,4,2,0,7,8
n115,2,5,9,9,10,8,6,0,2,5,7,1,4,3,4,6,2,1,0,3,0,8,4,3,2,4,6,0,10,4,9,3,0,3,2,7,6,5,10,5,9,5,5,1,1,4,2,2,0,3,0,7,10,5,7,0,9,7,10,1,5,8,6,3,1,4,2,6,7,8
n122,2,5,9,9,10,8,6,0,2,5,7,1,4,3,10,6,2,1,0,3,4,2,4,0,2,4,6,0,0,4,9,3,0,3,2,7,8,0,10,5,9,5,1,1,4,4,2,2,10,3,0,7,10,5,1,2,9,7,10,1,5,8,0,0,1,4,8,6,7,8
n121,2,5,9,9,10,8,6,5,2,5,7,1,4,3,10,6,2,1,0,3,4,2,4,0,2,4,6,5,0,4,9,3,0,3,2,7,8,0,10,5,9,5,1,1,4,4,2,2,10,3,5,7,10,5,1,5,9,7,10,1,5,8,8,0,1,4,8,6,7,8
n124,2,5,9,9,10,8,6,0,2,5,7,1,4,3,10,6,2,1,0,3,4,2,4,0,2,4,6,0,0,4,9,3,0,3,2,7,8,0,10,5,9,5,1,1,4,4,2,2,0,3,0,7,10,5,1,0,9,7,10,1,5,8,0,0,1,4,8,6,7,8
n123,2,5,9,9,10,8,6,0,2,5,7,1,4,3,10,6,2,1,0,3,4,2,4,1,2,4,6,2,0,4,9,3,0,3,2,7,8,0,10,5,9,5,1,1,4,4,2,2,0,3,0,7,10,5,1,0,9,7,10,1,5,8,0,0,1,4,8,6,7,8
n128,2,5,9,9,10,8,6,0,2,5,7,1,4,3,10,6,2,1,6,3,0,2,4,0,2,4,6,8,4,4,9,3,0,3,2,7,8,9,10,5,9,5,0,1,5,4,2,2,0,3,3,7,10,5,3,0,9,7,10,1,5,8,10,10,1,4,8,6,7,8
n127,2,5,9,9,10,8,6,0,2,5,7,1,4,3,10,6,2,1,0,3,0,2,4,0,2,4,6,8,4,4,9,3,0,3,2,7,8,9,10,5,9,5,9,1,5,4,2,2,0,3,3,7,10,5,3,0,9,7,10,1,5,8,0,10,1,4,8,6,7,8
n130,2,5,9,9,10,8,6,0,2,5,7,1,4,3,10,6,2,1,0,3,7,2,4,0,2,4,6,8,4,4,9,3,0,3,2,7,8,9,10,5,9,5,2,1,8,4,2,2,0,3,0,7,10,5,3,0,9,7,10,1,5,8,0,0,1,4,8,6,7,8
n129,2,5,9,9,10,8,6,0,2,5,7,1,4,3,10,6,2,1,0,3,7,2,4,0,2,4,6,8,4,4,9,3,0,3,2,7,8,9,10,5,9,5,2,1,8,4,2,2,0,3,5,7,10,5,3,0,9,7,10,1,5,8,0,0,1,4,8,6,7,8
n142,2,5,9,9,10,2,6,9,2,5,7,1,4,3,8,6,3,1,0,3,5,0,5,4,6,4,8,8,1,4,7,3,7,3,0,7,6,9,6,5,9,0,4,1,6,4,2,6,0,3,4,7,0,1,9,1,9,10,10,1,5,8,4,0,1,1,1,0,4,9
n141,2,5,9,9,10,2,6,9,2,5,7,1,4,3,0,6,3,1,5,3,5,4,0,4,6,4,0,8,1,4,7,3,7,3,0,7,6,9,6,5,9,0,4,1,6,4,2,6,0,3,4,7,0,1,9,1,9,10,10,1,5,0,4,0,1,1,1,0,4,9
n144,2,5,9,9,10,2,6,9,2,5,7,1,4,3,0,6,3,1,0,3,5,7,0,4,6,4,3,8,1,4,0,3,7,3,0,7,6,9,6,5,9,0,4,1,6,4,2,6,1,3,4,7,8,1,9,1,9,10,10,1,5,7,4,0,1,1,1,2,4,9
n143,2,5,9,9,10,2,6,9,2,5,7,1,4,3,0,6,3,1,0,3,5,7,0,4,6,4,3,8,1,4,8,3,7,3,0,7,6,9,6,5,9,0,4,1,6,4,2,6,7,3,4,7,9,1,9,1,9,10,10,1,5,0,4,0,1,1,1,2,4,9
n148,2,5,9,9,10,2,6,9,2,5,7,1,4,3,0,6,3,1,8,3,0,10,0,4,6,4,1,8,1,4,1,3,7,3,0,7,4,9,0,5,9,2,4,1,6,4,2,0,0,3,4,7,9,1,9,1,9,0,10,1,5,0,4,2,1,1,0,6,4,0
n147,2,5,9,9,10,2,6,9,2,5,7,1,4,3,0,6,0,1,8,3,0,4,0,4,6,4,1,8,1,4,1,3,7,3,0,7,4,9,0,5,9,2,4,1,6,4,2,0,0,3,4,7,9,1,9,1,9,0,10,1,5,0,4,0,1,1,3,6,4,0
n150,2,5,9,9,10,2,6,9,2,5,7,1,4,3,1,6,0,1,0,3,0,8,9,4,6,4,1,8,1,4,0,3,7,3,0,7,0,9,0,5,9,2,4,1,6,4,2,0,9,3,4,7,9,1,9,1,9,0,10,1,5,0,4,0,1,1,7,0,4,0
n149,2,5,9,9,10,2,6,9,2,5,7,1,4,3,0,6,0,1,0,3,7,8,9,4,6,4,1,8,1,4,1,3,7,3,0,7,7,9,8,5,9,2,4,1,6,4,2,0,0,3,4,7,9,1,9,1,9,0,10,1,5,0,4,0,1,1,7,0,4,4
n156,2,5,9,9,10,2,6,9,2,5,7,1,4,3,0,6,0,1,1,3,1,7,8,4,3,4,10,8,6,4,4,3,7,3,3,7,0,9,6,5,9,5,7,1,6,4,2,8,0,3,4,7,3,1,0,1,9,0,10,1,5,5,0,8,1,1,0,0,4,0
n155,2,5,9,9,10,2,6,9,2,5,7,1,4,3,10,6,0,1,0,3,0,7,8,4,3,4,10,8,6,4,4,3,7,3,3,7,0,9,6,5,9,5,7,1,6,4,2,8,0,3,4,7,3,1,0,1,9,0,10,1,5,0,0,8,1,1,0,0,4,0
n158,2,5,9,9,10,2,6,9,2,5,7,1,4,3,3,6,3,1,0,3,0,7,8,4,3,4,10,8,6,4,4,3,7,3,3,7,0,9,6,5,9,5,10,1,6,4,2,8,1,3,4,7,3,1,5,1,9,0,10,1,5,0,0,0,1,1,0,7,4,9
n157,2,5,9,9,10,2,6,9,2,5,7,1,4,3,8,6,3,1,0,3,0,7,8,4,3,4,10,8,6,4,4,3,7,3,3,7,0,9,6,5,9,5,0,1,6,4,2,8,0,3,4,7,3,1,0,1,9,0,10,1,5,0,0,0,1,1,0,7,4,4
n162,2,5,9,9,10,2,6,9,2,5,7,1,4,3,0,6,0,1,0,3,8,3,0,4,3,4,2,8,6,4,0,3,7,3,3,7,0,9,6,5,9,5,10,1,6,4,2,0,0,3,4,7,3,1,0,1,9,0,10,1,5,0,9,0,1,1,5,0,4,8
n161,2,5,9,9,10,2,6,9,2,5,7,1,4,3,0,6,0,1,0,3,8,3,0,4,3,4,0,8,6,4,0,3,7,3,3,7,0,9,6,5,9,5,0,1,6,4,2,0,0,3,4,7,3,1,10,1,9,0,10,1,5,0,0,2,1,1,5,7,4,8
n164,2,5,9,9,10,2,6,9,2,5,7,1,4,3,6,6,0,1,0,3,8,3,0,4,3,4,0,8,6,4,9,3,7,3,3,7,0,9,6,5,9,5,0,1,6,4,2,6,0,3,4,7,3,1,0,1,9,0,10,1,5,0,0,0,1,1,5,0,4,8
n163,2,5,9,9,10,2,6,9,2,5,7,1,4,3,6,6,0,1,0,3,8,3,10,4,3,4,1,8,6,4,9,3,7,3,3,7,0,9,6,5,9,5,2,1,6,4,2,0,0,3,4,7,3,1,0,1,9,8,10,1,5,0,0,0,1,1,5,0,4,8
n172,2,5,9,9,10,0,6,9,2,5,7,1,4,3,8,6,0,1,1,3,0,0,0,4,0,4,5,8,0,4,0,3,7,3,1,7,0,5,8,5,9,9,8,1,6,4,2,0,0,3,4,7,0,6,6,1,9,0,10,1,5,8,0,0,1,1,10,9,7,1
n171,2,5,9,9,10,0,6,9,2,5,7,1,4,3,0,6,0,1,8,3,7,0,0,4,8,4,0,8,0,4,0,3,7,3,1,7,0,5,8,5,9,9,8,1,6,4,2,0,0,3,4,7,0,6,6,1,9,0,10,1,5,8,0,3,1,1,10,9,7,1
n174,2,5,9,9,10,0,6,9,2,5,7,1,4,3,0,6,6,1,0,3,2,0,0,4,0,4,1,8,0,4,0,3,7,3,1,7,0,5,8,5,9,9,1,1,6,4,2,0,0,3,4,7,4,6,6,1,9,0,10,1,5,8,0,0,1,1,0,9,7,1
n173,2,5,9,9,10,0,6,9,2,5,7,1,4,3,0,6,6,1,0,3,2,0,0,4,0,4,0,8,0,4,0,3,7,3,1,7,0,5,8,5,9,9,1,1,6,4,2,0,0,3,4,7,4,6,6,1,9,0,10,1,5,8,0,8,1,1,0,9,7,1
n178,2,5,9,9,10,0,6,9,2,5,7,1,4,3,4,6,0,1,4,3,0,0,5,4,0,4,10,8,0,4,3,3,7,3,1,7,0,5,8,5,9,9,0,1,6,4,2,0,0,3,4,7,1,6,6,1,9,0,10,1,5,10,6,0,1,1,0,9,7,1
n177,2,5,9,9,10,0,6,9,2,5,7,1,4,3,4,6,0,1,4,3,0,0,0,4,0,4,10,8,0,4,3,3,7,3,1,7,0,5,8,5,9,9,0,1,6,4,2,0,0,3,4,7,1,6,6,1,9,0,10,1,5,10,6,0,1,1,0,9,7,1
n180,2,5,9,9,10,2,6,9,2,5,7,1,4,3,2,6,0,1,0,3,0,0,8,4,8,4,0,8,0,4,3,3,7,3,1,7,10,5,8,5,9,9,0,1,6,4,2,9,0,3,4,7,0,6,6,1,9,0,10,1,5,0,6,0,1,1,3,9,7,1
n179,2,5,9,9,10,2,6,9,2,5,7,1,4,3,2,6,0,1,0,3,8,0,0,4,8,4,4,8,0,4,3,3,7,3,1,7,9,5,8,5,9,9,0,1,6,4,2,0,0,3,4,7,0,6,6,1,9,0,10,1,5,0,6,0,1,1,0,9,7,1
n186,2,5,9,9,10,6,6,9,2,5,7,1,4,3,10,6,6,1,0,3,0,0,4,4,0,4,0,8,0,4,0,3,7,3,0,7,0,0,8,5,9,9,4,1,6,4,2,3,0,3,4,7,10,6,6,1,9,8,10,1,5,9,1,2,1,1,9,9,7,0
n185,2,5,9,9,10,6,6,9,2,5,7,1,4,3,10,6,6,1,0,3,0,0,4,4,0,4,0,8,0,4,0,3,7,3,2,7,2,0,8,5,9,9,4,1,6,4,2,3,3,3,4,7,10,6,6,1,9,8,10,1,5,9,1,0,1,1,9,9,7,0
n188,2,5,9,9,10,0,6,9,2,5,7,1,4,3,10,6,6,1,0,3,0,0,4,4,0,4,5,8,0,4,2,3,7,3,0,7,0,0,8,5,9,9,4,1,6,4,2,3,0,3,4,7,0,6,6,1,9,4,10,1,5,9,0,0,1,1,9,9,7,0
n187,2,5,9,9,10,0,6,9,2,5,7,1,4,3,10,6,6,1,0,3,4,0,4,4,2,4,0,8,0,4,0,3,7,3,0,7,0,0,8,5,9,9,4,1,6,4,2,3,0,3,4,7,0,6,6,1,9,4,10,1,5,9,0,0,1,1,9,9,7,0
n192,2,5,9,9,10,0,6,9,2,5,7,1,4,3,5,6,6,1,6,3,4,0,5,4,7,4,5,8,6,4,7,3,7,3,0,7,5,2,8,5,9,9,0,1,6,4,2,3,0,3,4,7,0,6,6,1,9,0,10,1,5,9,0,4,1,1,6,9,7,0
n191,2,5,9,9,10,6,6,9,2,5,7,1,4,3,5,6,6,1,7,3,0,10,5,4,7,4,5,8,6,4,7,3,7,3,4,7,5,2,8,5,9,9,2,1,6,4,2,3,3,3,4,7,0,6,6,1,9,8,10,1,5,9,4,4,1,1,9,9,7,8
