cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50
n124,2,3,0,1,8,4,0,7,2,7,1,2,6,1,0,1,4,0,9,4,0,1,7,2,4,2,4,5,4,6,0,7,0,0,6,6,2,0,10,4,3,0,5,8,3,3,1,9,7,0
n123,2,3,0,1,8,4,0,7,2,7,1,2,6,1,3,1,4,0,9,4,5,1,7,2,4,2,4,5,4,6,4,7,4,2,6,6,2,0,10,4,3,1,5,8,3,3,1,9,7,0
n128,2,3,0,1,8,4,0,7,2,7,1,2,0,1,1,1,4,6,9,4,0,0,7,0,4,2,4,5,4,6,0,7,8,5,6,6,2,0,10,4,0,2,5,1,3,3,1,9,6,2
n127,2,3,0,1,8,4,0,7,2,7,1,2,4,1,1,1,4,0,9,4,3,0,7,0,4,2,4,5,4,6,0,7,8,5,6,6,2,0,10,4,0,2,5,1,3,3,1,9,6,2
n130,2,3,0,1,8,4,0,7,2,7,1,2,6,1,1,1,4,0,9,4,5,0,7,0,4,2,4,5,4,6,0,7,0,5,6,6,2,0,10,4,0,2,5,1,3,3,1,9,6,7
n129,2,3,0,1,8,4,9,7,2,7,1,2,6,1,1,1,4,0,9,4,5,0,7,0,4,2,4,5,4,6,0,7,0,5,6,6,2,0,10,4,0,2,5,1,3,3,1,9,6,0
n142,2,2,1,1,8,3,3,3,2,7,0,2,3,3,7,2,4,6,9,5,3,5,6,4,4,6,5,5,4,7,2,3,10,7,4,4,0,6,10,0,8,10,5,9,3,3,0,9,9,10
n141,2,2,1,1,8,3,5,3,2,7,0,2,3,3,0,2,4,6,9,5,3,5,6,4,4,6,5,5,4,7,2,3,10,7,4,4,0,6,10,0,8,10,5,9,3,3,0,9,9,10
n144,2,2,1,1,8,3,8,3,2,7,3,2,3,3,0,2,4,6,9,5,3,5,6,0,4,6,5,5,4,7,2,3,10,7,4,4,0,6,10,0,8,10,5,9,3,3,0,9,9,10
n143,2,2,1,1,8,3,0,3,2,7,3,2,0,3,0,2,4,6,9,5,3,5,6,0,4,6,5,5,4,7,2,3,10,7,4,4,0,6,10,0,8,10,5,9,3,3,0,9,9,10
n148,2,2,1,1,8,3,0,3,2,7,5,2,0,3,5,2,4,6,9,5,3,9,4,0,4,6,5,5,4,7,2,3,10,7,4,4,0,0,10,0,8,10,5,9,3,3,3,9,9,10
n147,2,2,1,1,8,3,0,3,2,7,5,2,0,3,0,2,4,6,9,5,3,9,0,10,4,6,5,5,4,7,2,3,10,7,4,4,0,0,10,9,8,10,5,9,3,3,0,9,9,10
n150,2,2,1,1,8,3,0,3,2,7,1,2,0,3,0,2,4,6,9,5,3,9,8,0,4,6,5,5,4,7,2,3,10,7,4,4,5,7,10,0,8,10,5,9,3,3,0,9,9,10
n149,2,2,1,1,8,3,0,3,2,7,1,2,0,3,0,2,4,6,9,5,3,9,0,0,4,6,5,5,4,7,2,3,10,7,4,4,0,7,10,0,8,10,5,9,3,3,0,9,9,10
n156,2,2,0,1,8,3,0,3,2,7,0,2,0,1,4,2,4,6,9,5,3,9,0,6,4,6,5,5,4,8,2,3,10,7,4,4,0,0,10,3,0,10,5,9,3,3,5,9,5,10
n155,2,2,1,1,8,3,0,3,2,7,0,2,3,1,4,2,4,6,9,5,3,0,0,6,4,6,5,5,4,8,2,3,10,7,4,4,1,0,10,3,0,10,5,9,3,3,5,9,5,10
n158,2,2,5,1,8,3,0,3,2,7,0,2,0,1,4,2,4,6,9,5,3,0,0,2,4,6,5,5,4,0,2,3,10,7,4,4,0,0,10,3,0,10,5,9,3,3,5,9,5,10
n157,2,2,5,1,8,3,8,3,2,7,0,2,0,1,4,2,4,6,9,5,3,0,0,6,4,6,5,5,4,0,2,3,10,7,4,4,0,0,10,3,0,10,5,9,3,3,5,9,5,10
n162,2,2,7,1,8,3,2,3,2,7,2,2,0,1,1,2,4,6,9,5,3,0,4,0,4,6,5,5,4,0,2,3,10,7,0,4,0,3,10,3,1,10,5,9,3,3,5,9,0,10
n161,2,2,0,1,8,3,2,3,2,7,2,2,0,1,1,2,4,6,9,5,3,0,0,0,4,6,5,5,4,0,2,3,10,7,0,4,0,3,10,3,1,10,5,9,3,3,5,9,0,10
n164,2,2,0,1,8,3,10,3,2,7,2,2,0,0,1,2,4,6,9,5,3,8,0,0,4,6,5,5,4,0,2,3,10,7,10,4,0,3,10,3,0,10,5,9,3,3,5,9,5,10
n163,2,2,0,1,8,3,7,3,2,7,2,2,4,0,1,2,4,6,9,5,3,8,0,0,4,6,5,5,4,9,2,3,10,7,10,4,8,3,10,3,0,10,5,9,3,3,5,9,5,10
n172,2,2,0,1,8,3,4,3,2,7,0,2,1,0,0,2,4,8,9,5,3,6,3,9,4,6,5,5,4,2,2,3,10,7,5,4,0,5,10,10,0,10,5,9,3,3,0,9,7,10
n171,2,2,0,1,8,3,4,3,2,7,0,2,1,0,0,2,4,8,9,5,3,6,3,9,4,6,5,5,4,2,2,3,10,7,5,4,0,5,10,10,0,10,5,9,3,3,0,9,7,10
n174,2,2,2,1,8,3,10,3,2,7,4,2,1,0,0,2,4,8,9,5,3,6,3,0,4,6,5,5,4,2,2,3,10,7,5,4,0,5,10,10,0,10,5,9,3,3,0,9,7,10
n173,2,2,2,1,8,3,0,3,2,7,0,2,1,0,0,2,4,8,9,5,3,6,3,0,4,6,5,5,4,2,2,3,10,7,5,4,0,5,10,10,5,10,5,9,3,3,2,9,7,10
n178,2,2,0,1,8,3,0,3,2,7,0,2,1,4,10,2,4,0,9,5,3,0,3,0,4,6,5,5,4,0,2,3,10,7,5,4,0,0,10,0,0,10,5,9,3,3,0,9,0,10
n177,2,2,0,1,8,3,0,3,2,7,0,2,1,4,0,2,4,3,9,5,3,0,3,0,4,6,5,5,4,0,2,3,10,7,5,4,0,5,10,0,0,10,5,9,3,3,0,9,0,10
n180,2,2,0,1,8,3,0,3,2,7,0,2,1,0,0,2,4,0,9,5,3,4,3,0,4,6,5,5,4,0,2,3,10,7,5,4,0,7,10,0,5,10,5,9,3,3,0,9,0,10
n179,2,2,0,1,8,3,10,3,2,7,0,2,1,0,0,2,4,0,9,5,3,4,3,0,4,6,5,5,4,0,2,3,10,7,5,4,0,7,10,0,0,10,5,9,3,3,0,9,3,10
n186,2,2,0,1,8,3,7,3,2,7,2,2,1,0,0,2,4,0,9,5,3,0,3,0,4,6,5,5,4,9,2,3,10,7,0,4,1,8,10,0,0,10,5,9,3,3,9,9,0,10
n185,2,2,2,1,8,3,0,3,2,7,2,2,1,0,0,2,4,2,9,5,3,8,3,0,4,6,5,5,4,9,2,3,10,7,0,4,1,8,10,0,0,10,5,9,3,3,9,9,0,10
n188,2,2,0,1,8,3,0,3,2,7,2,2,1,0,0,2,4,7,9,5,3,0,3,0,4,6,5,5,4,9,2,3,10,7,3,4,1,8,10,0,0,10,5,9,3,3,9,9,8,10
n187,2,2,1,1,8,3,5,3,2,7,2,2,1,0,4,2,4,7,9,5,3,0,3,6,4,6,5,5,4,9,2,3,10,7,0,4,1,8,10,0,0,10,5,9,3,3,9,9,0,10
n192,2,2,8,1,8,3,10,3,2,7,0,2,1,9,0,2,4,2,9,5,3,3,3,7,4,6,5,5,4,9,2,3,10,7,0,4,0,8,10,0,0,10,5,9,3,3,0,9,0,10
n191,2,2,8,1,8,3,10,3,2,7,0,2,1,9,0,2,4,2,9,5,3,0,3,7,4,6,5,5,4,9,2,3,10,7,0,4,0,8,10,0,0,10,5,9,3,3,0,9,0,10
n194,2,2,9,1,8,3,10,3,2,7,8,2,1,9,0,2,4,0,9,5,3,0,3,7,4,6,5,5,4,9,2,3,10,7,0,4,4,8,10,0,0,10,5,9,3,3,0,9,0,10
n193,2,2,0,1,8,3,10,3,2,7,0,2,1,9,0,2,4,0,9,5,3,0,3,7,4,6,5,5,4,9,2,3,10,7,0,4,4,8,10,0,0,10,5,9,3,3,0,9,0,10
n204,2,2,3,1,8,3,9,0,2,7,2,2,0,2,3,2,4,0,9,10,3,8,5,0,4,6,1,5,4,4,3,5,10,7,1,4,3,0,10,2,0,10,5,1,3,3,6,9,1,10
n203,2,2,3,1,8,3,9,6,2,7,2,2,0,2,3,2,4,0,9,10,3,8,5,0,4,6,1,5,4,4,3,5,10,7,1,4,3,0,10,2,0,10,5,0,3,3,6,9,1,10
n206,2,2,3,1,8,3,9,0,2,7,2,2,1,2,3,2,4,0,9,10,3,8,0,0,4,6,1,5,4,4,3,5,10,7,1,4,3,7,10,2,6,10,5,0,3,3,6,9,1,10
n205,2,2,3,1,8,3,9,0,2,7,2,2,0,2,3,2,4,0,9,10,3,8,8,0,4,6,1,5,4,4,3,5,10,7,1,4,3,0,10,2,0,10,5,0,3,3,6,9,1,10
n210,2,2,9,1,8,3,9,0,2,7,2,2,9,0,3,2,4,0,9,10,3,0,1,0,4,6,1,5,4,4,3,5,10,7,1,4,3,6,10,2,2,10,5,0,3,3,6,9,1,10
n209,2,2,9,1,8,3,9,0,2,7,2,2,9,7,3,2,4,0,9,10,3,0,0,0,4,6,1,5,4,4,3,5,10,7,1,4,3,6,10,2,2,10,5,0,3,3,6,9,1,10
n212,2,2,9,1,8,3,9,7,2,7,2,2,0,0,3,2,4,0,9,10,3,0,8,4,4,6,1,5,4,4,3,5,10,7,1,4,3,6,10,2,2,10,5,0,3,3,6,9,1,10
n211,2,2,9,1,8,3,9,0,2,7,2,2,0,0,3,2,4,0,9,10,3,0,8,3,4,6,1,5,4,4,3,5,10,7,1,4,3,6,10,2,2,10,5,0,3,3,6,9,1,10
n218,2,2,10,1,8,3,9,1,2,7,2,2,1,2,3,2,4,0,9,10,3,4,5,0,4,6,1,5,4,4,3,0,10,7,1,4,3,8,10,2,0,10,5,0,3,3,7,9,1,10
n217,2,2,10,1,8,3,9,0,2,7,2,2,0,2,3,2,4,0,9,10,3,4,5,6,4,6,1,5,4,4,3,9,10,7,1,4,3,8,10,2,0,10,5,0,3,3,0,9,1,10
n220,2,2,10,1,8,3,9,7,2,7,2,2,0,2,3,2,4,0,9,10,3,0,5,2,4,6,1,5,4,4,3,0,10,7,1,4,3,8,10,2,9,10,5,0,3,3,0,9,1,10
n219,2,2,10,1,8,3,9,7,2,7,2,2,0,2,3,2,4,0,9,10,3,0,5,2,4,6,1,5,4,4,3,0,10,7,1,4,3,8,10,2,9,10,5,0,3,3,3,9,1,10
n224,2,2,0,1,8,3,9,0,2,7,2,2,5,2,3,2,4,8,9,10,3,2,0,3,4,6,1,5,4,4,3,1,10,7,1,4,3,8,10,2,0,10,5,0,3,3,0,9,1,10
n223,2,2,0,1,8,3,9,0,2,7,2,2,0,2,3,2,4,8,9,10,3,2,0,0,4,6,1,5,4,4,3,0,10,7,1,4,3,8,10,2,4,10,5,0,3,3,5,9,1,10
n226,2,2,0,1,8,3,9,0,2,7,2,2,0,2,3,2,4,8,9,10,3,1,0,0,4,6,1,5,4,4,3,0,10,7,1,4,3,8,10,2,0,10,5,4,3,3,2,9,1,10
n225,2,2,0,1,8,3,9,0,2,7,2,2,9,2,3,2,4,8,9,10,3,1,3,6,4,6,1,5,4,4,3,0,10,7,1,4,3,8,10,2,0,10,5,4,3,3,2,9,1,10
n234,2,2,8,1,8,3,0,3,2,7,2,2,0,1,5,2,4,2,9,10,3,0,3,0,4,6,1,5,4,4,3,2,10,7,2,4,3,0,10,2,0,10,5,0,3,3,0,9,9,10
n233,2,2,8,1,8,3,0,3,2,7,2,2,4,1,5,2,4,2,9,10,3,4,3,4,4,6,1,5,4,4,3,2,10,7,2,4,3,0,10,2,4,10,5,0,3,3,0,9,9,10
n236,2,2,8,1,8,3,8,3,2,7,2,2,0,1,5,2,4,2,9,10,3,0,3,0,4,6,1,5,4,4,3,2,10,7,0,4,3,0,10,2,0,10,5,0,3,3,7,9,9,10
n235,2,2,8,1,8,3,0,3,2,7,2,2,0,1,5,2,4,2,9,10,3,0,3,0,4,6,1,5,4,4,3,2,10,7,0,4,3,0,10,2,4,10,5,0,3,3,7,9,9,10
n240,2,2,8,1,8,3,0,3,2,7,2,2,10,1,0,2,4,1,9,10,3,0,9,8,4,6,1,5,4,4,3,1,10,7,0,4,3,7,10,2,7,10,5,8,3,3,0,9,9,10
n239,2,2,8,1,8,3,0,3,2,7,2,2,0,1,0,2,4,1,9,10,3,0,9,0,4,6,1,5,4,4,3,1,10,7,0,4,3,0,10,2,7,10,5,8,3,3,5,9,9,10
n242,2,2,8,1,8,3,0,3,2,7,2,2,0,1,0,2,4,1,9,10,3,0,9,0,4,6,1,5,4,4,3,0,10,7,0,4,3,0,10,2,7,10,5,0,3,3,2,9,9,10
n241,2,2,8,1,8,3,0,3,2,7,2,2,0,1,0,2,4,1,9,10,3,0,9,0,4,6,1,5,4,4,3,0,10,7,0,4,3,0,10,2,7,10,5,0,3,3,0,9,9,10
n248,2,2,7,1,8,3,7,3,2,7,2,2,0,2,0,2,4,0,9,10,3,0,0,1,4,6,1,5,4,4,3,0,10,7,2,4,3,10,10,2,4,10,5,8,3,3,4,9,9,10
n247,2,2,7,1,8,3,7,3,2,7,2,2,0,2,0,2,4,0,9,10,3,0,0,1,4,6,1,5,4,4,3,0,10,7,2,4,3,10,10,2,4,10,5,8,3,3,0,9,9,10
n250,2,2,7,1,8,3,7,3,2,7,2,2,0,0,7,2,4,0,9,10,3,0,2,1,4,6,1,5,4,4,3,3,10,7,2,4,3,10,10,2,0,10,5,8,3,3,0,9,9,10
n249,2,2,7,1,8,3,7,3,2,7,2,2,0,0,7,2,4,0,9,10,3,0,0,1,4,6,1,5,4,4,3,3,10,7,2,4,3,10,10,2,3,10,5,8,3,3,0,9,9,10
n254,2,2,0,1,8,3,7,3,2,7,2,2,5,5,0,2,4,5,9,10,3,8,9,1,4,6,1,5,4,4,3,0,10,7,5,4,3,10,10,2,0,10,5,8,3,3,0,9,9,10
n253,2,2,0,1,8,3,7,3,2,7,2,2,5,5,2,2,4,5,9,10,3,7,9,1,4,6,1,5,4,4,3,0,10,7,5,4,3,10,10,2,0,10,5,8,3,3,0,9,9,10
n256,2,2,0,1,8,3,7,3,2,7,2,2,5,5,0,2,4,0,9,10,3,0,9,1,4,6,1,5,4,4,3,0,10,7,5,4,3,10,10,2,0,10,5,8,3,3,0,9,9,10
n255,2,2,5,1,8,3,7,3,2,7,2,2,5,5,0,2,4,1,9,10,3,0,9,1,4,6,1,5,4,4,3,0,10,7,5,4,3,10,10,2,0,10,5,8,3,3,0,9,9,10
n270,2,10,0,0,6,3,5,0,2,1,3,2,7,1,9,6,0,3,5,0,2,9,1,10,4,6,10,5,2,6,4,10,2,6,0,4,5,2,2,9,2,6,5,8,3,3,3,9,8,1
n269,2,10,0,0,6,3,5,0,2,1,3,2,7,1,9,6,0,3,5,0,2,9,1,10,4,6,10,5,2,6,4,7,2,6,0,4,5,2,2,9,2,6,5,8,3,3,3,9,8,1
n272,2,10,0,0,6,3,5,0,2,1,3,2,7,1,9,6,0,3,5,0,2,9,1,10,4,6,10,5,2,6,4,0,0,6,5,4,5,2,2,1,2,6,5,8,3,3,3,9,8,1
n271,2,10,0,0,6,3,5,0,2,1,3,2,7,1,9,6,0,3,5,0,2,9,1,10,4,6,10,5,2,6,4,1,0,6,5,4,5,2,2,1,2,6,5,8,3,3,3,9,8,1
