cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70
n53,10,4,1,9,0,4,7,8,7,0,5,0,9,10,8,6,6,1,10,3,7,4,10,3,0,5,6,3,0,2,10,5,8,6,9,0,10,4,1,7,0,9,4,3,10,1,10,4,7,2,6,9,9,1,0,3,1,9,5,3,0,8,1,9,6,3,0,0,0,1
n60,10,4,1,9,5,4,7,8,7,7,6,2,9,10,8,6,6,1,10,0,7,4,10,2,0,5,6,3,7,0,10,5,8,6,9,10,10,4,1,7,0,9,4,0,0,0,10,4,7,2,0,0,9,1,0,3,1,9,5,3,0,8,0,9,6,3,0,9,10,2
n59,10,4,1,9,5,4,7,8,7,7,6,2,9,10,8,6,6,1,10,0,7,4,10,2,0,5,6,3,7,0,10,5,8,6,9,10,10,4,1,7,0,9,4,0,0,0,10,4,7,2,9,0,9,1,0,3,1,9,5,3,0,8,9,9,6,3,0,9,10,2
n62,10,4,1,9,5,4,7,8,7,7,6,2,9,10,8,6,6,1,10,0,7,4,10,2,0,5,6,3,7,0,10,5,8,6,9,0,10,4,1,7,0,9,4,0,0,0,10,4,7,2,8,0,9,1,0,3,1,9,5,3,0,8,0,9,6,3,0,9,10,0
n61,10,4,1,9,5,4,7,8,7,7,6,2,9,10,8,6,6,1,10,4,7,4,10,2,0,5,6,3,7,0,10,5,8,6,9,0,10,4,1,7,0,9,4,0,0,0,10,4,7,2,0,0,9,1,0,3,1,9,5,3,0,8,0,9,6,3,0,9,10,0
n66,10,4,1,9,5,4,7,8,7,7,1,0,9,10,8,6,6,1,10,0,7,4,10,2,0,5,6,3,7,9,10,5,8,6,9,0,10,4,1,7,9,9,4,0,0,0,10,4,7,2,0,0,9,0,0,3,1,9,5,2,0,8,0,9,6,3,4,9,0,0
n65,10,4,1,9,5,4,7,8,7,7,1,5,9,10,8,6,6,1,10,0,7,4,10,2,0,5,6,3,7,9,10,5,8,6,9,3,10,4,1,7,9,9,4,10,0,0,10,4,7,2,0,0,9,0,0,3,1,9,5,2,0,8,0,9,6,3,4,9,0,0
n68,10,4,1,9,5,4,7,8,7,7,1,10,9,10,8,6,6,1,10,0,7,4,10,2,0,5,6,3,7,9,10,5,8,6,9,0,10,4,1,7,9,9,4,0,0,0,10,4,7,2,0,0,9,0,9,3,1,9,5,2,2,8,0,9,6,3,0,9,6,10
n67,10,4,1,9,5,4,7,8,7,7,1,8,9,10,8,6,6,1,10,0,7,4,10,2,0,5,6,3,7,9,10,5,8,6,9,0,10,4,1,7,9,9,4,2,0,0,10,4,7,2,0,0,9,4,0,3,1,9,5,2,10,8,9,9,6,3,0,9,0,10
n78,10,4,6,9,1,0,7,2,7,7,6,10,9,10,9,0,6,1,10,7,0,4,10,7,1,5,3,0,4,3,10,0,10,6,9,0,10,8,1,7,9,9,4,0,4,8,10,4,7,2,0,5,9,3,0,3,0,3,5,0,7,7,10,9,6,3,0,2,5,0
n77,10,4,6,9,1,10,7,2,7,7,6,10,9,10,9,0,6,1,10,0,0,4,10,7,1,5,3,0,4,3,10,0,10,6,9,0,10,8,1,7,9,9,4,8,4,8,10,4,7,2,0,5,9,3,0,3,0,3,5,10,7,7,10,9,6,3,0,2,5,0
n80,10,4,6,9,0,3,7,0,7,7,0,10,9,10,9,3,6,1,10,0,0,4,10,7,1,5,3,0,4,3,10,0,10,6,9,2,10,7,1,7,9,9,4,0,4,8,10,4,7,2,0,5,9,0,5,3,0,3,5,10,7,0,10,9,6,3,0,2,5,0
n79,10,4,6,9,0,0,7,0,7,7,0,10,9,10,9,3,6,1,10,1,7,4,10,7,1,5,3,0,4,3,10,7,10,6,9,2,10,7,1,7,9,9,4,0,4,8,10,4,7,2,0,5,9,0,0,3,4,3,5,10,7,0,10,9,6,3,0,2,5,0
n84,10,4,6,9,6,0,7,0,7,7,0,10,9,10,8,0,6,1,10,10,7,4,10,2,1,5,3,0,4,3,10,0,10,6,9,0,10,0,1,7,9,9,4,2,4,8,10,4,7,2,8,5,9,10,0,3,4,3,5,5,7,2,7,9,6,3,10,2,5,0
n83,10,4,6,9,4,0,7,0,7,7,0,10,9,10,8,0,6,1,10,0,0,4,10,2,1,5,3,0,4,3,10,0,10,6,9,0,10,0,1,7,9,9,4,2,4,8,10,4,7,2,8,5,9,10,4,3,4,3,5,5,7,2,7,9,6,3,10,2,5,1
n86,10,4,6,9,0,0,7,0,7,7,0,10,9,10,8,8,6,1,10,0,0,4,10,5,1,5,3,6,4,3,10,0,10,6,9,0,10,0,1,7,9,9,4,2,4,8,10,4,7,2,0,5,9,10,0,3,4,3,5,5,7,2,7,9,6,3,0,2,5,4
n85,10,4,6,9,1,0,7,0,7,7,0,10,9,10,8,8,6,1,10,0,5,4,10,5,1,5,3,0,4,3,10,0,10,6,9,0,10,8,1,7,9,9,4,2,4,8,10,4,7,2,4,5,9,10,0,3,4,3,5,5,7,2,7,9,6,3,0,2,5,4
n92,10,4,6,9,4,0,7,5,7,7,2,10,9,10,0,3,6,1,10,6,4,4,10,0,1,5,3,8,4,3,10,7,10,6,9,4,10,0,1,7,9,9,4,6,4,8,10,4,7,2,0,0,9,2,0,3,0,3,5,0,7,0,0,9,6,3,0,0,5,0
n91,10,4,6,9,4,0,7,5,7,7,2,10,9,10,0,3,6,1,10,6,4,4,10,0,1,5,3,0,4,3,10,7,10,6,9,4,10,8,1,7,9,9,4,6,4,8,10,4,7,2,0,3,9,0,0,3,0,3,5,0,7,0,0,9,6,3,0,7,5,0
n94,10,4,6,9,4,0,7,4,7,7,0,10,9,10,0,3,6,1,10,6,4,4,10,0,1,5,3,0,4,3,10,7,10,6,9,2,10,0,1,7,9,9,4,6,4,8,10,4,7,2,0,0,9,0,0,3,0,3,5,0,7,0,0,9,6,3,8,2,5,0
n93,10,4,6,9,4,0,7,0,7,7,0,10,9,10,0,3,6,1,10,6,4,4,10,0,1,5,3,0,4,3,10,7,10,6,9,0,10,7,1,7,9,9,4,6,4,8,10,4,7,2,0,0,9,0,0,3,6,3,5,0,7,0,7,9,6,3,8,2,5,0
n98,10,4,6,9,4,0,7,3,7,7,7,10,9,10,2,3,6,1,10,0,4,4,10,0,1,5,3,4,4,3,10,8,10,6,9,0,10,3,1,7,9,9,4,7,4,8,10,4,7,2,0,4,9,5,0,3,0,3,5,0,7,9,9,9,6,3,0,0,5,0
n97,10,4,6,9,4,0,7,3,7,7,7,10,9,10,2,3,6,1,10,0,4,4,10,0,1,5,3,0,4,3,10,0,10,6,9,5,10,3,1,7,9,9,4,7,4,8,10,4,7,2,0,4,9,5,0,3,0,3,5,0,7,0,9,9,6,3,0,0,5,0
n100,10,4,6,9,4,0,7,8,7,7,1,10,9,10,0,3,6,1,10,0,4,4,10,0,1,5,3,1,4,3,10,0,10,6,9,8,10,0,1,7,9,9,4,0,4,8,10,4,7,2,0,0,9,5,0,3,0,3,5,2,7,0,9,9,6,3,3,0,5,0
n99,10,4,6,9,4,0,7,8,7,7,0,10,9,10,0,3,6,1,10,0,4,4,10,0,1,5,3,1,4,3,10,0,10,6,9,8,10,0,1,7,9,9,4,0,4,8,10,4,7,2,0,0,9,5,0,3,0,3,5,2,7,0,9,9,6,3,3,2,5,0
n108,10,4,6,9,10,0,7,0,7,0,5,10,9,10,7,0,6,1,10,0,10,4,10,2,1,5,3,6,4,3,10,9,0,6,9,3,10,0,1,7,2,9,4,1,7,8,10,4,7,2,4,0,9,0,8,3,7,3,5,9,9,0,4,9,6,3,9,6,5,7
n107,10,4,6,9,10,0,7,0,7,2,5,10,9,10,7,0,6,1,10,0,10,4,10,2,1,5,3,6,4,3,10,9,0,6,9,3,10,0,1,7,2,9,4,1,7,8,10,4,7,2,4,5,9,0,0,3,7,3,5,9,9,0,4,9,6,3,9,6,5,7
n110,10,4,6,9,10,0,7,9,7,0,5,10,9,10,0,0,6,1,10,0,0,4,10,0,1,5,3,6,4,3,10,9,0,6,9,3,10,4,1,7,0,9,4,1,0,8,10,4,7,2,4,0,9,0,0,3,7,3,5,9,9,5,0,9,6,3,9,6,5,7
n109,10,4,6,9,10,0,7,9,7,6,5,10,9,10,1,0,6,1,10,0,0,4,10,5,1,5,3,6,4,3,10,9,0,6,9,3,10,0,1,7,0,9,4,1,0,8,10,4,7,2,4,9,9,0,0,3,7,3,5,9,9,0,0,9,6,3,9,6,5,7
n114,10,4,6,9,10,0,7,0,7,0,5,10,9,10,9,10,6,1,10,0,1,4,10,1,1,5,3,6,4,3,10,9,9,6,9,3,10,0,1,7,10,9,4,1,0,9,10,4,7,2,6,6,9,0,1,3,7,3,5,7,0,0,4,9,6,3,9,5,5,7
n113,10,4,6,9,10,4,7,0,7,6,5,10,9,10,9,10,6,1,10,0,1,4,10,0,1,5,3,6,4,3,10,9,9,6,9,3,10,0,1,7,10,9,4,1,0,9,10,4,7,2,0,6,9,0,1,3,7,3,5,7,0,0,0,9,6,3,9,5,5,7
n116,10,4,6,9,10,0,7,0,7,0,5,10,9,10,9,0,6,1,10,0,1,4,10,0,1,5,3,6,4,3,10,9,0,6,9,3,10,0,1,7,0,9,4,1,7,0,10,4,7,2,0,6,9,0,1,3,7,3,5,0,0,3,1,9,6,3,9,5,5,7
n115,10,4,6,9,10,0,7,0,7,0,5,10,9,10,9,0,6,1,10,0,1,4,10,5,1,5,3,6,4,3,10,9,1,6,9,3,10,0,1,7,0,9,4,1,7,6,10,4,7,2,0,6,9,0,1,3,7,3,5,0,0,3,1,9,6,3,9,5,5,7
n122,10,4,6,9,10,0,7,5,7,0,9,10,9,10,0,1,6,1,10,0,5,4,10,0,1,5,3,6,4,3,10,0,0,6,9,3,10,0,1,7,4,9,4,1,0,0,10,4,7,2,5,0,9,0,10,3,6,3,5,10,0,10,0,9,6,3,9,3,5,0
n121,10,4,6,9,10,0,7,5,7,0,9,10,9,10,0,1,6,1,10,0,5,4,10,0,1,5,3,6,4,3,10,0,0,6,9,3,10,0,1,7,4,9,4,1,0,0,10,4,7,2,5,1,9,3,10,3,6,3,5,5,0,10,1,9,6,3,9,3,5,8
n124,10,4,6,9,10,0,7,5,7,0,9,10,9,10,0,1,6,1,10,0,5,4,10,0,1,5,3,6,4,3,10,9,0,6,9,3,10,0,1,7,4,9,4,6,10,0,10,4,7,2,5,0,9,0,10,3,0,3,5,0,8,10,0,9,6,3,9,4,5,0
n123,10,4,6,9,10,0,7,5,7,8,9,10,9,10,7,1,6,1,10,0,5,4,10,0,1,5,3,6,4,3,10,0,8,6,9,3,10,0,1,7,4,9,4,0,0,0,10,4,7,2,5,9,9,5,10,3,2,3,5,0,0,10,0,9,6,3,9,4,5,0
n128,10,4,6,9,10,0,7,10,7,0,9,10,9,10,5,1,6,1,10,0,0,4,10,4,1,5,3,6,4,3,10,0,6,6,9,3,10,6,1,7,4,9,4,10,5,8,10,4,7,2,0,9,9,2,0,3,10,3,5,0,0,0,0,9,6,3,9,0,5,5
n127,10,4,6,9,10,0,7,0,7,0,9,10,9,10,5,1,6,1,10,0,0,4,10,4,1,5,3,6,4,3,10,0,0,6,9,3,10,0,1,7,4,9,4,10,5,8,10,4,7,2,0,9,9,2,0,3,10,3,5,0,0,5,0,9,6,3,9,0,5,0
n130,10,4,6,9,10,4,7,9,7,0,9,10,9,10,0,1,6,1,10,9,0,4,10,2,1,5,3,6,4,3,10,0,0,6,9,3,10,10,1,7,4,9,4,0,5,0,10,4,7,2,2,9,9,0,6,3,0,3,5,0,0,0,0,9,6,3,9,0,5,0
n129,10,4,6,9,10,3,7,9,7,0,9,10,9,10,0,1,6,1,10,0,6,4,10,0,1,5,3,6,4,3,10,0,0,6,9,3,10,10,1,7,4,9,4,0,5,0,10,4,7,2,0,9,9,0,6,3,0,3,5,7,0,10,0,9,6,3,9,0,5,0
n142,10,4,2,9,0,4,7,8,7,0,0,10,9,10,8,10,9,1,10,0,5,4,10,6,6,7,2,1,3,0,10,5,0,6,9,10,2,5,1,8,2,3,0,6,0,1,10,4,7,2,6,3,9,2,6,4,0,0,0,10,10,1,0,9,6,3,7,2,6,0
n141,10,4,2,9,0,4,7,8,7,0,0,10,9,10,8,10,9,1,10,5,5,4,10,6,6,7,2,1,3,0,10,5,0,6,9,10,2,5,1,8,2,3,0,6,0,1,10,4,7,2,6,0,9,2,6,4,0,0,0,10,0,1,0,9,6,3,7,1,6,0
n144,10,4,2,9,0,4,7,8,7,0,0,10,9,10,0,10,9,1,10,0,5,4,10,6,6,7,2,0,3,0,10,5,0,6,9,10,2,5,1,8,2,3,0,6,3,1,10,4,7,2,6,0,9,2,6,4,0,0,0,10,0,1,0,9,6,3,7,0,6,0
n143,10,4,2,9,0,4,7,8,7,0,0,10,9,10,0,10,9,1,10,0,5,4,10,6,6,7,2,0,3,0,10,5,0,6,9,10,2,5,1,8,2,3,9,6,3,1,10,4,7,2,6,0,9,2,6,4,0,0,0,10,0,1,0,9,6,3,7,0,6,0
n148,10,4,2,9,0,4,7,8,7,7,0,10,9,10,10,7,9,1,10,0,5,4,10,6,6,7,2,3,3,0,10,5,10,6,9,10,2,5,1,8,2,3,4,6,0,1,10,4,7,2,6,7,9,2,6,4,0,8,0,10,9,1,0,9,6,3,7,1,6,0
n147,10,4,2,9,0,4,7,8,7,7,0,10,9,10,10,7,9,1,10,4,5,4,10,6,6,7,2,1,3,0,10,5,10,6,9,10,2,5,1,8,2,3,4,6,0,1,10,4,7,2,6,7,9,2,6,4,0,8,0,10,0,1,0,9,6,3,7,1,6,5
n150,10,4,2,9,0,4,7,8,7,7,0,10,9,10,0,3,9,1,10,0,5,4,10,6,6,7,2,2,3,8,10,5,2,6,9,10,2,5,1,8,2,3,7,6,6,1,10,4,7,2,6,7,9,2,6,4,0,5,7,10,0,1,1,9,6,3,7,0,6,0
n149,10,4,2,9,0,4,7,8,7,7,0,10,9,10,0,0,9,1,10,0,5,4,10,6,6,7,2,2,3,0,10,5,0,6,9,10,2,5,1,8,2,3,7,6,0,1,10,4,7,2,6,7,9,2,6,4,0,0,7,10,0,1,1,9,6,3,7,5,6,0
n156,10,4,2,9,4,4,7,4,7,10,6,10,9,10,5,4,9,1,10,7,5,4,10,6,6,7,0,5,3,3,10,5,1,6,9,6,2,0,1,8,2,3,7,6,8,1,10,4,7,2,6,4,9,2,6,4,0,4,0,10,2,1,0,9,0,3,7,0,6,0
n155,10,4,2,9,4,4,7,4,7,10,6,10,9,10,5,6,9,1,10,7,5,4,10,6,6,7,0,5,3,3,10,5,1,6,9,6,2,0,1,8,2,3,7,6,8,1,10,4,7,2,6,4,9,2,6,4,0,0,0,10,2,1,2,9,0,3,7,0,6,0
n158,10,4,2,9,4,4,7,4,7,10,6,10,9,10,5,9,9,1,10,7,5,4,10,6,6,7,0,0,3,3,10,5,1,6,9,0,2,9,1,8,2,3,7,6,8,1,10,4,7,2,6,4,9,2,6,4,0,10,0,10,2,1,0,9,0,3,7,0,6,3
n157,10,4,2,9,4,4,7,4,7,10,6,10,9,10,5,9,9,1,10,7,5,4,10,6,6,7,0,2,3,3,10,5,1,6,9,0,2,9,1,8,2,3,7,6,8,1,10,4,7,2,6,4,9,2,6,4,10,10,0,10,2,1,0,9,0,3,7,0,6,3
n162,10,4,2,9,4,4,7,4,7,9,6,10,9,10,0,9,9,1,10,7,5,4,10,6,6,7,1,10,3,3,10,5,1,6,9,8,2,1,1,8,2,3,7,6,0,1,10,4,7,2,6,4,9,2,6,4,0,7,0,10,0,1,1,9,0,3,7,0,6,0
n161,10,4,2,9,4,4,7,4,7,0,6,10,9,10,0,9,9,1,10,7,5,4,10,6,6,7,1,0,3,3,10,5,1,6,9,4,2,1,1,8,2,3,7,6,0,1,10,4,7,2,6,4,9,2,6,4,0,7,2,10,0,1,0,9,0,3,7,0,6,0
n164,10,4,2,9,4,4,7,4,7,6,6,10,9,10,0,0,9,1,10,7,5,4,10,6,6,7,1,8,3,3,10,5,1,6,9,0,2,1,1,8,2,3,7,6,7,1,10,4,7,2,6,4,9,2,6,4,0,0,0,10,0,1,1,9,0,3,7,0,6,0
n163,10,4,2,9,4,4,7,4,7,6,6,10,9,10,0,7,9,1,10,7,5,4,10,6,6,7,1,8,3,3,10,5,1,6,9,0,2,1,1,8,2,3,7,6,7,1,10,4,7,2,6,4,9,2,6,4,0,0,0,10,0,1,1,9,0,3,7,0,6,0
n172,10,4,8,9,0,4,7,7,7,4,0,10,9,10,8,1,0,1,10,0,5,4,10,6,6,7,0,9,3,8,9,5,3,6,9,6,2,10,1,8,2,3,0,6,4,4,10,4,7,2,6,4,9,2,6,5,0,0,7,10,0,1,10,9,7,3,7,0,6,5
n171,10,4,8,9,0,4,7,7,7,4,9,10,9,10,8,1,0,1,10,0,5,4,10,6,6,7,0,9,3,8,9,5,0,6,9,6,2,10,1,8,2,3,0,6,2,4,10,4,7,2,6,4,9,2,6,4,5,0,7,10,0,1,10,9,7,3,7,0,6,5
n174,10,4,8,9,0,4,7,7,7,4,0,10,9,10,8,1,8,1,10,0,5,4,10,6,6,7,0,9,3,8,9,5,4,6,9,6,2,10,1,8,2,3,0,6,0,4,10,4,7,2,6,4,9,2,6,0,0,0,7,10,3,1,10,9,7,3,7,4,6,5
n173,10,4,8,9,0,4,7,7,7,4,0,10,9,10,8,1,0,1,10,2,5,4,10,6,6,7,0,9,3,8,9,5,4,6,9,6,2,10,1,8,2,3,0,6,3,4,10,4,7,2,6,4,9,2,6,0,0,0,7,10,3,1,10,9,7,3,7,0,6,5
n178,10,4,8,9,2,4,7,7,7,4,3,10,9,10,8,1,1,1,10,5,5,4,10,6,6,7,4,9,3,8,9,5,0,6,9,6,2,10,1,8,2,3,0,6,6,0,10,4,7,2,6,4,9,2,6,0,9,0,6,10,0,1,10,9,7,3,7,0,6,5
n177,10,4,8,9,2,4,7,7,7,4,0,10,9,10,8,1,1,1,10,5,5,4,10,6,6,7,4,9,3,8,9,5,0,6,9,6,2,10,1,8,2,3,2,6,0,0,10,4,7,2,6,4,9,2,6,0,9,0,6,10,0,1,10,9,7,3,7,0,6,5
n180,10,4,8,9,2,4,7,7,7,4,3,10,9,10,8,1,0,1,10,5,5,4,10,6,6,7,4,9,3,8,9,5,0,6,9,6,2,10,1,8,2,3,0,6,0,0,10,4,7,2,6,4,9,2,6,0,0,0,8,10,0,1,10,9,7,3,7,0,6,5
n179,10,4,8,9,2,4,7,7,7,4,3,10,9,10,8,1,0,1,10,5,5,4,10,6,6,7,4,9,3,8,9,5,0,6,9,6,2,10,1,8,2,3,0,6,6,0,10,4,7,2,6,4,9,2,6,0,3,0,8,10,0,1,10,9,7,3,7,0,6,5
n186,10,4,0,9,8,4,7,2,7,4,5,10,9,10,8,1,0,1,10,0,5,4,10,6,6,7,1,9,3,8,10,5,7,6,9,0,2,7,1,8,2,3,2,6,0,3,10,4,7,2,6,0,9,2,6,8,0,10,0,10,3,1,1,9,7,3,7,0,6,5
n185,10,4,0,9,8,4,7,2,7,4,5,10,9,10,8,1,0,1,10,0,5,4,10,6,6,7,1,9,3,8,10,5,7,6,9,0,2,7,1,8,2,3,2,6,0,3,10,4,7,2,6,0,9,2,6,8,0,0,10,10,0,1,1,9,7,3,7,4,6,5
n188,10,4,0,9,8,4,7,0,7,4,5,10,9,10,8,1,6,1,10,0,5,4,10,6,6,7,4,9,3,8,0,5,7,6,9,0,2,7,1,8,2,3,2,6,0,3,10,4,7,2,6,7,9,2,6,8,0,0,0,10,5,1,1,9,7,3,7,7,6,5
n187,10,4,0,9,8,4,7,0,7,4,5,10,9,10,8,1,0,1,10,0,5,4,10,6,6,7,0,9,3,8,10,5,7,6,9,0,2,7,1,8,2,3,2,6,0,3,10,4,7,2,6,0,9,2,6,8,0,0,0,10,5,1,7,9,7,3,7,7,6,5
n192,10,4,4,9,8,4,7,6,7,4,5,10,9,10,8,1,0,1,10,7,5,4,10,6,6,7,0,9,3,8,7,5,0,6,9,4,2,7,1,8,2,3,0,6,0,3,10,4,7,2,6,0,9,2,6,9,7,7,9,10,4,1,0,9,0,3,7,0,6,5
n191,10,4,7,9,8,4,7,6,7,4,5,10,9,10,8,1,8,1,10,7,5,4,10,6,6,7,0,9,3,8,7,5,0,6,9,4,2,7,1,8,2,3,10,6,0,3,10,4,7,2,6,0,9,2,6,9,0,7,9,10,4,1,0,9,0,3,7,0,6,5
