cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70
n60,2,7,7,10,7,4,1,1,0,4,8,5,6,0,3,5,8,0,6,0,1,8,4,6,6,10,8,0,1,10,1,10,10,5,0,7,10,4,10,1,5,2,0,4,0,9,8,2,4,2,4,9,10,0,7,7,8,7,5,6,5,4,5,10,9,10,0,5,1,7
n59,2,7,7,10,7,4,1,1,0,4,8,5,6,0,3,5,8,0,6,0,1,8,4,6,6,10,8,7,1,10,1,10,10,5,0,7,10,4,10,1,5,2,0,0,5,9,8,0,4,0,4,9,10,0,7,7,8,7,5,6,5,4,5,10,9,10,0,5,1,7
n62,0,7,7,10,7,4,1,1,0,4,8,5,6,0,3,5,8,0,6,0,1,8,4,6,6,10,8,0,1,10,1,10,10,0,9,7,10,4,10,1,5,2,8,8,1,9,8,0,4,0,4,9,10,0,7,7,8,7,5,6,5,2,5,10,9,10,0,5,1,7
n61,7,7,7,10,7,4,1,1,0,4,8,5,6,0,3,5,8,0,6,6,1,8,4,6,6,10,8,0,1,10,1,10,10,0,0,7,10,4,10,1,5,2,0,8,0,9,8,0,4,0,4,9,10,10,7,7,8,7,5,6,5,0,5,10,9,10,0,5,1,7
n66,0,7,7,10,7,4,1,1,0,4,8,5,6,0,3,5,8,0,6,0,1,8,4,6,6,10,8,4,1,10,1,10,10,7,0,7,0,4,10,1,5,2,0,0,0,9,0,2,4,10,4,9,10,6,7,7,8,7,5,6,5,5,5,10,9,10,0,0,1,7
n65,7,7,7,10,7,4,1,1,10,4,8,5,6,0,3,5,8,0,6,0,1,8,4,6,6,10,8,4,1,10,1,10,10,7,0,7,0,4,10,1,5,2,0,0,0,9,0,2,4,10,4,9,10,6,7,7,8,7,5,6,5,5,5,10,9,10,0,0,1,7
n68,7,7,7,10,7,4,1,1,0,4,8,5,6,0,3,5,8,0,6,0,1,8,4,6,6,10,8,0,1,10,1,10,10,0,0,7,2,4,10,1,5,2,0,8,4,9,0,2,4,10,4,9,10,5,7,7,8,7,5,6,5,5,5,10,9,10,0,0,1,7
n67,7,7,7,10,7,4,1,1,0,4,8,5,6,0,3,5,8,0,6,0,1,8,4,6,6,10,8,8,1,10,1,10,10,0,0,7,2,4,10,1,5,2,9,0,0,9,8,2,4,10,4,9,10,5,7,7,8,7,5,6,5,5,5,10,9,10,0,6,1,7
n78,8,7,7,10,7,4,1,1,4,4,8,5,6,0,3,2,8,0,6,0,1,8,3,6,6,10,8,5,1,10,2,8,9,4,4,7,1,9,10,1,5,4,4,0,4,6,0,6,4,0,4,9,10,0,7,7,0,2,5,6,5,1,0,0,5,10,9,9,1,1
n77,0,7,7,10,7,4,1,1,4,4,8,5,6,8,3,2,8,0,6,3,1,8,3,6,6,10,8,5,1,10,2,8,9,4,4,7,1,9,10,1,5,4,4,0,4,6,0,6,4,0,4,9,10,0,7,7,0,2,5,6,5,1,0,3,5,10,0,9,1,1
n80,0,7,7,10,7,4,1,1,4,4,8,5,6,0,3,2,8,6,6,10,1,8,3,6,6,10,8,5,1,10,2,8,9,4,4,7,1,9,10,1,5,4,4,0,4,6,0,6,4,5,4,9,10,1,7,7,0,2,5,6,5,1,0,0,0,10,0,9,1,1
n79,0,7,7,10,7,4,1,1,4,4,8,5,6,0,3,2,8,6,6,0,1,8,3,6,6,10,8,5,1,10,2,8,9,4,4,7,1,9,10,1,5,4,4,0,4,6,10,6,4,5,4,9,10,1,7,7,0,2,5,6,5,1,3,0,0,10,0,9,1,1
n84,0,7,7,10,7,4,1,1,4,4,8,5,6,3,3,2,8,1,6,0,1,8,3,6,6,10,8,5,1,10,2,8,9,4,4,7,1,9,10,1,5,4,0,0,4,0,0,0,4,0,4,9,10,5,7,7,9,2,5,6,5,1,3,2,3,10,1,9,1,4
n83,0,7,7,10,7,4,1,1,4,4,8,5,6,0,3,2,8,1,6,0,1,8,3,6,6,10,8,5,1,10,2,8,9,4,4,7,1,9,10,1,5,4,0,0,4,0,0,4,4,0,4,9,10,5,7,7,5,2,5,6,5,1,0,0,3,10,1,9,1,4
n86,6,7,7,10,7,4,1,1,4,4,8,5,6,0,3,2,8,9,6,0,1,8,3,6,6,10,8,5,1,10,2,8,9,4,4,7,1,9,10,1,5,4,4,6,4,0,0,0,4,0,4,9,10,0,7,7,0,2,5,6,5,1,0,0,3,10,4,9,1,0
n85,0,7,7,10,7,4,1,1,4,4,8,5,6,0,3,2,8,9,6,0,1,8,3,6,6,10,8,5,1,10,2,8,9,4,4,7,1,9,10,1,5,4,4,6,4,0,0,0,4,0,4,9,10,0,7,7,0,2,5,6,5,1,3,0,3,10,0,9,1,8
n92,0,7,7,10,7,4,1,1,4,4,8,5,6,2,3,2,8,9,6,2,1,8,3,6,6,10,8,5,1,10,2,8,9,4,4,7,3,9,10,1,5,4,0,1,4,0,5,0,4,7,4,9,10,10,7,7,3,2,5,6,5,1,8,1,0,10,0,9,1,0
n91,0,7,7,10,7,4,1,1,4,4,8,5,6,2,3,2,8,2,6,2,1,8,3,6,6,10,8,5,1,10,2,8,9,4,4,7,3,9,10,1,5,4,0,1,4,0,5,4,4,7,4,9,10,10,7,7,3,2,5,6,5,1,8,0,0,10,0,9,1,0
n94,3,7,7,10,7,4,1,1,4,4,8,5,6,2,3,2,8,8,6,2,1,8,3,6,6,10,8,5,1,10,2,8,9,4,4,7,3,9,10,1,5,4,3,1,4,0,5,0,4,7,4,9,10,10,7,7,0,2,5,6,5,1,0,0,0,10,3,9,1,0
n93,0,7,7,10,7,4,1,1,4,4,8,5,6,2,3,2,8,8,6,2,1,8,3,6,6,10,8,5,1,10,2,8,9,4,4,7,3,9,10,1,5,4,0,1,4,8,5,0,4,7,4,9,10,10,7,7,9,2,5,6,5,1,0,0,0,10,3,9,1,0
n98,0,7,7,10,7,4,1,1,4,4,8,5,6,0,3,2,8,0,6,2,1,8,3,6,6,10,8,5,1,10,2,8,9,4,4,7,3,9,10,1,5,4,4,0,4,1,5,7,4,1,4,9,10,10,7,7,2,2,5,6,5,1,10,10,0,10,0,9,1,0
n97,4,7,7,10,7,4,1,1,4,4,8,5,6,1,3,2,8,0,6,2,1,8,3,6,6,10,8,5,1,10,2,8,9,4,4,7,3,9,10,1,5,4,0,0,4,1,5,7,4,1,4,9,10,10,7,7,2,2,5,6,5,1,10,10,0,10,0,9,1,0
n100,4,7,7,10,7,4,1,1,4,4,8,5,6,9,3,2,8,0,6,2,1,8,3,6,6,10,8,5,1,10,2,8,9,4,4,7,3,9,10,1,5,4,0,0,4,0,5,7,4,0,4,9,10,10,7,7,2,2,5,6,5,1,10,10,6,10,0,9,1,3
n99,0,7,7,10,7,4,1,1,4,4,8,5,6,0,3,2,8,0,6,2,1,8,3,6,6,10,8,5,1,10,2,8,9,4,4,7,3,9,10,1,5,4,0,0,4,0,5,7,4,0,4,9,10,10,7,7,2,2,5,6,5,1,10,10,6,10,0,9,1,0
n108,0,7,7,10,7,4,1,1,4,4,8,5,6,0,3,6,8,2,6,0,1,8,0,6,6,10,8,0,1,10,9,0,0,4,4,7,0,10,10,1,5,4,7,1,4,4,4,4,4,5,4,9,10,10,7,7,0,0,5,6,5,8,8,4,0,10,0,9,1,10
n107,0,7,7,10,7,4,1,1,4,4,8,5,6,0,3,6,8,2,6,0,1,8,0,6,6,10,8,0,1,10,9,0,0,4,4,7,0,0,10,1,5,4,7,1,4,4,4,4,4,5,4,9,10,10,7,7,0,0,5,6,5,8,3,0,6,10,0,9,1,10
n110,1,7,7,10,7,4,1,1,4,4,8,5,6,0,3,6,8,2,6,0,1,8,0,6,6,10,8,0,1,10,9,0,0,4,4,7,0,0,10,1,5,4,7,0,4,0,4,4,4,0,4,9,10,10,7,7,2,9,5,6,5,8,0,0,0,10,8,9,1,10
n109,1,7,7,10,7,4,1,1,4,4,8,5,6,5,3,6,8,2,6,2,1,8,0,6,6,10,8,0,1,10,9,0,0,4,4,7,0,0,10,1,5,4,7,0,4,7,4,4,4,0,4,9,10,10,7,7,2,9,5,6,5,8,1,0,0,10,8,9,1,10
n114,0,7,7,10,7,4,1,1,4,4,8,5,6,0,3,6,8,2,6,0,1,8,9,6,6,10,8,0,1,10,9,9,0,4,4,7,8,2,10,1,5,4,7,0,4,4,0,0,4,0,4,9,10,10,7,7,1,0,5,6,5,8,0,0,1,10,4,9,1,10
n113,0,7,7,10,7,4,1,1,4,4,8,5,6,0,3,6,8,2,6,0,1,8,9,6,6,10,8,0,1,10,9,9,0,4,4,7,8,2,10,1,5,4,7,0,4,4,0,0,4,0,4,9,10,10,7,7,1,0,5,6,5,8,0,0,1,10,4,9,1,10
n116,0,7,7,10,7,4,1,1,4,4,8,5,6,6,3,6,8,2,6,0,1,8,9,6,6,10,8,4,1,10,9,9,0,4,4,7,4,2,10,1,5,4,7,0,4,10,1,0,4,0,4,9,10,10,7,7,1,0,5,6,5,8,0,0,1,10,4,9,1,10
n115,0,7,7,10,7,4,1,1,4,4,8,5,6,5,3,6,8,2,6,10,1,8,9,6,6,10,8,4,1,10,9,9,8,4,4,7,4,2,10,1,5,4,7,0,4,10,1,0,4,1,4,9,10,10,7,7,1,0,5,6,5,8,0,0,1,10,4,9,1,10
n122,0,7,7,10,7,4,1,1,4,4,8,5,6,1,3,6,8,2,6,2,1,8,8,6,6,10,8,0,1,10,9,0,0,4,6,7,0,0,10,1,5,4,0,9,4,2,10,8,4,9,4,9,10,10,7,7,0,5,5,6,5,0,3,0,7,10,0,9,1,0
n121,0,7,7,10,7,4,1,1,4,4,8,5,6,1,3,6,8,2,6,2,1,8,8,6,6,10,8,0,1,10,9,0,7,4,6,7,0,2,10,1,5,4,0,9,4,2,10,8,4,9,4,9,10,10,7,7,0,5,5,6,5,0,3,5,0,10,0,9,1,0
n124,0,7,7,10,7,4,1,1,4,4,8,5,6,1,3,6,8,2,6,2,1,8,8,6,6,10,8,6,1,10,9,5,7,4,6,7,0,0,10,1,5,4,0,9,4,0,10,8,4,9,4,9,10,10,7,7,0,5,5,6,5,0,4,0,0,10,0,9,1,5
n123,2,7,7,10,7,4,1,1,4,4,8,5,6,1,3,6,8,2,6,2,1,8,8,6,6,10,8,6,1,10,9,5,0,4,6,7,0,0,10,1,5,4,0,9,4,5,10,8,4,9,4,9,10,10,7,7,0,5,5,6,5,0,0,0,0,10,0,9,1,5
n128,0,7,7,10,7,4,1,1,4,4,8,5,6,9,3,6,8,2,6,2,1,8,8,6,6,10,8,0,1,10,9,5,7,4,5,7,10,0,10,1,5,4,0,9,4,0,10,8,4,9,4,9,10,10,7,7,0,5,5,6,5,0,0,0,0,10,8,9,1,0
n127,0,7,7,10,7,4,1,1,4,4,8,5,6,9,3,6,8,2,6,2,1,8,8,6,6,10,8,0,1,10,9,5,7,4,5,7,10,0,10,1,5,4,0,9,4,0,10,8,4,9,4,9,10,10,7,7,10,5,5,6,5,9,0,0,0,10,8,9,1,0
n130,0,7,7,10,7,4,1,1,4,4,8,5,6,0,3,6,8,2,6,2,1,8,8,6,6,10,8,0,1,10,9,0,7,4,5,7,0,0,10,1,5,4,0,9,4,0,10,8,4,9,4,9,10,10,7,7,3,5,5,6,5,2,0,0,7,10,8,9,1,9
n129,0,7,7,10,7,4,1,1,4,4,8,5,6,0,3,6,8,2,6,2,1,8,8,6,6,10,8,0,1,10,9,0,7,4,5,7,0,0,10,1,5,4,10,9,4,0,10,8,4,9,4,9,10,10,7,7,0,5,5,6,5,2,0,0,7,10,8,9,1,0
n142,4,2,3,0,7,4,1,1,6,4,8,5,6,0,3,0,8,8,2,0,1,8,0,6,1,10,8,5,1,10,0,4,7,0,4,0,0,0,10,1,5,1,10,1,1,3,3,0,4,8,0,9,10,0,7,9,6,0,3,6,9,4,6,8,6,2,1,7,4,0
n141,4,2,3,0,7,4,1,1,6,4,8,5,6,0,3,0,8,8,2,0,1,8,0,6,1,10,8,5,1,10,3,0,7,0,8,0,0,0,10,1,5,6,10,1,1,3,3,0,4,8,5,9,10,4,7,9,6,0,3,6,9,4,0,8,6,2,1,7,0,2
n144,4,2,0,9,7,4,1,1,6,4,8,5,6,0,3,7,8,8,2,0,1,8,0,6,1,10,8,5,1,10,0,9,7,0,0,0,0,8,10,1,5,9,10,1,1,3,3,6,4,8,3,9,10,0,7,9,8,0,3,6,9,4,0,8,6,2,1,7,0,6
n143,4,2,5,0,7,4,1,1,6,4,8,5,6,0,3,7,8,8,2,6,1,8,0,6,1,10,8,5,1,10,10,9,7,8,0,0,0,8,10,1,5,9,10,1,1,3,3,6,4,8,3,9,10,0,7,9,8,0,3,6,9,4,0,8,6,2,1,7,0,0
n148,4,2,0,0,7,4,1,1,6,4,8,5,6,0,3,0,8,8,2,0,1,8,0,6,1,10,8,5,1,10,0,9,7,5,2,4,0,0,10,1,5,0,10,0,1,3,3,0,4,8,0,9,10,10,7,9,8,0,3,6,9,4,0,8,6,2,1,7,0,9
n147,4,2,6,0,7,4,1,1,6,4,8,5,6,0,3,0,8,8,2,0,1,8,9,6,1,10,8,0,1,10,0,9,7,0,2,4,6,0,10,1,5,0,10,4,1,3,3,4,4,8,0,9,10,10,7,9,8,0,3,6,9,4,0,8,6,2,1,7,0,9
n150,4,2,0,0,7,4,1,1,6,4,8,5,6,0,3,2,8,8,2,0,1,8,0,6,1,10,8,0,1,10,0,7,7,0,2,2,0,0,10,1,5,0,10,8,1,3,3,0,4,8,0,9,10,10,7,9,0,4,3,6,9,4,0,8,6,2,1,7,0,9
n149,4,2,0,0,7,4,1,1,6,4,8,5,6,0,3,2,8,8,2,0,1,8,0,6,1,10,8,0,1,10,0,7,7,0,2,2,0,0,10,1,5,0,10,0,1,3,3,7,4,8,0,9,10,10,7,9,0,4,3,6,9,4,0,8,6,2,1,7,3,9
n156,2,2,0,1,7,4,1,1,6,4,8,5,6,7,3,0,8,8,6,0,1,8,7,6,4,10,8,0,1,10,1,0,7,0,4,6,4,1,10,1,5,0,10,8,1,3,7,0,4,8,1,9,10,0,7,9,9,0,8,6,3,4,8,8,6,2,1,7,2,6
n155,2,2,0,1,7,4,1,1,6,4,8,5,6,10,3,0,8,8,0,0,1,8,0,6,4,10,8,0,1,10,1,9,7,0,0,6,4,1,10,1,5,0,10,8,1,3,7,0,4,8,1,9,10,0,7,9,9,7,8,6,3,4,0,8,6,2,1,7,2,6
n158,9,2,1,1,7,4,1,1,6,4,8,5,6,0,3,0,8,8,0,0,1,8,0,6,0,10,8,0,1,10,1,3,7,3,0,0,4,1,10,1,5,5,10,8,1,3,7,0,4,8,0,9,10,0,7,9,7,2,8,6,3,4,6,8,6,2,1,7,3,0
n157,9,2,0,1,7,4,1,1,6,4,8,5,6,1,3,0,8,8,0,0,1,8,0,6,0,10,8,0,1,10,1,0,7,0,9,0,4,1,10,1,5,6,10,8,1,3,7,0,4,8,0,9,10,0,7,9,7,0,8,6,3,4,6,8,6,2,1,7,3,0
n162,0,2,10,2,7,4,1,1,6,4,8,5,6,8,3,2,8,8,7,6,1,8,0,6,0,10,8,1,1,10,1,7,7,0,8,2,4,1,10,1,5,4,10,0,1,3,7,4,4,8,6,9,10,0,7,9,8,9,8,6,3,4,4,8,6,2,1,7,0,0
n161,0,2,10,0,7,4,1,1,6,4,8,5,6,8,3,2,8,8,7,6,1,8,2,6,5,10,8,2,1,10,1,7,7,4,0,0,4,1,10,1,5,4,10,0,1,3,7,4,4,8,6,9,10,0,7,9,0,0,8,6,3,4,0,8,6,2,1,7,0,0
n164,0,2,10,7,7,4,1,1,6,4,8,5,6,0,3,2,8,8,0,6,1,8,10,6,0,10,8,0,1,10,1,7,7,0,0,9,4,1,10,1,5,0,10,0,1,3,7,4,4,8,6,9,10,0,7,9,0,8,8,6,3,4,0,8,6,2,1,7,0,0
n163,7,2,10,0,7,4,1,1,6,4,8,5,6,0,3,0,8,8,0,6,1,8,10,6,6,10,8,0,1,10,1,7,7,0,0,0,4,1,10,1,5,0,10,0,1,3,7,4,4,8,6,9,10,0,7,9,0,8,8,6,3,4,2,8,6,2,1,7,0,4
n172,5,8,0,0,7,4,1,1,2,4,8,5,6,0,3,0,8,8,0,2,1,8,3,6,10,10,8,8,1,10,9,0,0,0,0,6,0,7,10,1,5,0,10,5,1,10,0,9,4,8,1,9,10,1,7,9,6,1,3,6,0,4,0,0,7,2,1,5,2,0
n171,5,8,0,0,7,4,1,1,2,4,8,5,6,0,3,0,8,8,0,2,1,8,3,6,0,10,8,8,1,10,9,0,0,0,0,6,0,5,10,1,5,0,10,0,1,10,0,9,4,8,1,9,10,1,7,9,6,6,3,6,0,4,0,0,7,2,1,0,2,0
n174,8,8,10,0,7,4,1,1,0,4,8,5,6,0,3,0,8,8,4,2,1,8,1,6,0,10,8,8,1,10,9,5,10,0,1,6,0,2,10,1,5,4,10,0,1,10,0,9,4,8,1,9,10,1,7,9,6,0,3,6,6,4,10,0,0,2,1,3,2,0
n173,0,8,0,0,7,4,1,1,0,4,8,5,6,3,3,0,8,8,4,2,1,8,2,6,0,10,8,8,1,10,9,5,10,0,1,6,0,2,10,1,5,4,10,0,1,10,7,9,4,8,1,9,10,1,7,9,6,5,0,6,6,4,0,0,0,2,1,3,2,7
n178,0,8,0,5,7,4,1,1,10,4,8,5,6,8,3,3,8,8,3,0,1,8,0,6,0,10,8,0,1,10,9,0,0,0,0,4,0,0,10,1,5,5,10,0,1,10,0,0,4,8,1,9,10,0,7,9,6,7,6,6,0,4,0,0,0,2,1,0,0,0
n177,0,8,2,5,7,4,1,1,10,4,8,5,6,0,3,3,8,8,0,0,1,8,0,6,0,10,8,0,1,10,9,0,6,3,0,4,2,0,10,1,5,0,10,0,1,10,0,0,4,8,1,9,10,0,7,9,6,7,6,6,0,4,0,0,0,2,1,0,1,0
n180,0,8,0,5,7,4,1,1,2,4,8,5,6,0,3,8,8,8,0,0,1,8,7,6,0,10,8,0,1,10,9,0,0,0,10,3,0,0,10,1,5,0,10,0,1,10,0,4,4,8,1,9,10,4,7,9,6,0,9,6,0,4,9,0,0,2,1,0,0,0
n179,0,8,0,5,7,4,1,1,2,4,8,5,6,0,3,8,8,8,0,0,1,8,5,6,0,10,8,7,1,10,9,0,0,8,10,0,0,0,10,1,5,0,10,3,1,10,0,4,4,8,1,9,10,4,7,9,6,0,9,6,0,4,0,0,0,2,1,4,0,0
n186,2,0,0,9,7,4,1,1,4,4,8,5,6,7,3,9,8,8,0,0,1,8,0,6,0,10,8,0,1,10,0,0,10,4,3,5,3,0,10,1,5,8,10,0,1,10,0,0,4,8,0,9,10,5,7,9,5,0,2,6,5,4,6,0,0,2,1,0,2,5
n185,2,0,0,9,7,4,1,1,4,4,8,5,6,7,3,9,8,8,8,0,1,8,0,6,0,10,8,0,1,10,0,0,10,7,3,5,3,0,10,1,5,8,10,0,1,10,0,3,4,8,0,9,10,5,7,9,5,0,0,6,5,4,6,5,0,2,1,0,2,5
n188,2,0,0,9,7,4,1,1,9,4,8,5,6,7,3,9,8,8,0,6,1,8,0,6,4,10,8,10,1,10,0,10,10,0,3,5,7,0,10,1,5,0,10,0,1,10,0,0,4,8,0,9,10,6,7,9,5,6,0,6,5,4,6,7,0,2,1,0,2,5
n187,2,0,0,9,7,4,1,1,9,4,8,5,6,7,3,9,8,8,0,0,1,8,9,6,0,10,8,10,1,10,0,8,10,6,3,5,7,0,10,1,5,0,10,0,1,10,0,0,4,8,0,9,10,6,7,9,5,0,0,6,5,4,6,3,0,2,1,0,2,5
n192,2,0,0,9,7,4,1,1,0,4,8,5,6,7,3,9,8,8,0,0,1,8,8,6,0,10,8,8,1,10,5,1,10,5,3,5,0,0,10,1,5,4,10,0,1,10,0,0,4,8,0,9,10,0,7,9,4,0,0,6,9,4,6,8,0,2,1,1,2,5
n191,2,0,1,9,7,4,1,1,6,4,8,5,6,7,3,9,8,8,0,0,1,8,8,6,0,10,8,8,1,10,2,0,10,5,3,5,4,0,10,1,5,4,10,0,1,10,0,3,4,8,0,9,10,0,7,9,4,0,0,6,0,4,6,8,0,2,1,1,2,5
