cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50
n84,3,0,7,7,2,10,7,6,8,7,2,0,10,0,0,5,5,8,1,1,6,10,2,10,6,1,6,0,3,9,0,5,10,6,2,9,3,1,1,10,0,3,4,8,7,6,1,1,3,7
n83,3,0,7,7,2,10,7,0,8,7,2,0,10,0,0,5,5,8,1,1,6,10,2,10,6,1,6,0,3,9,0,5,10,6,2,9,0,1,1,10,0,3,4,8,7,6,1,1,10,7
n86,3,0,7,7,2,10,7,2,8,7,2,5,10,0,0,5,1,8,1,0,6,10,2,10,6,1,6,10,3,9,0,5,10,6,2,9,5,1,1,10,0,3,4,8,7,6,1,1,9,7
n85,3,5,7,7,2,10,7,0,8,7,2,8,10,0,0,5,1,8,1,1,6,10,2,10,6,1,6,0,3,9,0,5,10,6,2,9,5,1,1,10,0,3,4,8,7,6,1,1,0,7
n92,0,5,7,7,2,10,7,8,8,7,10,4,10,5,7,5,7,3,0,10,6,10,2,10,6,1,6,10,3,0,0,5,10,6,2,9,7,1,1,9,4,3,4,8,7,6,1,0,4,7
n91,0,5,7,7,2,10,7,8,8,7,10,4,10,0,7,5,7,3,0,10,6,10,2,10,6,1,6,10,3,0,0,5,10,6,2,9,7,1,1,9,4,3,4,8,7,6,1,0,4,7
n94,0,5,7,7,2,10,7,8,8,7,10,4,10,0,7,5,0,3,8,10,6,10,2,10,6,1,6,10,3,1,1,5,10,6,2,9,7,1,1,9,4,3,4,8,7,6,1,0,4,7
n93,0,5,7,7,2,10,7,8,8,7,10,4,10,0,7,5,0,3,4,10,6,10,2,10,6,1,6,10,3,1,1,5,10,6,2,9,7,1,1,9,4,3,4,8,7,6,1,0,4,7
n98,3,5,7,7,2,10,7,0,8,7,0,3,10,5,7,5,0,0,0,10,6,10,2,10,6,1,6,10,3,0,9,5,10,6,2,9,7,1,1,0,4,3,4,8,7,6,1,1,1,7
n97,3,5,7,7,2,10,7,0,8,7,1,3,10,5,7,5,3,0,0,10,6,10,2,10,6,1,6,10,3,3,9,5,10,6,2,9,7,1,1,0,4,3,4,8,7,6,1,1,1,7
n100,3,5,7,7,2,10,7,0,8,7,0,3,10,5,7,5,0,7,5,10,6,10,2,10,6,1,6,10,3,5,9,5,10,6,2,9,7,1,1,1,4,3,4,8,7,6,1,1,0,7
n99,3,5,7,7,2,10,7,0,8,7,0,3,10,5,7,5,0,0,5,10,6,10,2,10,6,1,6,10,3,5,9,5,10,6,2,9,7,1,1,1,4,3,4,8,7,6,1,1,0,7
n108,0,5,7,7,2,10,7,1,0,7,6,7,10,10,4,8,1,0,0,4,6,10,2,0,6,1,6,6,3,1,2,5,10,6,2,9,6,1,1,2,10,3,4,8,7,6,1,0,2,7
n107,0,5,7,7,2,10,7,1,0,7,6,7,0,10,4,8,1,0,0,4,6,10,2,0,6,1,6,6,3,1,0,5,10,6,2,9,6,1,1,2,10,3,4,8,7,6,1,0,2,7
n110,6,5,7,7,2,10,7,1,9,7,6,7,0,10,0,0,1,1,10,4,6,10,2,0,6,1,6,6,3,0,4,5,10,6,2,9,6,1,1,2,9,3,4,8,7,6,1,0,7,7
n109,6,5,7,7,2,10,7,1,9,7,6,7,0,10,0,0,1,1,10,4,6,10,2,0,6,1,6,6,3,0,0,5,10,6,2,9,6,1,1,2,0,3,4,8,7,6,1,4,7,7
n114,5,9,7,7,2,10,7,1,2,7,6,7,0,10,5,7,0,3,0,4,6,10,2,0,6,1,6,2,3,0,10,5,10,6,2,9,6,1,1,2,7,3,4,8,7,6,1,0,0,7
n113,5,9,7,7,2,10,7,1,2,7,6,7,0,10,5,7,8,3,0,4,6,10,2,0,6,1,6,0,3,0,10,5,10,6,2,9,6,1,1,2,7,3,4,8,7,6,1,0,6,7
n116,5,0,7,7,2,10,7,1,0,7,6,7,0,10,5,7,7,3,0,4,6,10,2,5,6,1,6,0,3,0,10,5,10,6,2,9,6,1,1,2,7,3,4,8,7,6,1,6,0,7
n115,5,0,7,7,2,10,7,1,3,7,6,7,0,10,5,7,7,3,5,4,6,10,2,5,6,1,6,0,3,10,10,5,10,6,2,9,6,1,1,2,7,3,4,8,7,6,1,6,7,7
n122,8,10,7,7,2,10,7,0,5,7,6,7,0,10,6,0,9,0,0,0,6,10,2,0,6,1,6,0,3,9,10,5,10,6,2,9,6,1,1,2,1,3,4,8,7,6,1,2,9,7
n121,8,10,7,7,2,10,7,0,5,7,6,7,0,10,6,0,9,0,0,0,6,10,2,0,6,1,6,0,3,9,10,5,10,6,2,9,6,1,1,2,1,3,4,8,7,6,1,0,9,7
n124,0,10,7,7,2,10,7,0,5,7,6,7,0,10,6,0,0,0,0,7,6,10,2,0,6,1,6,2,3,9,10,5,10,6,2,9,6,1,1,2,1,3,4,8,7,6,1,0,3,7
n123,0,10,7,7,2,10,7,4,5,7,6,7,0,10,6,0,7,0,0,0,6,10,2,0,6,1,6,0,3,9,10,5,10,6,2,9,6,1,1,2,1,3,4,8,7,6,1,7,0,7
n128,4,10,7,7,2,10,7,0,5,7,6,7,0,10,0,0,0,5,0,0,6,10,2,0,6,1,6,0,3,2,10,5,10,6,2,9,6,1,1,2,1,3,4,8,7,6,1,0,0,7
n127,4,10,7,7,2,10,7,0,5,7,6,7,0,10,0,0,0,0,0,8,6,10,2,0,6,1,6,6,3,2,10,5,10,6,2,9,6,1,1,2,1,3,4,8,7,6,1,0,8,7
n130,4,10,7,7,2,10,7,4,5,7,6,7,0,10,0,0,0,0,0,0,6,10,2,0,6,1,6,0,3,5,10,5,10,6,2,9,6,1,1,2,1,3,4,8,7,6,1,10,6,7
n129,4,10,7,7,2,10,7,4,5,7,6,7,10,10,8,0,2,0,0,0,6,10,2,0,6,1,6,0,3,5,10,5,10,6,2,9,6,1,1,2,1,3,4,8,7,6,1,10,0,7
n142,2,4,7,0,0,10,7,0,10,0,9,6,1,6,3,8,7,1,0,3,6,4,7,7,0,1,6,6,1,4,8,5,10,6,2,9,5,2,8,4,3,3,4,8,7,7,1,8,6,6
n141,2,4,7,10,0,10,7,0,10,0,9,0,1,6,3,8,7,1,0,3,6,0,7,7,1,1,6,6,1,6,8,5,10,6,2,9,5,2,8,0,3,3,4,8,7,7,1,8,6,6
n144,2,4,7,0,0,10,7,5,10,3,9,0,1,6,3,8,7,1,0,3,6,0,7,7,8,1,6,6,1,0,8,5,10,6,2,9,5,2,8,3,0,3,4,8,7,4,1,8,6,6
n143,2,4,7,0,0,10,7,5,10,3,9,0,1,6,3,8,7,1,0,3,6,0,7,7,8,1,6,6,1,0,8,5,10,6,2,9,5,2,8,0,0,3,4,8,7,4,1,8,6,6
n148,2,4,7,0,3,10,7,5,10,0,9,1,1,4,0,8,7,1,0,3,6,0,7,7,3,1,6,6,1,0,8,5,10,6,2,9,0,2,8,0,0,3,4,8,7,6,1,8,6,6
n147,2,4,7,0,3,10,7,5,10,0,9,1,1,4,0,8,7,1,0,3,6,9,7,7,0,1,6,6,1,0,8,5,10,6,2,9,0,2,8,0,1,3,4,8,7,6,1,8,6,6
n150,2,4,7,5,3,10,7,4,10,0,9,3,1,0,0,8,7,1,0,3,6,0,7,7,4,1,6,6,1,0,8,5,10,6,2,9,1,2,8,0,2,3,4,8,7,8,1,8,6,6
n149,2,4,7,5,3,10,7,0,10,0,9,0,1,6,0,8,7,1,0,3,6,2,7,7,0,1,6,6,1,0,8,5,10,6,2,9,7,2,8,0,2,3,4,8,7,0,1,8,6,6
n156,2,4,7,10,6,10,7,3,10,0,9,1,1,4,5,8,7,1,0,3,6,7,10,7,9,1,6,6,1,1,8,5,10,6,2,9,0,0,8,2,0,3,4,8,7,1,1,0,6,6
n155,2,4,7,10,6,10,7,3,10,0,9,1,1,4,5,8,7,1,0,3,6,7,10,7,0,1,6,6,1,1,8,5,10,6,2,9,0,0,8,2,0,3,4,8,7,1,1,0,6,6
n158,2,4,7,10,6,10,7,1,10,0,9,1,1,4,5,8,7,1,0,3,6,7,10,7,0,1,6,6,1,1,8,5,10,6,2,9,0,0,8,0,5,3,4,8,7,1,1,2,6,6
n157,2,4,7,10,6,10,7,1,10,0,9,1,1,4,5,8,7,1,0,3,6,7,10,7,0,1,6,6,1,1,8,5,10,6,2,9,0,0,8,0,0,3,4,8,7,1,1,2,6,6
n162,2,4,7,0,10,10,7,0,10,3,9,6,1,4,0,8,7,1,0,3,6,7,0,0,0,1,6,6,1,0,8,5,10,6,2,9,0,4,8,4,0,3,4,8,7,4,1,10,6,6
n161,2,4,7,0,10,10,7,8,10,3,9,6,1,1,0,8,7,1,0,3,6,7,0,0,0,1,6,6,1,0,8,5,10,6,2,9,0,0,8,4,0,3,4,8,7,0,1,0,6,6
n164,2,4,7,0,10,10,7,0,10,3,9,6,1,3,5,8,7,1,0,3,6,7,0,0,0,1,6,6,1,0,8,5,10,6,2,9,8,9,8,4,0,3,4,8,7,0,1,0,6,6
n163,2,4,7,0,10,10,7,7,10,3,9,6,1,3,0,8,7,1,1,3,6,7,6,0,0,1,6,6,1,0,8,5,10,6,2,9,8,9,8,4,0,3,4,8,7,0,1,0,6,6
n172,0,4,7,4,0,10,7,9,10,2,5,7,1,4,0,8,8,1,0,3,6,5,7,0,1,1,6,6,7,1,0,5,10,6,2,9,3,6,8,0,8,3,4,8,7,6,1,4,5,6
n171,4,4,7,4,4,10,7,0,10,2,5,7,1,4,10,8,8,1,0,3,6,5,7,0,1,1,6,6,5,1,0,5,10,6,2,9,3,6,8,0,8,3,4,8,7,6,1,1,5,6
n174,0,4,7,0,0,10,7,7,10,2,5,7,1,4,0,8,9,1,0,3,6,5,0,0,1,1,6,6,0,1,4,5,10,6,2,9,3,6,8,0,8,3,4,8,7,6,1,0,5,6
n173,1,4,7,0,9,10,7,7,10,2,5,7,1,4,0,8,0,1,0,3,6,5,0,0,1,1,6,6,0,0,0,5,10,6,2,9,3,6,8,0,8,3,4,8,7,6,1,0,5,6
n178,1,4,7,9,0,10,7,0,10,2,5,7,1,5,1,8,7,1,0,3,6,5,0,3,1,1,6,6,0,0,0,5,10,6,2,9,3,1,8,6,8,3,4,8,7,8,1,3,5,6
n177,0,4,7,9,0,10,7,0,10,2,5,7,1,5,1,8,0,1,0,3,6,5,5,3,1,1,6,6,0,7,0,5,10,6,2,9,3,1,8,6,8,3,4,8,7,8,1,3,5,6
n180,0,4,7,0,0,10,7,0,10,2,5,7,1,5,1,8,0,1,0,3,6,5,0,0,1,1,6,6,0,9,0,5,10,6,2,9,3,1,8,0,8,3,4,8,7,0,1,0,5,6
n179,0,4,7,0,0,10,7,0,10,2,5,7,1,5,1,8,0,1,0,3,6,5,0,0,1,1,6,6,0,0,5,5,10,6,2,9,3,1,8,3,8,3,4,8,7,0,1,0,5,6
n186,5,4,7,1,9,10,7,0,10,9,5,3,1,3,5,8,0,1,0,3,6,5,0,2,1,1,6,6,9,4,5,5,10,6,2,9,3,4,8,0,0,3,4,8,7,4,1,0,0,6
n185,0,4,7,1,9,10,7,0,10,9,5,3,1,3,5,8,0,1,0,3,6,5,0,0,1,1,6,6,9,4,5,5,10,6,2,9,3,4,8,3,0,3,4,8,7,4,1,0,0,6
n188,6,4,7,1,0,10,7,0,10,0,5,3,1,3,5,8,0,1,0,3,6,5,0,0,1,1,6,6,9,6,5,5,10,6,2,9,3,4,8,0,0,3,4,8,7,4,1,10,0,6
n187,5,4,7,1,0,10,7,3,10,0,5,3,1,3,5,8,0,1,0,3,6,5,0,0,1,1,6,6,9,6,5,5,10,6,2,9,3,4,8,0,0,3,4,8,7,4,1,0,0,6
n192,1,4,7,1,0,10,7,0,10,2,5,0,1,3,5,8,0,1,0,3,6,5,0,8,1,1,6,6,9,4,5,5,10,6,2,9,3,4,8,0,7,3,4,8,7,6,1,0,3,6
n191,1,4,7,1,0,10,7,0,10,2,5,0,1,3,5,8,0,1,0,3,6,5,3,8,1,1,6,6,9,4,5,5,10,6,2,9,3,4,8,0,7,3,4,8,7,6,1,0,1,6
n194,1,4,7,1,0,10,7,4,10,0,5,0,1,3,5,8,0,1,4,3,6,5,0,0,1,1,6,6,9,4,5,5,10,6,2,9,3,4,8,0,7,3,4,8,7,6,1,0,0,6
n193,1,4,7,1,0,10,7,0,10,0,5,0,1,3,5,8,0,1,0,3,6,5,0,9,1,1,6,6,9,4,5,5,10,6,2,9,3,4,8,0,7,3,4,8,7,6,1,0,0,6
n204,4,4,7,8,0,10,7,0,0,9,9,0,1,10,0,4,1,1,0,7,6,7,2,5,6,1,6,6,3,0,0,5,10,6,2,9,3,0,9,2,10,3,4,8,7,6,1,3,1,6
n203,4,4,7,0,9,10,7,0,9,9,9,0,1,10,0,4,1,1,0,7,6,7,2,5,6,1,6,6,3,0,0,5,10,6,2,9,3,0,9,2,10,3,4,8,7,6,1,3,1,6
n206,4,4,7,0,0,10,7,0,3,9,9,9,1,10,0,4,1,1,7,7,6,7,2,5,6,1,6,6,3,0,0,5,10,6,2,9,3,0,9,2,0,3,4,8,7,6,1,3,1,6
n205,4,4,7,0,0,10,7,0,3,9,9,9,1,10,0,4,1,1,0,7,6,7,2,5,6,1,6,6,3,0,0,5,10,6,2,9,3,0,9,2,0,3,4,8,7,6,1,3,1,6
n210,4,4,7,0,0,10,7,2,0,9,9,6,1,10,10,4,1,1,1,7,6,7,2,5,6,1,6,6,3,0,0,5,10,6,2,9,3,4,9,2,8,3,4,8,7,6,1,3,1,6
n209,4,4,7,0,6,10,7,2,0,9,9,6,1,10,0,4,1,1,1,7,6,7,2,5,6,1,6,6,3,0,0,5,10,6,2,9,3,4,9,2,8,3,4,8,7,6,1,3,1,6
n212,4,4,7,8,0,10,7,2,0,9,9,6,1,10,10,4,1,1,1,7,6,7,2,5,6,1,6,6,3,0,0,5,10,6,2,9,3,4,9,2,8,3,4,8,7,6,1,3,1,6
n211,4,4,7,8,0,10,7,2,0,9,9,6,1,10,0,4,1,1,1,7,6,7,2,5,6,1,6,6,3,8,5,5,10,6,2,9,3,4,9,2,8,3,4,8,7,6,1,3,1,6
n218,4,4,7,3,10,10,7,7,0,9,9,0,1,10,8,4,4,1,7,7,6,7,0,5,6,1,6,6,3,0,8,5,10,6,2,9,3,4,9,2,1,3,4,8,7,6,1,3,1,6
n217,4,4,7,3,10,10,7,7,0,9,9,5,1,10,5,4,4,1,7,7,6,7,8,5,6,1,6,6,3,0,8,5,10,6,2,9,3,0,9,2,1,3,4,8,7,6,1,3,1,6
n220,4,4,7,3,10,10,7,7,6,9,9,10,1,10,0,4,4,1,0,7,6,7,0,5,6,1,6,6,3,0,8,5,10,6,2,9,3,9,9,2,0,3,4,8,7,6,1,3,1,6
n219,4,4,7,3,10,10,7,7,6,9,9,10,1,10,0,4,4,1,6,7,6,7,3,5,6,1,6,6,3,0,8,5,10,6,2,9,3,0,9,2,0,3,4,8,7,6,1,3,1,6
n224,4,4,7,3,10,10,7,0,6,9,9,1,1,10,0,4,4,1,4,7,6,7,0,5,6,1,6,6,3,0,8,5,10,6,2,9,3,8,9,2,0,3,4,8,7,6,1,3,1,6
n223,4,4,7,3,10,10,7,5,6,9,9,1,1,10,0,4,4,1,4,7,6,7,0,5,6,1,6,6,3,1,8,5,10,6,2,9,3,5,9,2,0,3,4,8,7,6,1,3,1,6
n226,4,4,7,3,10,10,7,0,0,9,9,1,1,10,0,4,4,1,3,7,6,7,0,5,6,1,6,6,3,5,8,5,10,6,2,9,3,0,9,2,8,3,4,8,7,6,1,3,1,6
n225,4,4,7,3,10,10,7,0,0,9,9,1,1,10,0,4,4,1,0,7,6,7,0,5,6,1,6,6,3,5,8,5,10,6,2,9,3,0,9,2,8,3,4,8,7,6,1,3,1,6
n234,10,4,7,2,0,10,7,4,0,9,9,6,1,6,0,4,3,1,2,7,6,7,0,5,8,1,6,6,0,6,0,5,10,6,2,9,7,10,7,2,4,3,4,8,7,5,1,3,0,6
n233,10,4,7,2,0,10,7,4,0,9,9,6,1,0,2,4,3,1,2,7,6,7,3,5,8,1,6,6,0,6,9,5,10,6,2,9,7,10,7,2,7,3,4,8,7,5,1,3,0,6
n236,10,4,7,2,6,10,7,4,2,9,9,8,1,0,0,4,3,1,2,7,6,0,0,5,8,1,6,6,3,6,0,5,10,6,2,9,7,10,7,2,7,3,4,8,7,5,1,3,4,6
n235,10,4,7,2,6,10,7,4,0,9,9,0,1,1,0,4,3,1,2,7,6,0,0,5,8,1,6,6,0,6,9,5,10,6,2,9,7,10,7,2,7,3,4,8,7,5,1,3,4,6
n240,10,4,7,2,0,10,7,0,0,9,9,8,1,2,0,4,3,1,1,7,6,4,8,5,8,1,6,6,0,6,3,5,10,6,2,9,7,10,10,2,0,3,4,8,7,5,1,3,3,6
n239,10,4,7,2,0,10,7,0,0,9,9,8,1,2,0,4,3,1,1,7,6,4,8,5,8,1,6,6,7,6,0,5,10,6,2,9,7,10,0,2,0,3,4,8,7,5,1,3,3,6
n242,10,4,7,2,5,10,7,0,6,9,9,8,1,2,0,4,3,1,0,7,6,4,0,5,8,1,6,6,0,6,0,5,10,6,2,9,7,10,0,2,2,3,4,8,7,5,1,3,3,6
n241,10,4,7,2,0,10,7,0,6,9,9,8,1,2,0,4,3,1,0,7,6,4,10,5,8,1,6,6,0,6,0,5,10,6,2,9,7,10,0,2,0,3,4,8,7,5,1,3,3,6
n248,3,4,7,2,0,10,7,2,9,9,9,8,1,9,0,4,3,1,0,7,6,0,2,5,3,1,6,6,0,6,0,5,10,6,2,9,7,10,7,2,6,3,4,8,7,9,1,3,0,6
n247,3,4,7,2,2,10,7,2,9,9,9,8,1,9,0,4,3,1,9,7,6,0,2,5,3,1,6,6,0,6,0,5,10,6,2,9,7,10,7,2,6,3,4,8,7,9,1,3,0,6
n250,3,4,7,2,6,10,7,2,0,9,9,6,1,9,5,4,3,1,0,7,6,0,2,5,0,1,6,6,3,6,0,5,10,6,2,9,7,10,7,2,6,3,4,8,7,9,1,3,7,6
n249,3,4,7,2,0,10,7,2,0,9,9,6,1,9,0,4,3,1,6,7,6,0,2,5,0,1,6,6,3,6,0,5,10,6,2,9,7,10,7,2,6,3,4,8,7,9,1,3,5,6
n254,1,4,7,2,7,10,7,0,0,9,9,0,1,0,0,4,3,1,10,7,6,2,2,5,3,1,6,6,0,6,6,5,10,6,2,9,7,10,7,2,6,3,4,8,7,9,1,3,0,6
n253,1,4,7,2,7,10,7,0,0,9,9,0,1,0,0,4,3,1,10,7,6,2,2,5,3,1,6,6,0,6,6,5,10,6,2,9,7,10,7,2,6,3,4,8,7,0,1,3,0,6
n256,7,4,7,2,7,10,7,0,3,9,9,0,1,0,4,4,3,1,0,7,6,2,2,5,10,1,6,6,6,6,6,5,10,6,2,9,7,10,7,2,6,3,4,8,7,0,1,3,8,6
n255,9,4,7,2,7,10,7,0,0,9,9,0,1,0,4,4,3,1,0,7,6,2,2,5,10,1,6,6,6,6,6,5,10,6,2,9,7,10,7,2,6,3,4,8,7,0,1,3,0,6
n270,10,3,1,7,9,3,7,1,6,10,10,0,0,7,6,9,7,0,10,9,9,7,9,6,3,1,6,3,7,1,0,5,9,6,2,9,6,8,3,10,10,3,1,10,2,0,1,0,4,7
n269,10,3,1,7,9,3,7,1,6,10,10,0,0,7,0,9,7,0,10,9,9,7,9,6,3,1,6,3,7,1,0,5,9,6,2,9,6,8,3,10,10,3,1,10,2,0,1,0,4,7
n272,0,3,1,7,9,3,7,1,0,10,10,10,10,7,0,9,7,0,10,9,9,7,9,6,3,1,6,3,7,1,0,5,9,6,2,9,6,8,3,10,10,3,1,10,2,0,1,0,4,7
n271,0,3,1,7,9,3,7,1,0,10,10,0,10,7,0,9,7,0,10,9,9,7,9,6,3,1,6,3,7,1,0,5,9,6,2,9,6,8,3,10,10,3,1,10,2,0,1,0,4,7
