cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90
n37,6,9,10,10,5,4,6,8,7,9,1,10,4,7,10,5,8,3,7,1,8,5,3,3,10,0,2,2,1,9,8,8,0,7,3,6,5,3,0,7,4,1,9,6,5,10,0,7,2,4,3,9,9,5,5,6,5,4,4,7,0,9,8,10,3,4,10,0,6,7,10,1,0,0,3,0,1,2,7,2,2,1,2,9,6,4,3,6,3,4
n46,6,9,2,10,5,7,6,8,6,1,9,0,4,7,10,5,8,3,2,1,8,5,3,3,10,1,2,2,0,9,8,8,1,7,3,6,7,3,7,7,8,1,1,6,5,10,0,7,2,4,3,9,9,5,5,10,4,0,0,7,9,9,8,10,3,0,0,8,5,7,10,1,7,4,3,2,1,2,7,3,2,1,0,8,6,4,3,6,3,0
n45,6,9,2,10,5,7,6,8,6,1,9,0,4,7,10,5,8,3,2,1,8,5,3,3,10,1,2,2,0,9,8,8,0,7,3,6,7,3,7,7,8,1,9,6,5,10,0,7,2,4,3,9,9,5,5,10,4,0,0,7,9,9,8,10,3,0,0,8,5,7,10,1,7,4,3,2,1,2,7,3,2,1,0,8,6,4,3,6,3,0
n48,6,9,0,10,5,7,6,8,6,1,9,6,4,7,10,5,8,3,2,1,8,5,3,3,10,3,2,2,0,9,8,8,0,7,3,6,0,3,7,7,8,1,5,6,5,10,0,8,2,4,3,9,9,5,5,10,4,0,7,7,9,9,8,10,3,10,8,0,5,7,10,1,0,0,3,2,1,2,7,0,2,1,0,8,6,4,3,6,3,0
n47,6,9,2,10,5,7,6,8,6,1,9,0,4,7,10,5,8,3,2,1,8,5,3,3,10,0,2,2,0,9,8,8,0,7,3,6,0,3,7,7,8,1,5,6,5,10,0,0,2,4,3,9,9,5,5,10,4,0,0,7,9,9,8,10,3,10,8,0,5,7,10,1,0,0,3,2,1,2,7,0,2,1,0,8,6,4,3,6,3,8
n52,6,9,6,10,5,7,6,8,6,0,0,6,4,7,10,5,8,3,0,1,8,5,3,3,10,0,2,2,0,9,8,8,0,7,3,6,2,3,7,7,8,1,0,6,5,10,0,2,2,4,3,9,9,5,5,10,4,1,0,7,9,9,8,10,3,0,0,3,5,7,10,1,0,0,3,0,1,2,7,0,2,1,4,8,6,4,3,6,3,0
n51,6,9,6,10,5,7,6,8,6,0,0,6,4,7,10,5,8,3,8,1,8,5,3,3,10,0,2,2,2,9,8,8,0,7,3,6,4,3,7,7,8,1,0,6,5,10,0,2,2,4,3,9,9,5,5,10,4,1,0,7,9,9,8,10,3,0,0,3,5,7,10,1,0,9,3,0,1,2,7,0,2,1,2,8,6,4,3,6,3,0
n54,6,9,0,10,5,7,6,8,6,0,4,6,4,7,10,5,8,3,7,1,8,5,3,3,10,0,2,2,0,9,8,8,0,7,3,6,10,3,7,7,8,1,0,6,5,10,0,2,2,4,3,9,9,5,5,10,4,0,8,7,9,9,8,10,3,4,0,3,5,7,10,1,0,0,3,0,1,2,7,0,2,1,2,8,6,4,3,6,3,0
n53,6,9,0,10,5,7,6,8,6,0,0,6,4,7,10,5,8,3,9,1,8,5,3,3,10,0,2,2,0,9,8,8,0,7,3,6,4,3,7,7,8,1,0,6,5,10,0,2,2,4,3,9,9,5,5,10,4,0,8,7,9,9,8,10,3,0,0,3,5,7,10,1,0,0,3,0,1,2,7,0,2,1,2,8,6,4,3,6,3,0
n60,6,9,9,10,5,7,6,8,0,9,5,0,4,7,10,5,8,3,0,1,8,5,3,3,10,5,2,2,0,9,8,8,0,7,3,6,8,3,0,7,4,1,5,6,5,10,0,7,2,4,3,9,9,5,5,0,0,6,0,7,9,9,8,10,3,0,4,1,5,7,10,1,0,0,3,0,1,2,7,0,2,1,0,8,6,4,3,6,3,0
n59,6,9,9,10,5,7,6,8,0,9,0,2,4,7,10,5,8,3,0,1,8,5,3,3,10,5,2,2,0,9,8,8,0,7,3,6,8,3,0,7,4,1,5,6,5,10,0,7,2,4,3,9,9,5,5,0,7,6,1,7,9,9,8,10,3,3,4,1,5,7,10,1,0,0,3,0,1,2,7,0,2,1,0,8,6,4,3,6,3,0
n62,6,9,9,10,5,7,6,8,0,9,0,0,4,7,10,5,8,3,8,1,8,5,3,3,10,0,2,2,0,9,8,8,0,7,3,6,8,3,0,7,4,1,0,6,5,10,0,0,2,4,3,9,9,5,5,0,0,0,5,7,9,9,8,10,3,0,4,1,5,7,10,1,0,0,3,3,1,2,7,0,2,1,0,8,6,4,3,6,3,0
n61,6,9,9,10,5,7,6,8,0,9,0,4,4,7,10,5,8,3,8,1,8,5,3,3,10,8,2,2,0,9,8,8,0,7,3,6,8,3,9,7,4,1,3,6,5,10,6,0,2,4,3,9,9,5,5,0,0,0,5,7,9,9,8,10,3,0,4,1,5,7,10,1,0,8,3,3,1,2,7,0,2,1,0,8,6,4,3,6,3,0
n66,6,9,9,10,5,7,6,8,9,9,0,9,4,7,10,5,8,3,3,1,8,5,3,3,10,0,2,2,9,9,8,8,0,7,3,6,8,3,0,7,4,1,4,6,5,10,3,0,2,4,3,9,9,5,5,4,0,8,0,7,9,9,8,10,3,0,4,1,5,7,10,1,0,8,3,0,1,2,7,0,2,1,9,8,6,4,3,6,3,8
n65,6,9,9,10,5,7,6,8,9,9,0,9,4,7,10,5,8,3,3,1,8,5,3,3,10,4,2,2,9,9,8,8,3,7,3,6,8,3,3,7,4,1,4,6,5,10,3,0,2,4,3,9,9,5,5,3,5,0,0,7,9,9,8,10,3,0,4,1,5,7,10,1,9,8,3,0,1,2,7,0,2,1,9,8,6,4,3,6,3,0
n68,6,9,9,10,5,7,6,8,9,9,0,9,4,7,10,5,8,3,3,1,8,5,3,3,10,8,2,2,9,9,8,8,5,7,3,6,8,3,0,7,4,1,4,6,5,10,3,9,2,4,3,9,9,5,5,0,0,0,0,7,9,9,8,10,3,0,4,1,5,7,10,1,3,8,3,7,1,2,7,3,2,1,9,8,6,4,3,6,3,6
n67,6,9,9,10,5,7,6,8,9,9,0,9,4,7,10,5,8,3,3,1,8,5,3,3,10,9,2,2,9,9,8,8,5,7,3,6,8,3,0,7,4,1,4,6,5,10,0,9,2,4,3,9,9,5,5,2,10,0,0,7,9,9,8,10,3,0,4,1,5,7,10,1,3,8,3,7,1,2,7,0,2,1,9,8,6,4,3,6,3,6
n78,6,10,0,10,10,4,6,8,0,8,8,10,4,7,10,5,8,3,7,1,8,8,3,3,10,1,2,1,1,6,8,0,0,7,3,6,1,3,0,7,0,4,5,6,5,10,5,8,2,4,3,9,9,5,5,3,0,5,0,7,0,8,8,10,3,3,6,0,3,7,10,1,7,7,3,9,1,2,7,0,7,1,5,1,6,4,3,9,3,1
n77,6,10,2,10,10,4,6,8,0,8,8,10,4,7,10,5,8,3,0,1,8,8,3,3,10,1,2,1,1,6,8,10,0,7,3,6,1,3,0,7,0,4,5,6,5,10,5,8,2,4,3,9,9,5,5,3,0,5,6,7,0,8,8,10,3,3,6,0,3,7,10,1,7,7,3,0,1,2,7,0,7,1,5,1,6,4,3,9,3,1
n80,6,10,0,10,10,4,6,8,7,8,8,10,4,7,10,5,8,3,10,1,8,8,3,3,10,8,2,1,1,6,8,4,0,7,3,6,1,3,0,7,0,4,5,6,5,10,0,0,2,4,3,9,9,5,5,3,0,5,3,7,0,8,8,10,3,3,6,2,3,7,10,1,7,7,3,0,1,2,7,1,7,1,5,0,6,4,3,9,3,1
n79,6,10,9,10,10,4,6,8,0,8,8,10,4,7,10,5,8,3,0,1,8,8,3,3,10,8,2,1,1,6,8,4,1,7,3,6,1,3,10,7,0,4,5,6,5,10,0,0,2,4,3,9,9,5,5,3,0,5,0,7,7,8,8,10,3,3,6,0,3,7,10,1,7,7,3,0,1,2,7,1,7,1,5,0,6,4,3,9,3,1
n84,6,10,3,10,0,4,6,8,0,1,0,0,4,7,10,5,8,3,5,1,8,8,3,3,10,0,2,1,1,6,8,3,0,7,3,6,1,3,8,7,5,4,5,6,5,10,0,1,2,4,3,9,9,5,5,3,10,5,4,7,0,8,8,10,3,3,6,0,3,7,10,1,7,7,3,0,1,2,7,3,7,1,5,4,6,4,3,9,3,1
n83,6,10,3,10,0,4,6,8,0,1,0,7,4,7,10,5,8,3,4,1,8,8,3,3,10,0,2,1,1,6,8,0,0,7,3,6,1,3,0,7,5,4,5,6,5,10,0,1,2,4,3,9,9,5,5,3,10,5,4,7,0,8,8,10,3,3,6,8,3,7,10,1,7,7,3,0,1,2,7,0,7,1,5,0,6,4,3,9,3,1
n86,6,10,1,10,0,4,6,8,0,1,0,2,4,7,10,5,8,3,0,1,8,8,3,3,10,0,2,1,1,6,8,0,8,7,3,6,1,3,0,7,5,4,5,6,5,10,0,1,2,4,3,9,9,5,5,3,0,5,6,7,10,8,8,10,3,3,6,1,3,7,10,1,7,7,3,0,1,2,7,9,7,1,5,2,6,4,3,9,3,1
n85,6,10,0,10,0,4,6,8,0,1,0,0,4,7,10,5,8,3,0,1,8,8,3,3,10,0,2,1,1,6,8,0,0,7,3,6,1,3,0,7,5,4,5,6,5,10,0,1,2,4,3,9,9,5,5,3,6,5,6,7,10,8,8,10,3,3,6,1,3,7,10,1,7,7,3,0,1,2,7,9,7,1,5,0,6,4,3,9,3,1
n92,6,10,0,10,2,4,6,8,10,0,10,0,4,7,10,5,8,3,4,1,8,8,3,3,10,0,2,1,1,6,8,4,2,7,3,6,1,3,3,7,9,0,0,6,5,10,0,10,2,4,3,9,9,5,5,3,0,5,0,7,0,8,8,10,3,3,6,0,3,7,10,1,7,7,3,0,1,2,7,0,7,1,5,0,6,4,3,9,3,1
n91,6,10,0,10,2,4,6,8,10,0,10,0,4,7,10,5,8,3,4,1,8,8,3,3,10,7,2,1,1,6,8,4,2,7,3,6,1,3,0,7,9,2,10,6,5,10,0,10,2,4,3,9,9,5,5,3,4,5,0,7,0,8,8,10,3,3,6,0,3,7,10,1,7,7,3,3,1,2,7,0,7,1,5,0,6,4,3,9,3,1
n94,6,10,7,10,2,4,6,8,10,6,7,0,4,7,10,5,8,3,4,1,8,8,3,3,10,1,2,1,1,6,8,0,0,7,3,6,1,3,5,7,0,0,0,6,5,10,0,10,2,4,3,9,9,5,5,3,0,5,6,7,0,8,8,10,3,3,6,0,3,7,10,1,7,7,3,0,1,2,7,1,7,1,5,7,6,4,3,9,3,1
n93,6,10,0,10,2,4,6,8,10,6,7,0,4,7,10,5,8,3,4,1,8,8,3,3,10,1,2,1,1,6,8,0,0,7,3,6,1,3,5,7,0,0,0,6,5,10,0,10,2,4,3,9,9,5,5,3,0,5,6,7,0,8,8,10,3,3,6,0,3,7,10,1,7,7,3,0,1,2,7,8,7,1,5,7,6,4,3,9,3,1
n98,6,10,0,10,2,4,6,8,10,1,5,0,4,7,10,5,8,3,4,1,8,8,3,3,10,8,2,1,1,6,8,1,7,7,3,6,1,3,5,7,3,0,0,6,5,10,1,10,2,4,3,9,9,5,5,3,6,5,0,7,0,8,8,10,3,3,6,2,3,7,10,1,7,7,3,0,1,2,7,0,7,1,5,0,6,4,3,9,3,1
n97,6,10,0,10,2,4,6,8,10,0,5,6,4,7,10,5,8,3,4,1,8,8,3,3,10,0,2,1,1,6,8,1,7,7,3,6,1,3,5,7,5,0,0,6,5,10,1,10,2,4,3,9,9,5,5,3,6,5,0,7,1,8,8,10,3,3,6,8,3,7,10,1,7,7,3,0,1,2,7,5,7,1,5,0,6,4,3,9,3,1
n100,6,10,0,10,2,4,6,8,10,0,5,10,4,7,10,5,8,3,4,1,8,8,3,3,10,0,2,1,1,6,8,1,0,7,3,6,1,3,5,7,8,0,10,6,5,10,1,10,2,4,3,9,9,5,5,3,6,5,10,7,2,8,8,10,3,3,6,0,3,7,10,1,7,7,3,0,1,2,7,0,7,1,5,2,6,4,3,9,3,1
n99,6,10,6,10,2,4,6,8,10,0,5,10,4,7,10,5,8,3,4,1,8,8,3,3,10,0,2,1,1,6,8,1,0,7,3,6,1,3,5,7,0,0,10,6,5,10,1,10,2,4,3,9,9,5,5,3,6,5,0,7,2,8,8,10,3,3,6,0,3,7,10,1,7,7,3,0,1,2,7,0,7,1,5,2,6,4,3,9,3,1
n108,6,10,0,10,8,4,6,8,3,7,10,0,4,7,10,5,8,3,5,1,8,8,3,3,10,0,2,6,10,6,8,0,4,7,3,6,6,3,5,7,1,0,0,0,5,10,0,10,2,4,3,9,9,5,5,0,2,2,2,7,6,8,8,10,3,3,0,6,3,7,10,1,0,4,3,3,1,2,7,4,7,1,5,5,6,4,3,6,3,6
n107,6,10,6,10,8,4,6,8,0,7,10,0,4,7,10,5,8,3,5,1,8,8,3,3,10,0,2,6,10,6,8,0,4,7,3,6,6,3,5,7,0,0,9,0,5,10,0,10,2,4,3,9,9,5,5,0,2,0,2,7,6,8,8,10,3,3,0,6,3,7,10,1,0,4,3,3,1,2,7,4,7,1,5,5,6,4,3,6,3,6
n110,6,10,0,10,8,4,6,8,0,7,0,10,4,7,10,5,8,3,5,1,8,8,3,3,10,2,2,6,10,6,8,0,4,7,3,6,6,3,10,7,0,0,0,0,5,10,2,10,2,4,3,9,9,5,5,0,2,0,2,7,4,8,8,10,3,3,10,6,3,7,10,1,0,4,3,3,1,2,7,4,7,1,5,5,6,4,3,6,3,6
n109,6,10,0,10,8,4,6,8,0,7,0,10,4,7,10,5,8,3,5,1,8,8,3,3,10,2,2,6,10,6,8,0,4,7,3,6,6,3,10,7,0,0,0,0,5,10,2,10,2,4,3,9,9,5,5,0,2,0,2,7,4,8,8,10,3,3,0,6,3,7,10,1,0,4,3,3,1,2,7,4,7,1,5,5,6,4,3,6,3,6
n114,6,10,0,10,8,4,6,8,0,0,0,3,4,7,10,5,8,3,5,1,8,8,3,3,10,0,2,10,0,6,8,0,4,7,3,6,6,3,0,7,0,0,5,0,5,10,0,10,2,4,3,9,9,5,5,2,2,8,2,7,0,8,8,10,3,3,0,6,3,7,10,1,5,4,3,3,1,2,7,4,7,1,5,0,6,4,3,6,3,6
n113,6,10,0,10,0,4,6,8,0,0,4,3,4,7,10,5,8,3,5,1,8,8,3,3,10,0,2,10,0,6,8,0,4,7,3,6,6,3,2,7,0,0,5,0,5,10,0,10,2,4,3,9,9,5,5,9,2,8,2,7,0,8,8,10,3,3,0,6,3,7,10,1,5,4,3,3,1,2,7,4,7,1,5,0,6,4,3,6,3,6
n116,6,10,0,10,0,4,6,8,0,6,3,3,4,7,10,5,8,3,5,1,8,8,3,3,10,0,2,10,7,6,8,0,4,7,3,6,6,3,0,7,0,0,5,0,5,10,0,10,2,4,3,9,9,5,5,0,2,8,2,7,0,8,8,10,3,3,0,6,3,7,10,1,5,4,3,3,1,2,7,4,7,1,5,0,6,4,3,6,3,6
n115,6,10,0,10,0,4,6,8,0,0,0,3,4,7,10,5,8,3,5,1,8,8,3,3,10,0,2,10,1,6,8,5,4,7,3,6,6,3,6,7,0,0,5,0,5,10,0,10,2,4,3,9,9,5,5,0,2,8,2,7,0,8,8,10,3,3,8,6,3,7,10,1,5,4,3,3,1,2,7,4,7,1,5,0,6,4,3,6,3,6
n122,6,10,0,10,0,4,6,8,1,1,4,0,4,7,10,5,8,3,10,1,8,8,3,3,10,0,2,10,0,6,8,5,4,7,3,6,6,3,3,7,0,0,10,3,5,10,7,2,2,4,3,9,9,5,5,0,2,8,0,7,1,8,8,10,3,3,6,0,3,7,10,1,2,0,3,3,1,2,7,0,7,1,5,0,6,4,3,6,3,6
n121,6,10,6,10,0,4,6,8,1,1,4,0,4,7,10,5,8,3,10,1,8,8,3,3,10,0,2,10,0,6,8,5,4,7,3,6,6,3,3,7,2,0,10,3,5,10,7,2,2,4,3,9,9,5,5,10,2,8,0,7,1,8,8,10,3,3,6,0,3,7,10,1,2,10,3,3,1,2,7,0,7,1,5,4,6,4,3,6,3,6
n124,6,10,10,10,7,4,6,8,1,1,4,0,4,7,10,5,8,3,0,1,8,8,3,3,10,0,2,10,0,6,8,5,4,7,3,6,6,3,3,7,0,0,10,3,5,10,7,2,2,4,3,9,9,5,5,4,2,8,0,7,1,8,8,10,3,3,0,3,3,7,10,1,2,10,3,3,1,2,7,0,7,1,5,0,6,4,3,6,3,6
n123,6,10,10,10,7,4,6,8,1,1,4,0,4,7,10,5,8,3,1,1,8,8,3,3,10,2,2,10,0,6,8,5,4,7,3,6,6,3,3,7,0,0,10,3,5,10,7,2,2,4,3,9,9,5,5,0,2,8,0,7,1,8,8,10,3,3,0,3,3,7,10,1,2,6,3,3,1,2,7,0,7,1,5,0,6,4,3,6,3,6
n128,6,10,0,10,3,4,6,8,1,1,0,5,4,7,10,5,8,3,1,1,8,8,3,3,10,0,2,10,0,6,8,5,4,7,3,6,6,3,3,7,7,0,10,3,5,10,7,2,2,4,3,9,9,5,5,0,2,0,4,7,0,8,8,10,3,3,0,0,3,7,10,1,3,0,3,3,1,2,7,10,7,1,5,9,6,4,3,6,3,6
n127,6,10,0,10,3,4,6,8,1,1,0,0,4,7,10,5,8,3,7,1,8,8,3,3,10,6,2,10,9,6,8,5,4,7,3,6,6,3,3,7,7,0,10,3,5,10,7,2,2,4,3,9,9,5,5,0,2,0,4,7,0,8,8,10,3,3,0,0,3,7,10,1,3,0,3,3,1,2,7,10,7,1,5,3,6,4,3,6,3,6
n130,6,10,0,10,0,4,6,8,1,1,10,0,4,7,10,5,8,3,8,1,8,8,3,3,10,0,2,10,0,6,8,5,4,7,3,6,6,3,3,7,4,0,10,3,5,10,7,2,2,4,3,9,9,5,5,4,2,3,4,7,0,8,8,10,3,3,0,0,3,7,10,1,3,1,3,3,1,2,7,10,7,1,5,0,6,4,3,6,3,6
n129,6,10,0,10,0,4,6,8,1,1,0,0,4,7,10,5,8,3,8,1,8,8,3,3,10,0,2,10,2,6,8,5,4,7,3,6,6,3,3,7,4,0,10,3,5,10,7,2,2,4,3,9,9,5,5,4,2,1,4,7,0,8,8,10,3,3,0,0,3,7,10,1,3,1,3,3,1,2,7,10,7,1,5,0,6,4,3,6,3,6
n142,6,0,2,10,8,9,7,8,0,0,3,4,4,7,10,5,8,3,7,6,8,2,3,3,0,3,8,10,4,0,8,3,10,7,5,6,7,3,0,7,4,5,1,1,0,10,10,0,2,8,3,5,9,5,5,8,6,0,2,7,10,9,8,10,3,8,4,7,1,2,0,1,0,5,0,10,3,2,7,0,1,1,2,0,4,5,1,1,3,3
n141,6,5,2,10,8,9,7,8,0,0,3,4,4,7,10,5,8,3,7,6,8,0,3,3,2,3,8,10,4,0,8,3,10,7,0,6,7,3,0,7,4,5,1,1,0,10,10,0,2,8,3,5,9,5,5,8,6,0,2,7,10,9,8,10,3,8,4,7,1,2,7,1,0,5,0,10,3,2,7,0,1,1,2,8,4,5,1,1,3,3
n144,6,4,2,10,8,9,7,8,1,0,3,4,4,7,10,5,8,3,7,6,8,2,3,3,0,3,8,10,4,6,8,3,0,7,0,6,7,3,10,7,4,5,1,1,0,10,10,0,2,8,3,5,9,5,5,8,6,3,2,7,10,9,8,10,3,8,4,7,1,2,0,1,0,5,0,10,3,2,7,5,1,1,2,0,4,5,1,10,3,3
n143,6,4,2,10,8,9,7,8,6,0,3,4,4,7,10,5,8,3,7,6,8,2,3,3,0,3,8,10,4,6,8,3,0,7,0,6,7,3,0,7,4,5,1,1,4,10,10,0,2,8,3,5,9,5,5,8,6,3,2,7,10,9,8,10,3,8,4,7,1,2,10,1,0,5,7,10,3,2,7,0,1,1,2,0,4,5,1,0,3,3
n148,6,0,2,10,8,9,7,8,4,0,3,4,4,7,10,5,8,3,7,6,8,1,3,3,9,3,8,10,4,6,8,8,10,7,9,6,0,3,0,7,4,5,1,1,0,10,3,0,2,8,3,5,9,5,5,8,6,7,2,7,10,9,8,10,3,8,4,7,1,2,6,1,0,5,7,10,3,2,7,7,1,1,2,0,4,5,4,7,3,3
n147,6,10,2,10,8,9,7,8,4,0,3,4,4,7,10,5,8,3,7,6,8,1,3,3,0,3,8,10,4,6,8,0,0,7,9,6,0,3,0,7,4,5,1,1,0,10,3,0,2,8,3,5,9,5,5,8,6,0,2,7,10,9,8,10,3,8,4,7,1,2,6,1,0,5,7,10,3,2,7,7,1,1,2,1,4,5,4,7,3,3
n150,6,4,2,10,8,9,7,8,0,0,3,4,4,7,10,5,8,3,7,6,8,0,3,3,0,3,8,10,4,6,8,3,7,7,9,6,0,3,0,7,4,5,1,1,0,10,0,5,2,8,3,5,9,5,5,8,6,0,2,7,10,9,8,10,3,8,4,7,1,2,8,1,6,5,7,10,3,2,7,0,1,1,2,10,4,5,4,7,3,3
n149,6,0,2,10,8,9,7,8,0,0,3,4,4,7,10,5,8,3,7,6,8,0,3,3,0,3,8,10,4,6,8,3,0,7,9,6,3,3,0,7,4,5,1,1,0,10,0,5,2,8,3,5,9,5,5,8,6,0,2,7,10,9,8,10,3,8,4,7,1,2,0,1,0,5,7,10,3,2,7,0,1,1,2,0,4,5,4,7,3,3
n156,6,0,0,10,0,9,7,8,0,0,3,4,4,7,10,5,8,3,5,6,8,0,3,3,0,9,8,10,4,0,8,7,0,7,0,6,4,3,0,7,4,5,1,1,5,10,2,0,2,8,3,9,9,5,5,8,6,6,2,7,10,0,8,10,9,8,4,0,1,2,0,1,0,0,0,0,0,2,7,0,1,1,2,0,4,5,3,7,3,3
