cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90
n91,1,1,7,0,8,0,9,5,0,5,5,10,2,9,10,5,9,3,3,8,3,4,4,6,8,4,3,9,6,5,6,0,7,1,8,2,6,10,5,1,5,6,4,0,6,6,6,4,5,0,10,8,5,6,4,2,0,6,10,8,4,4,0,5,8,10,6,0,5,0,1,1,0,10,4,4,5,1,10,10,6,10,4,1,2,4,6,0,10,1
n94,1,1,7,0,0,0,9,5,0,5,5,0,2,9,10,5,9,0,3,8,3,4,4,6,8,4,3,9,6,5,6,0,7,1,8,2,3,10,5,1,5,6,4,1,6,6,6,4,5,3,10,8,5,6,4,2,0,6,10,0,0,4,0,5,8,10,0,0,5,0,1,1,0,0,4,4,5,1,10,10,6,10,4,1,2,4,6,0,10,1
n93,1,1,7,0,0,0,9,5,5,5,5,0,2,9,10,5,9,0,3,8,3,4,4,6,8,4,3,9,6,5,6,0,7,1,8,2,0,10,5,1,5,6,4,1,6,6,6,4,5,0,10,8,5,6,4,2,0,6,10,10,0,4,8,5,8,10,0,0,5,0,1,1,0,9,4,4,5,1,10,10,6,10,4,1,2,4,6,0,10,1
n98,1,1,7,3,10,0,9,5,10,5,5,0,2,9,10,5,9,8,3,8,3,4,4,6,10,4,3,9,6,5,6,0,7,1,8,2,0,10,5,1,5,6,4,0,6,6,6,4,5,10,10,8,5,6,4,2,0,6,10,0,4,4,2,5,8,10,0,0,5,0,1,1,5,10,4,4,0,1,10,10,6,10,4,1,2,4,6,0,10,1
n97,1,1,7,0,10,10,9,5,0,5,5,0,2,9,10,5,9,2,3,8,3,4,4,6,10,4,3,9,6,5,6,0,7,1,8,2,0,10,5,1,5,6,4,0,6,6,6,4,5,10,10,8,5,6,4,2,0,6,10,0,4,4,2,5,8,10,0,0,5,0,1,1,5,10,4,4,2,1,10,10,6,10,4,1,2,4,6,0,10,1
n100,1,1,7,6,9,0,9,5,4,5,5,0,2,9,10,5,9,0,3,8,3,4,4,6,10,4,3,9,6,5,6,0,7,1,8,2,0,10,5,1,5,6,4,0,6,6,6,4,5,10,10,8,5,6,4,2,0,6,10,0,0,4,2,5,8,10,2,0,5,8,1,1,5,0,4,4,0,1,10,10,6,10,4,1,2,4,6,0,10,1
n99,1,1,7,0,9,0,9,5,8,5,5,0,2,9,10,5,9,0,3,8,3,4,4,6,10,4,3,9,6,5,6,0,7,1,8,2,10,10,5,1,5,6,4,0,6,6,6,4,5,10,10,8,5,6,4,2,0,6,10,0,0,4,2,5,8,10,0,0,5,0,1,1,5,0,4,4,0,1,10,10,6,10,4,1,2,4,6,0,10,1
n108,1,8,0,0,9,1,9,5,0,5,5,3,2,9,3,9,9,4,3,8,3,4,0,6,0,4,3,7,6,5,6,8,7,1,8,2,9,10,5,0,5,6,4,0,6,6,6,4,5,0,10,8,5,0,4,2,8,6,7,10,9,1,10,5,8,10,2,10,0,0,0,1,0,0,4,4,1,1,10,10,6,10,4,1,2,0,6,5,8,1
n107,1,8,0,7,9,1,9,5,0,5,5,3,2,9,3,9,9,4,3,8,3,4,0,6,0,4,3,7,6,5,6,8,7,1,8,2,9,10,5,0,5,6,4,0,6,6,6,4,5,0,10,8,5,7,4,2,8,6,7,10,9,1,10,5,8,10,2,10,0,0,0,1,3,10,4,4,1,1,10,10,6,10,4,1,2,0,6,5,8,1
n110,1,0,0,3,9,1,9,5,0,5,5,3,2,9,3,0,9,4,3,8,3,4,0,6,0,4,3,7,6,5,6,8,7,1,8,2,9,10,5,0,5,6,4,9,6,6,6,4,5,8,10,8,5,7,4,2,0,6,7,10,9,1,0,5,8,10,2,10,4,0,0,1,0,0,4,4,1,1,10,10,6,10,4,1,2,4,6,5,8,1
