cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70
n86,1,7,5,10,7,10,2,0,0,2,1,0,5,4,5,0,1,2,8,10,8,10,0,1,7,0,5,10,2,5,0,2,6,8,6,9,8,1,0,0,4,1,3,8,2,2,1,0,5,10,0,1,4,9,0,7,0,8,6,1,0,7,7,9,6,0,1,4,3,0
n85,1,7,5,3,7,10,2,0,0,2,1,0,5,4,5,0,1,2,8,10,2,10,0,1,7,0,5,10,2,5,0,2,6,8,6,9,8,1,0,0,4,1,3,8,2,2,1,0,5,10,0,1,4,9,0,7,8,8,6,1,0,7,0,9,6,0,1,4,3,0
n92,1,7,5,0,0,10,2,0,0,2,1,0,5,4,5,7,1,5,8,10,10,10,2,1,0,6,5,10,2,6,7,2,6,8,0,9,8,1,1,10,4,1,3,8,2,2,1,0,5,10,0,1,4,6,3,9,0,8,6,1,0,7,9,9,0,0,1,4,3,1
n91,1,7,5,0,0,10,2,0,0,2,1,2,5,4,5,7,1,5,8,10,10,10,2,1,0,0,5,10,2,6,2,2,6,8,0,9,8,1,1,10,4,1,3,8,2,2,1,0,5,10,0,1,4,6,3,9,0,8,6,1,0,7,0,9,0,0,1,4,3,1
n94,1,7,5,9,6,10,2,0,0,2,1,0,5,4,5,0,1,5,8,10,0,10,0,1,0,1,5,10,2,6,0,2,6,8,0,9,8,1,1,0,4,1,3,8,2,2,1,0,5,10,0,1,4,6,3,10,0,8,6,1,2,7,0,9,0,0,1,4,3,0
n93,1,7,5,9,6,10,2,0,0,2,1,0,5,4,5,0,1,5,8,10,1,10,0,1,0,0,5,10,2,6,0,2,6,8,0,9,8,1,1,0,4,1,3,8,2,2,1,0,5,10,0,1,4,6,3,0,0,8,6,1,8,7,0,9,0,4,1,4,3,0
n98,1,7,5,2,0,10,2,0,0,2,1,10,5,4,5,0,1,0,8,10,0,10,0,1,0,0,5,10,2,6,10,2,6,8,0,9,8,1,1,3,4,1,3,8,2,2,1,2,5,10,0,1,4,6,3,0,5,8,6,1,6,7,0,9,0,8,1,4,3,0
n97,1,7,5,2,0,10,2,0,0,2,1,10,5,4,5,0,1,0,8,10,0,10,0,1,0,0,5,10,2,6,10,2,6,8,1,9,8,1,1,3,4,1,3,8,2,2,1,2,5,10,0,1,4,6,3,0,5,8,6,1,6,7,0,9,7,8,1,4,3,0
n100,1,7,5,2,0,10,2,0,8,2,1,0,5,4,5,0,1,0,8,10,0,10,4,1,0,0,5,10,2,6,10,2,6,8,0,9,8,1,1,3,4,1,3,8,2,2,1,2,5,10,0,1,4,6,3,5,0,8,6,1,6,7,0,9,0,8,1,4,3,0
n99,1,7,5,2,0,10,2,0,8,2,1,0,5,4,5,0,1,10,8,10,0,10,0,1,0,0,5,10,2,6,10,2,6,8,0,9,8,1,1,3,4,1,3,8,2,2,1,2,5,10,0,1,4,6,3,5,0,8,6,1,6,7,0,9,0,8,1,4,3,0
n108,1,2,5,0,10,0,2,6,9,2,1,10,5,4,9,0,1,4,8,10,3,10,0,1,0,2,5,10,0,2,8,2,6,8,0,9,8,1,2,0,4,1,3,8,2,3,0,2,5,10,0,1,4,3,3,9,4,8,6,1,8,7,5,9,8,0,1,4,3,0
n107,1,2,5,3,10,0,2,6,1,2,1,10,5,4,9,7,1,4,8,10,3,10,0,1,0,2,5,10,0,2,8,2,6,8,0,9,8,1,2,9,4,1,3,8,2,3,0,0,5,10,0,1,4,3,3,9,4,8,6,1,8,7,0,9,8,0,1,4,3,0
n110,1,2,5,0,10,8,2,6,9,2,1,10,5,4,9,0,1,4,8,10,3,10,0,1,1,2,5,10,0,2,8,2,6,8,0,9,8,1,2,8,4,1,3,8,2,3,0,0,5,10,0,1,4,3,3,0,4,8,6,1,8,7,0,9,0,0,1,4,3,0
n109,1,2,5,0,10,0,2,6,9,2,1,10,5,4,9,0,1,4,8,10,3,10,0,1,3,2,5,10,0,2,8,2,6,8,0,9,8,1,2,8,4,1,3,8,2,3,0,0,5,10,0,1,4,3,3,0,4,8,6,1,8,7,0,9,0,0,1,4,3,0
n114,1,2,5,0,1,0,2,6,0,2,1,10,5,4,9,9,1,4,8,10,3,10,3,1,0,2,5,10,0,2,8,2,6,8,0,9,8,1,2,9,4,1,3,8,2,3,0,0,5,10,9,1,4,2,3,8,4,8,6,1,8,7,1,9,0,0,1,4,3,0
n113,1,2,5,0,1,0,2,6,0,2,1,10,5,4,9,9,1,4,8,10,3,10,0,1,0,2,5,10,0,2,8,2,6,8,0,9,8,1,2,0,4,1,3,8,2,3,0,0,5,10,5,1,4,2,3,8,4,8,6,1,8,7,0,9,6,0,1,4,3,7
n116,1,2,5,6,0,0,2,6,8,2,1,10,5,4,9,0,1,4,8,10,3,10,0,1,2,2,5,10,0,2,8,2,6,8,0,9,8,1,2,0,4,1,3,8,2,3,0,0,5,10,9,1,4,0,3,8,4,8,6,1,8,7,0,9,0,0,1,4,3,0
n115,1,2,5,6,0,0,2,6,8,2,1,10,5,4,9,0,1,4,8,10,3,10,0,1,0,2,5,10,0,2,8,2,6,8,0,9,8,1,2,0,4,1,3,8,2,3,0,0,5,10,9,1,4,0,3,8,4,8,6,1,8,7,0,9,0,0,1,4,3,6
n122,1,2,5,2,0,0,2,3,0,2,1,0,5,4,9,8,1,4,8,10,3,10,0,1,0,0,5,10,0,2,8,2,6,8,8,9,8,1,2,0,4,1,3,8,2,3,0,6,5,10,9,1,4,4,3,0,3,8,6,1,8,7,0,9,5,6,1,4,3,0
n121,1,2,5,2,0,5,2,3,0,2,1,0,5,4,9,8,1,4,8,10,3,10,10,1,5,0,5,10,0,2,8,2,6,8,8,9,8,1,2,0,4,1,3,8,2,3,0,6,5,10,9,1,4,4,3,0,0,8,6,1,8,7,0,9,5,0,1,4,3,3
n124,1,2,5,2,0,0,2,3,0,2,1,0,5,4,9,0,1,4,8,10,3,10,0,1,9,0,5,10,6,2,8,2,6,8,8,9,8,1,2,0,4,1,3,8,2,3,0,6,5,10,9,1,4,0,3,5,0,8,6,1,8,7,0,9,5,0,1,4,3,0
n123,1,2,5,2,8,0,2,3,8,2,1,8,5,4,9,0,1,4,8,10,3,10,0,1,1,0,5,10,6,2,8,2,6,8,8,9,8,1,2,0,4,1,3,8,2,3,0,0,5,10,9,1,4,0,3,5,0,8,6,1,8,7,0,9,5,0,1,4,3,0
n128,1,2,5,10,1,0,2,3,0,2,1,10,5,4,9,0,1,4,8,10,3,10,0,1,3,0,5,10,2,2,8,2,6,8,0,9,8,1,2,0,4,1,3,8,2,3,8,0,5,10,0,1,4,0,3,3,0,8,6,1,8,7,4,9,5,8,1,4,3,3
n127,1,2,5,10,1,0,2,3,0,2,1,10,5,4,9,0,1,4,8,10,3,10,0,1,3,9,5,10,2,2,8,2,6,8,1,9,8,1,2,0,4,1,3,8,2,3,8,0,5,10,0,1,4,0,3,9,0,8,6,1,8,7,4,9,5,8,1,4,3,0
n130,1,2,5,10,1,0,2,3,6,2,1,10,5,4,9,1,1,4,8,10,3,10,9,1,2,0,5,10,10,2,8,2,6,8,0,9,8,1,2,10,4,1,3,8,2,3,0,0,5,10,0,1,4,7,3,6,6,8,6,1,8,7,0,9,5,8,1,4,3,0
n129,1,2,5,10,1,0,2,3,0,2,1,10,5,4,9,1,1,4,8,10,3,10,9,1,2,2,5,10,10,2,8,2,6,8,0,9,8,1,2,7,4,1,3,8,2,3,0,0,5,10,6,1,4,0,3,0,6,8,6,1,8,7,0,9,5,8,1,4,3,0
n142,6,0,5,9,8,0,9,6,0,2,1,0,5,5,2,2,9,10,8,0,0,10,4,1,0,7,0,0,9,9,9,4,6,8,9,9,8,9,4,7,4,1,3,8,0,10,7,10,5,2,1,10,4,3,6,6,3,8,0,5,0,7,1,8,0,2,1,0,8,0
n141,6,0,5,9,8,0,9,6,0,2,1,0,5,5,2,2,9,10,8,0,0,10,4,1,0,7,0,7,9,9,9,4,6,8,9,9,8,0,4,7,4,1,3,8,0,10,0,10,5,2,1,10,4,3,6,6,3,8,0,5,0,7,1,8,0,2,1,6,8,0
n144,0,0,5,9,8,0,9,6,2,2,1,4,5,5,2,2,9,10,8,0,3,10,4,1,0,7,1,0,9,9,9,4,6,8,7,9,8,1,4,7,4,1,3,8,0,10,1,10,5,2,1,10,4,3,6,0,3,8,0,5,0,7,1,8,3,2,1,0,8,0
n143,9,3,5,9,8,0,9,6,0,2,1,4,5,5,2,2,9,10,8,0,3,10,4,1,0,7,1,0,9,9,9,4,6,8,7,9,8,6,4,7,4,1,3,8,0,10,0,10,5,2,1,10,4,3,6,0,3,8,0,5,0,7,1,8,3,2,1,0,8,0
n148,0,0,5,9,8,0,9,6,7,2,1,0,5,9,2,2,9,10,8,0,5,10,4,1,3,7,5,0,0,9,9,4,6,8,0,9,8,0,4,7,4,1,3,8,0,10,9,10,5,2,1,10,4,3,6,7,3,8,3,5,7,7,0,8,0,2,1,0,8,0
n147,0,0,5,9,8,0,9,6,0,2,1,0,5,9,2,2,9,10,8,1,5,10,4,1,3,7,0,0,0,9,9,4,6,8,0,9,8,0,4,7,4,1,3,8,0,10,0,10,5,2,1,10,4,3,6,7,3,8,0,5,0,7,0,8,0,2,1,0,8,0
n150,0,0,5,9,8,0,9,6,9,2,1,0,5,9,2,2,9,10,8,0,0,10,4,1,3,7,0,0,0,9,9,4,6,8,0,9,8,0,4,7,4,1,3,8,0,10,0,10,5,2,1,10,4,3,6,7,3,8,3,5,9,7,7,8,0,2,1,0,8,0
n149,2,0,5,9,8,0,9,6,0,2,1,0,5,9,2,2,9,10,8,1,0,10,4,1,3,7,0,5,0,9,9,4,6,8,9,9,8,0,4,7,4,1,3,8,0,10,0,10,5,2,1,10,4,3,6,7,3,8,0,5,0,7,5,8,0,2,1,0,8,0
n156,6,1,5,10,8,5,9,6,6,2,1,8,5,0,0,2,9,10,8,0,0,10,4,1,5,7,0,8,8,6,9,4,6,8,4,9,8,0,4,7,4,1,3,8,4,10,7,10,5,2,1,10,4,3,6,0,3,8,0,5,9,7,8,8,8,2,9,2,8,5
n155,6,0,5,10,8,5,9,6,6,2,1,8,5,0,0,2,9,10,8,0,0,10,4,1,5,7,0,8,8,6,9,4,6,8,0,9,8,0,4,7,4,1,3,8,4,10,7,10,5,2,1,10,4,3,6,0,3,8,0,5,0,7,8,8,8,2,9,2,8,5
n158,6,0,5,10,8,5,9,6,6,2,1,8,5,10,5,2,9,10,8,0,0,10,4,1,5,7,4,8,0,6,9,4,6,8,0,9,8,8,4,7,4,1,3,8,0,10,7,10,5,2,1,10,4,3,6,3,3,8,0,5,0,7,8,8,8,2,3,0,8,5
n157,6,0,5,10,8,5,9,6,6,2,1,8,5,10,5,2,9,10,8,0,0,10,4,1,5,7,0,8,0,6,9,4,6,8,0,9,8,0,4,7,4,1,3,8,0,10,7,10,5,2,1,10,4,3,6,0,3,8,0,5,0,7,8,8,8,2,0,0,8,5
n162,8,0,5,0,8,5,9,6,6,2,1,5,5,0,0,2,9,10,8,7,2,10,4,1,5,7,0,2,1,6,9,4,6,8,0,9,8,0,4,7,4,1,3,8,0,10,9,10,5,2,1,10,4,3,6,0,3,8,9,5,10,7,5,8,8,2,4,0,8,5
n161,8,0,5,0,8,5,9,6,6,2,1,5,5,0,9,2,9,10,8,7,0,10,4,1,5,7,5,0,1,6,9,4,6,8,0,9,8,0,4,7,4,1,3,8,0,10,9,10,5,2,1,10,4,3,6,0,3,8,9,5,0,7,0,8,8,2,9,0,8,5
n164,8,0,5,0,8,0,9,6,6,2,1,0,5,0,0,2,9,10,8,7,10,10,4,1,5,7,6,2,1,6,9,4,6,8,0,9,8,7,4,7,4,1,3,8,0,10,9,10,5,2,1,10,4,3,6,0,3,8,5,5,0,7,0,8,8,2,5,4,8,5
n163,8,6,5,0,8,0,9,6,6,2,1,0,5,0,10,2,9,10,8,7,10,10,4,1,5,7,0,0,1,6,9,4,6,8,0,9,8,10,4,7,4,1,3,8,0,10,9,10,5,2,1,10,4,3,6,1,3,8,5,5,0,7,0,8,8,2,5,0,8,5
n172,5,10,5,0,8,0,0,6,6,2,1,9,5,0,5,2,0,10,8,4,0,10,2,1,9,7,6,1,1,1,9,4,6,8,4,9,8,3,8,7,4,1,3,8,0,10,1,0,5,3,1,10,4,9,6,8,3,8,2,5,0,7,0,8,4,0,6,0,8,0
n171,5,10,5,0,8,0,4,6,6,2,1,9,5,4,5,2,0,10,8,4,0,10,2,1,9,7,6,0,1,1,9,4,6,8,4,9,8,3,8,7,4,1,3,8,0,10,1,0,5,3,1,10,4,9,6,8,3,8,2,5,0,7,0,8,4,7,0,0,8,2
n174,0,10,5,0,8,9,1,6,6,2,1,9,5,0,5,2,0,10,8,4,10,10,2,1,0,7,0,3,1,1,9,4,6,8,4,9,8,3,8,7,4,1,3,8,5,10,1,0,5,3,1,10,4,9,6,8,3,8,2,5,0,7,0,8,4,0,5,7,8,8
n173,0,10,5,0,8,9,1,6,6,2,1,9,5,0,5,2,0,10,8,4,0,10,2,1,0,7,0,3,1,1,9,4,6,8,4,9,8,3,8,7,4,1,3,8,6,10,1,0,5,3,1,10,4,9,6,8,3,8,2,5,0,7,0,8,4,0,5,7,8,0
n178,6,10,5,4,8,0,0,6,0,2,1,9,5,1,5,2,0,10,8,4,0,10,0,1,0,7,2,8,1,1,9,4,6,8,4,9,8,3,8,7,4,1,3,8,0,10,1,0,5,3,1,10,4,0,6,8,3,8,7,5,0,7,0,8,4,0,0,9,8,0
n177,6,10,5,4,8,4,10,6,0,2,1,9,5,1,5,2,0,10,8,4,0,10,0,1,0,7,2,0,1,1,9,4,6,8,4,9,8,3,8,7,4,1,3,8,0,10,1,0,5,3,1,10,4,0,6,8,3,8,0,5,7,7,0,8,4,0,9,0,8,0
n180,6,10,5,4,8,2,1,6,0,2,1,9,5,0,5,2,0,10,8,4,1,10,0,1,0,7,2,0,1,1,9,4,6,8,4,9,8,3,8,7,4,1,3,8,0,10,1,0,5,3,1,10,4,0,6,8,3,8,6,5,0,7,0,8,4,0,7,0,8,3
n179,6,10,5,4,8,2,1,6,0,2,1,9,5,0,5,2,0,10,8,4,1,10,0,1,1,7,2,0,1,1,9,4,6,8,4,9,8,3,8,7,4,1,3,8,0,10,1,4,5,3,1,10,4,0,6,8,3,8,0,5,10,7,0,8,4,0,7,0,8,7
n186,0,0,5,1,8,3,6,6,0,2,1,9,5,10,7,2,0,10,8,0,0,10,7,1,0,7,0,0,1,0,9,4,6,8,4,9,8,3,8,7,4,1,3,8,0,10,1,0,5,3,1,10,4,3,6,8,3,8,10,5,0,7,0,8,4,0,0,0,8,5
n185,0,7,5,1,8,3,6,6,0,2,1,9,5,10,7,2,10,10,8,9,0,10,7,1,0,7,1,0,1,0,9,4,6,8,4,9,8,3,8,7,4,1,3,8,0,10,1,0,5,3,1,10,4,3,6,8,3,8,10,5,0,7,5,8,4,8,0,0,8,5
n188,0,4,5,1,8,3,6,6,3,2,1,9,5,10,7,2,0,10,8,10,0,10,7,1,3,7,0,0,1,7,9,4,6,8,4,9,8,3,8,7,4,1,3,8,0,10,1,4,5,3,1,10,4,3,6,8,3,8,0,5,0,7,0,8,4,0,0,0,8,5
n187,0,2,5,1,8,3,6,6,0,2,1,9,5,10,7,2,0,10,8,10,0,10,7,1,3,7,0,0,1,1,9,4,6,8,4,9,8,3,8,7,4,1,3,8,0,10,1,0,5,3,1,10,4,3,6,8,3,8,0,5,0,7,0,8,4,0,0,9,8,5
n192,0,3,5,1,8,3,6,6,0,2,1,9,5,0,7,2,7,10,8,0,0,10,7,1,0,7,7,4,1,0,9,4,6,8,4,9,8,3,8,7,4,1,3,8,7,10,1,0,5,3,1,10,4,3,6,8,3,8,0,5,0,7,4,8,4,0,7,3,8,5
n191,0,3,5,1,8,3,6,6,0,2,1,9,5,0,7,2,7,10,8,4,9,10,7,1,0,7,7,4,1,0,9,4,6,8,4,9,8,3,8,7,4,1,3,8,0,10,1,0,5,3,1,10,4,3,6,8,3,8,0,5,0,7,4,8,4,4,7,0,8,5
