cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50
n86,4,3,3,9,6,7,9,4,9,10,7,2,0,0,5,0,1,10,9,2,3,0,0,0,9,7,0,6,7,8,4,10,1,8,0,8,7,5,6,0,0,7,8,8,8,8,5,5,10,6
n85,4,3,3,9,6,7,9,4,9,10,7,2,0,0,5,7,1,10,9,2,3,0,0,7,9,7,8,6,7,8,4,10,1,8,0,8,7,5,6,0,0,7,8,8,8,8,5,5,10,6
n92,0,3,3,9,6,7,9,4,9,1,7,2,4,8,5,1,1,10,9,2,3,0,3,7,9,7,8,6,7,8,4,2,1,8,0,8,7,5,6,4,0,7,8,8,8,8,5,5,10,0
n91,0,3,3,9,6,7,9,4,9,1,7,2,4,0,5,1,1,10,9,2,3,0,3,7,9,7,0,6,7,8,4,0,1,8,0,8,7,5,6,0,5,7,8,8,8,8,5,5,10,0
n94,7,3,3,9,6,7,9,4,9,1,7,2,4,0,5,1,1,10,9,2,3,9,3,0,9,7,0,6,7,8,4,0,1,8,1,8,7,5,6,0,0,7,8,8,8,8,5,5,10,2
n93,0,3,3,9,6,7,9,4,9,1,7,2,4,2,5,1,1,10,9,2,3,9,3,0,9,7,0,6,7,8,4,0,1,8,1,8,7,5,6,0,0,7,8,8,8,8,5,5,10,2
n98,0,3,3,9,6,7,9,4,9,1,7,2,4,0,5,8,1,10,9,2,3,0,0,0,9,7,0,6,7,8,4,0,1,8,0,8,7,5,6,0,1,7,8,8,8,8,5,5,10,10
n97,7,3,3,9,6,7,9,4,9,1,7,2,4,0,5,0,1,10,9,2,3,0,0,0,9,7,0,6,7,8,4,0,1,8,0,8,7,5,6,0,10,7,8,8,8,8,5,5,10,10
n100,9,3,3,9,6,7,9,4,9,1,7,2,4,0,5,0,1,10,9,2,3,0,0,2,9,7,0,6,7,8,4,9,1,8,6,8,7,5,6,0,0,7,8,8,8,8,5,5,10,0
n99,9,3,3,9,6,7,9,4,9,1,7,2,4,0,5,0,1,10,9,2,3,0,0,2,9,7,8,6,7,8,4,10,1,8,6,8,7,5,6,8,1,7,8,8,8,8,5,5,10,0
n108,0,3,3,9,6,7,9,4,9,0,7,2,10,7,5,0,1,10,9,2,3,0,5,0,9,7,0,6,7,8,4,4,1,8,8,8,7,1,6,5,9,7,8,8,8,8,5,5,10,0
n107,0,3,3,9,6,7,9,4,9,0,7,2,10,7,5,8,1,10,9,2,3,0,5,0,9,7,0,6,7,8,4,4,1,8,8,8,7,1,6,5,9,7,8,8,8,8,5,5,10,0
n110,4,3,3,9,6,7,9,4,9,7,7,2,10,0,5,0,1,10,9,2,3,0,0,0,9,7,7,6,7,8,4,4,1,8,8,8,7,1,6,5,9,7,8,8,8,8,5,5,10,4
n109,0,3,3,9,6,7,9,4,9,7,7,2,10,0,5,0,1,10,9,2,3,0,0,0,9,7,0,6,7,8,4,4,1,8,8,8,7,1,6,5,9,7,8,8,8,8,5,5,10,0
n114,4,3,3,9,6,7,9,4,9,0,7,2,10,0,5,0,1,10,9,2,3,0,1,3,9,7,0,6,7,8,4,4,1,8,0,8,7,1,6,5,9,7,8,8,8,8,5,5,10,0
n113,0,3,3,9,6,7,9,4,9,0,7,2,10,0,5,0,1,10,9,2,3,0,0,3,9,7,0,6,7,8,4,4,1,8,0,8,7,1,6,5,9,7,8,8,8,8,5,5,10,0
n116,0,3,3,9,6,7,9,4,9,0,7,2,10,0,5,0,1,10,9,2,3,0,7,8,9,7,0,6,7,8,4,4,1,8,0,8,7,1,6,5,9,7,8,8,8,8,5,5,10,0
n115,0,3,3,9,6,7,9,4,9,0,7,2,10,0,5,0,1,10,9,2,3,0,7,0,9,7,0,6,7,8,4,4,1,8,0,8,7,1,6,5,9,7,8,8,8,8,5,5,10,0
n122,0,3,3,9,6,7,9,4,9,1,7,2,0,5,5,0,1,10,9,2,3,1,8,10,9,7,1,6,7,8,4,4,1,8,0,8,7,9,6,6,9,7,8,8,8,8,5,5,10,0
n121,0,3,3,9,6,7,9,4,9,1,7,2,0,5,5,0,1,10,9,2,3,1,8,0,9,7,1,6,7,8,4,4,1,8,0,8,7,9,6,6,9,7,8,8,8,8,5,5,10,0
n124,0,3,3,9,6,7,9,4,9,1,7,2,10,0,5,0,1,10,9,2,3,7,8,6,9,7,0,6,7,8,4,4,1,8,9,8,7,9,6,6,9,7,8,8,8,8,5,5,10,0
n123,0,3,3,9,6,7,9,4,9,1,7,2,10,0,5,0,1,10,9,2,3,7,8,0,9,7,0,6,7,8,4,4,1,8,0,8,7,9,6,6,9,7,8,8,8,8,5,5,10,2
n128,9,3,3,9,6,7,9,4,9,1,7,2,1,0,5,0,1,10,9,2,3,0,8,6,9,7,0,6,7,8,4,4,1,8,9,8,7,0,6,6,9,7,8,8,8,8,5,5,10,0
n127,9,3,3,9,6,7,9,4,9,1,7,2,6,0,5,0,1,10,9,2,3,2,8,6,9,7,8,6,7,8,4,4,1,8,0,8,7,0,6,6,9,7,8,8,8,8,5,5,10,0
n130,9,3,3,9,6,7,9,4,9,1,7,2,0,0,5,5,1,10,9,2,3,0,8,6,9,7,0,6,7,8,4,4,1,8,8,8,7,7,6,6,9,7,8,8,8,8,5,5,10,1
n129,9,3,3,9,6,7,9,4,9,1,7,2,0,0,5,5,1,10,9,2,3,0,8,6,9,7,0,6,7,8,4,4,1,8,8,8,7,10,6,6,9,7,8,8,8,8,5,5,10,1
n142,0,3,0,9,6,7,0,4,1,6,7,0,1,0,0,10,0,10,9,0,3,0,4,8,10,2,4,6,7,8,4,3,1,8,0,8,7,0,6,1,4,7,2,8,6,8,5,5,10,4
n141,0,3,0,9,6,7,0,4,1,6,7,4,1,0,0,10,0,10,9,0,3,0,4,8,0,2,4,6,7,8,4,3,1,8,0,8,7,0,6,1,4,7,2,8,6,8,5,5,10,4
n144,0,3,8,9,6,7,0,4,1,6,7,0,1,0,0,10,7,10,9,4,3,2,4,8,1,2,4,6,7,8,4,3,1,8,0,8,7,5,6,1,4,7,2,8,6,8,5,5,10,4
n143,0,3,8,9,6,7,0,4,1,6,7,0,1,0,10,10,7,10,9,4,3,2,4,8,1,2,4,6,7,8,4,3,1,8,2,8,7,5,6,1,4,7,2,8,6,8,5,5,10,4
n148,0,3,10,9,6,7,5,4,1,6,7,10,1,0,0,10,5,10,9,3,3,0,4,8,7,2,4,6,7,8,4,3,1,8,8,8,7,0,6,1,4,7,2,8,6,8,5,5,10,4
n147,3,3,10,9,6,7,5,4,1,6,7,10,1,0,0,10,5,10,9,3,3,0,4,8,7,2,4,6,7,8,4,3,1,8,8,8,7,0,6,1,4,7,2,8,6,8,5,5,10,4
n150,0,3,10,9,6,7,0,4,1,6,7,0,1,4,0,10,5,10,9,3,3,0,4,8,7,2,4,6,7,8,4,3,1,8,8,8,7,0,6,1,4,7,2,8,6,8,5,5,10,4
n149,0,3,10,9,6,7,0,4,1,6,7,0,1,4,0,10,5,10,9,3,3,0,4,8,7,2,4,6,7,8,4,3,1,8,8,8,7,0,6,1,4,7,2,8,6,8,5,5,10,4
n156,8,3,3,9,6,7,0,4,7,6,7,4,1,9,0,10,4,10,9,0,3,1,4,8,9,2,4,6,7,8,4,7,1,8,0,8,7,0,6,1,0,7,2,8,6,8,5,5,10,4
n155,8,3,3,9,6,7,10,4,7,6,7,4,1,9,1,10,4,10,9,0,3,1,4,8,0,2,4,6,7,8,4,7,1,8,0,8,7,0,6,1,5,7,2,8,6,8,5,5,10,4
n158,2,3,0,9,6,7,0,4,7,6,7,4,1,9,0,10,6,10,9,0,3,1,4,8,0,2,4,6,7,8,4,7,1,8,2,8,7,0,6,1,6,7,2,8,6,8,5,5,10,4
n157,2,3,0,9,6,7,0,4,7,6,7,4,1,9,0,10,6,10,9,0,3,1,4,8,0,2,4,6,7,8,4,7,1,8,0,8,7,0,6,1,0,7,2,8,6,8,5,5,10,4
n162,0,3,0,9,6,7,0,4,4,6,7,0,1,0,0,10,0,10,9,7,3,0,4,8,7,2,4,6,7,8,4,8,1,8,2,8,7,2,6,1,0,7,2,8,6,8,5,5,10,4
n161,0,3,0,9,6,7,8,4,4,6,7,10,1,0,0,10,0,10,9,7,3,0,4,8,7,2,4,6,7,8,4,8,1,8,0,8,7,0,6,1,0,7,2,8,6,8,5,5,10,4
n164,5,3,8,9,6,7,0,4,4,6,7,0,1,8,2,10,1,10,9,5,3,0,4,8,0,2,4,6,7,8,4,8,1,8,7,8,7,0,6,1,0,7,2,8,6,8,5,5,10,4
n163,0,3,0,9,6,7,0,4,4,6,7,0,1,8,2,10,0,10,9,0,3,0,4,8,0,2,4,6,7,8,4,8,1,8,7,8,7,0,6,1,0,7,2,8,6,8,5,5,10,4
n172,0,3,5,9,6,7,3,4,0,6,7,0,1,0,8,0,0,10,9,8,3,7,4,8,0,2,4,6,7,8,4,0,1,8,5,8,7,2,6,1,6,7,2,8,10,8,5,5,10,10
n171,4,3,3,9,6,7,3,4,0,6,7,0,1,0,8,0,4,10,9,8,3,7,4,8,3,2,4,6,7,8,4,5,1,8,5,8,7,2,6,1,6,7,2,8,10,8,5,5,10,10
n174,10,3,7,9,6,7,3,4,0,6,7,0,1,0,8,5,6,10,9,8,3,7,4,8,3,0,4,6,7,8,4,0,1,8,0,8,7,2,6,1,6,7,2,8,10,8,5,5,10,10
n173,0,3,0,9,6,7,3,4,0,6,7,0,1,0,8,0,6,10,9,8,3,7,4,8,3,0,4,6,7,8,4,0,1,8,0,8,7,2,6,1,6,7,2,8,10,8,5,5,10,10
n178,6,3,0,9,6,7,3,4,0,6,7,0,1,3,8,0,0,10,9,8,3,7,4,8,8,3,4,6,7,8,4,0,1,8,5,8,7,2,6,1,6,7,2,8,5,8,5,5,10,10
n177,2,3,0,9,6,7,3,4,0,6,7,0,1,3,8,0,7,10,9,8,3,7,4,8,0,3,4,6,7,8,4,5,1,8,5,8,7,2,6,1,6,7,2,8,5,8,5,5,10,10
n180,0,3,6,9,6,7,3,4,3,6,7,0,1,2,8,0,0,10,9,8,3,7,4,8,0,0,4,6,7,8,4,0,1,8,5,8,7,2,6,1,6,7,2,8,5,8,5,5,10,10
n179,0,3,0,9,6,7,3,4,0,6,7,0,1,0,8,0,1,10,9,8,3,7,4,8,0,0,4,6,7,8,4,0,1,8,5,8,7,2,6,1,6,7,2,8,5,8,5,5,10,10
n186,4,3,4,9,6,7,0,4,0,6,7,0,1,0,8,3,0,10,9,8,3,9,4,8,0,7,4,6,7,8,4,10,1,8,0,8,7,3,6,1,6,7,2,8,7,8,5,5,10,10
n185,4,3,4,9,6,7,0,4,0,6,7,0,1,0,8,3,0,10,9,8,3,9,4,8,2,0,4,6,7,8,4,0,1,8,0,8,7,3,6,1,6,7,2,8,7,8,5,5,10,10
n188,4,3,9,9,6,7,0,4,0,6,7,0,1,0,8,0,0,10,9,8,3,9,4,8,2,2,4,6,7,8,4,0,1,8,0,8,7,3,6,1,6,7,2,8,7,8,5,5,10,10
n187,4,3,9,9,6,7,4,4,0,6,7,0,1,4,8,0,0,10,9,8,3,9,4,8,0,2,4,6,7,8,4,0,1,8,0,8,7,3,6,1,6,7,2,8,7,8,5,5,10,10
n192,0,3,5,9,6,7,0,4,0,6,7,0,1,5,8,2,0,10,9,8,3,9,4,8,2,0,4,6,7,8,4,4,1,8,0,8,7,0,6,1,6,7,2,8,7,8,5,5,10,10
n191,0,3,5,9,6,7,5,4,0,6,7,0,1,5,8,2,0,10,9,8,3,9,4,8,2,0,4,6,7,8,4,4,1,8,0,8,7,5,6,1,6,7,2,8,7,8,5,5,10,10
n194,0,3,10,9,6,7,0,4,10,6,7,0,1,7,8,2,0,10,9,8,3,9,4,8,2,0,4,6,7,8,4,0,1,8,0,8,7,0,6,1,6,7,2,8,7,8,5,5,10,10
n193,6,3,0,9,6,7,0,4,10,6,7,0,1,7,8,2,0,10,9,8,3,9,4,8,2,0,4,6,7,8,4,0,1,8,0,8,7,0,6,1,6,7,2,8,7,8,5,5,10,10
n204,5,3,1,9,6,7,3,4,5,6,7,0,1,8,8,10,4,10,9,5,3,4,10,10,0,0,4,6,7,8,4,0,1,8,1,8,7,6,6,1,0,7,2,8,0,8,5,5,10,1
n203,5,3,1,9,6,7,3,4,5,6,7,0,1,10,8,10,4,10,9,5,3,4,10,10,0,0,4,6,7,8,4,8,1,8,1,8,7,6,6,1,0,7,2,8,0,8,5,5,10,1
n206,0,3,1,9,6,7,3,4,5,6,7,0,1,0,8,10,4,10,9,5,3,4,10,10,2,0,4,6,7,8,4,0,1,8,1,8,7,6,6,1,0,7,2,8,8,8,5,5,10,1
n205,10,3,1,9,6,7,3,4,5,6,7,7,1,0,8,10,4,10,9,5,3,4,10,10,2,0,4,6,7,8,4,0,1,8,1,8,7,6,6,1,0,7,2,8,6,8,5,5,10,1
n210,0,3,1,9,6,7,3,4,5,6,7,3,6,0,8,10,4,10,9,5,3,4,10,10,0,0,4,6,7,8,4,8,1,8,1,8,7,0,6,1,4,7,2,8,0,8,5,5,10,1
n209,0,3,1,9,6,7,3,4,5,6,7,3,6,0,8,10,4,10,9,5,3,4,10,10,0,0,4,6,7,8,4,8,1,8,1,8,7,0,6,1,4,7,2,8,0,8,5,5,10,1
n212,0,3,1,9,6,7,3,4,5,6,7,3,6,6,8,10,4,10,9,5,3,4,10,10,0,0,4,6,7,8,4,8,1,8,1,8,7,8,6,1,0,7,2,8,0,8,5,5,10,1
n211,0,3,1,9,6,7,3,4,5,6,7,3,6,0,8,10,4,10,9,5,3,4,10,10,0,0,4,6,7,8,4,8,1,8,1,8,7,8,6,1,0,7,2,8,0,8,5,5,10,1
n218,3,3,1,9,6,7,3,4,8,6,7,7,0,6,8,10,4,10,9,5,3,0,4,10,0,9,4,6,7,8,4,0,1,8,1,8,7,9,6,1,0,7,2,8,1,8,5,5,10,1
n217,3,3,1,9,6,7,3,4,0,6,7,0,0,7,8,10,4,10,9,5,3,3,4,10,0,0,4,6,7,8,4,0,1,8,1,8,7,9,6,1,0,7,2,8,1,8,5,5,10,1
n220,3,3,1,9,6,7,3,4,0,6,7,4,0,0,8,10,4,10,9,5,3,0,0,10,0,0,4,6,7,8,4,0,1,8,1,8,7,0,6,1,0,7,2,8,1,8,5,5,10,1
n219,3,3,1,9,6,7,3,4,0,6,7,4,4,0,8,10,4,10,9,5,3,0,0,10,10,0,4,6,7,8,4,0,1,8,1,8,7,0,6,1,0,7,2,8,1,8,5,5,10,1
n224,0,3,1,9,6,7,3,4,0,6,7,8,0,0,8,10,4,10,9,5,3,0,6,10,7,10,4,6,7,8,4,0,1,8,1,8,7,9,6,1,3,7,2,8,10,8,5,5,10,1
n223,0,3,1,9,6,7,3,4,0,6,7,8,0,0,8,10,4,10,9,5,3,7,6,10,7,10,4,6,7,8,4,8,1,8,1,8,7,9,6,1,3,7,2,8,0,8,5,5,10,1
n226,0,3,1,9,6,7,3,4,0,6,7,0,0,0,8,10,4,10,9,5,3,0,6,10,7,0,4,6,7,8,4,0,1,8,1,8,7,9,6,1,0,7,2,8,7,8,5,5,10,1
n225,0,3,1,9,6,7,3,4,0,6,7,0,0,0,8,10,4,10,9,5,3,0,6,10,7,7,4,6,7,8,4,0,1,8,1,8,7,9,6,1,0,7,2,8,0,8,5,5,10,1
n234,0,3,1,9,6,7,3,0,6,6,7,1,0,0,2,7,4,10,9,0,3,0,0,10,7,1,4,6,7,8,4,5,1,8,1,8,7,0,6,1,0,7,2,8,9,8,5,5,10,1
n233,0,3,1,9,6,7,3,0,6,6,7,1,0,0,2,7,4,10,9,0,3,10,0,10,7,1,4,6,7,8,4,5,1,8,1,8,7,10,6,1,0,7,2,8,9,8,5,5,10,1
n236,0,3,1,9,6,7,3,1,6,6,7,0,8,0,2,0,4,10,9,0,3,1,0,10,0,1,4,6,7,8,4,5,1,8,1,8,7,5,6,1,0,7,2,8,9,8,5,5,10,1
n235,6,3,1,9,6,7,3,1,6,6,7,0,8,0,2,0,4,10,9,0,3,1,9,10,0,1,4,6,7,8,4,5,1,8,1,8,7,5,6,1,0,7,2,8,9,8,5,5,10,1
n240,0,3,1,9,6,7,3,0,6,6,7,0,7,0,0,3,4,10,9,0,3,0,7,10,7,1,4,6,7,8,4,5,1,8,1,8,7,3,6,1,3,7,2,8,9,8,5,5,10,1
n239,0,3,1,9,6,7,3,0,6,6,7,0,7,0,0,3,4,10,9,0,3,0,7,10,0,1,4,6,7,8,4,5,1,8,1,8,7,3,6,1,3,7,2,8,9,8,5,5,10,1
n242,0,3,1,9,6,7,3,0,6,6,7,0,7,0,0,3,4,10,9,0,3,5,7,10,3,1,4,6,7,8,4,5,1,8,1,8,7,0,6,1,3,7,2,8,9,8,5,5,10,1
n241,0,3,1,9,6,7,3,3,6,6,7,0,7,0,0,3,4,10,9,0,3,0,7,10,3,1,4,6,7,8,4,5,1,8,1,8,7,0,6,1,3,7,2,8,9,8,5,5,10,1
n248,5,3,1,9,6,7,3,10,0,6,7,2,7,0,0,10,4,10,9,7,3,0,10,10,8,1,4,6,7,8,4,5,1,8,1,8,7,7,6,1,0,7,2,8,9,8,5,5,10,1
n247,5,3,1,9,6,7,3,10,0,6,7,0,0,0,0,10,4,10,9,7,3,0,0,10,8,1,4,6,7,8,4,5,1,8,1,8,7,7,6,1,0,7,2,8,9,8,5,5,10,1
n250,5,3,1,9,6,7,3,0,0,6,7,0,0,0,2,10,4,10,9,7,3,1,7,10,8,1,4,6,7,8,4,5,1,8,1,8,7,7,6,1,0,7,2,8,9,8,5,5,10,1
n249,5,3,1,9,6,7,3,2,0,6,7,0,0,0,0,10,4,10,9,7,3,0,0,10,8,1,4,6,7,8,4,5,1,8,1,8,7,7,6,1,0,7,2,8,9,8,5,5,10,1
n254,5,3,1,9,6,7,3,0,0,6,7,7,0,0,0,10,4,10,9,0,3,0,8,10,9,1,4,6,7,8,4,5,1,8,1,8,7,7,6,1,0,7,2,8,9,8,5,5,10,1
n253,5,3,1,9,6,7,3,0,0,6,7,7,2,0,0,10,4,10,9,0,3,0,8,10,9,1,4,6,7,8,4,5,1,8,1,8,7,7,6,1,0,7,2,8,9,8,5,5,10,1
n256,5,3,1,9,6,7,3,0,0,6,7,4,0,0,0,10,4,10,9,0,3,0,8,10,9,1,4,6,7,8,4,5,1,8,1,8,7,7,6,1,0,7,2,8,9,8,5,5,10,1
n255,5,3,1,9,6,7,3,0,0,6,7,0,6,0,0,10,4,10,9,0,3,0,8,10,9,1,4,6,7,8,4,5,1,8,1,8,7,7,6,1,0,7,2,8,9,8,5,5,10,1
n270,8,6,0,9,2,5,0,3,6,8,7,1,0,1,0,0,4,10,1,0,3,5,4,5,8,4,9,6,7,8,9,6,1,8,5,10,4,7,0,1,3,7,4,8,6,8,5,0,10,7
n269,8,6,0,9,2,5,0,3,6,8,7,1,0,1,0,0,4,10,1,4,3,5,4,5,8,4,9,6,7,8,9,6,1,8,5,10,4,7,0,1,3,7,4,8,6,8,5,0,10,7
n272,8,6,7,9,2,5,0,3,4,8,7,1,9,1,9,6,4,10,1,0,3,5,4,5,8,4,9,6,7,8,9,6,1,8,5,10,4,7,0,1,3,7,4,8,6,8,5,0,10,7
n271,8,6,7,9,2,5,6,3,4,8,7,1,9,1,9,6,4,10,1,0,3,5,4,5,8,4,9,6,7,8,9,6,1,8,5,10,4,7,0,1,3,7,4,8,6,8,5,0,10,7
